[2025, 2867]
[ordered-list, [1528.0, 232.0, 601.0, 36.0], mbSD8En7SC, 5656812]
[ordered-list, [1528.0, 268.0, 601.0, 36.0], mbSD8En7SC, 5656812]
[ordered-list, [1528.0, 304.0, 601.0, 36.0], mbSD8En7SC, 5656812]
[ordered-list, [1528.0, 340.0, 601.0, 36.0], mbSD8En7SC, 5656812]
[ordered-list, [1528.0, 376.0, 601.0, 36.0], mbSD8En7SC, 5656812]
[ordered-list, [1528.0, 412.0, 601.0, 36.0], mbSD8En7SC, 5656812]
[ordered-list, [1528.0, 448.0, 601.0, 36.0], mbSD8En7SC, 5656812]
[ordered-list, [1528.0, 484.0, 601.0, 36.0], mbSD8En7SC, 5656812]
[ordered-list, [1528.0, 520.0, 601.0, 36.0], mbSD8En7SC, 5656812]
[ordered-list, [1528.0, 556.0, 601.0, 36.0], mbSD8En7SC, 5656812]
[ordered-list, [1528.0, 592.0, 601.0, 36.0], mbSD8En7SC, 5656812]
[paragraph, [221.0, 282.0, 1109.0, 36.0], 0eelW5bZW6, 5656812]
[paragraph, [221.0, 318.0, 1109.0, 36.0], 0eelW5bZW6, 5656812]
[paragraph, [221.0, 354.0, 1109.0, 36.0], 0eelW5bZW6, 5656812]
[paragraph, [221.0, 390.0, 1109.0, 36.0], 0eelW5bZW6, 5656812]
[ordered-list, [180.0, 465.0, 1161.0, 36.0], shoonya_13sHTFKVM8SD35, 5656812]
[ordered-list, [180.0, 501.0, 1161.0, 36.0], shoonya_13sHTFKVM8SD35, 5656812]
[ordered-list, [180.0, 537.0, 1161.0, 36.0], shoonya_13sHTFKVM8SD35, 5656812]
[ordered-list, [180.0, 573.0, 1161.0, 36.0], shoonya_13sHTFKVM8SD35, 5656812]
[ordered-list, [180.0, 609.0, 1161.0, 36.0], shoonya_13sHTFKVM8SD35, 5656812]
[ordered-list, [180.0, 645.0, 1161.0, 36.0], shoonya_13sHTFKVM8SD35, 5656812]
[ordered-list, [180.0, 681.0, 1161.0, 36.0], shoonya_13sHTFKVM8SD35, 5656812]
[ordered-list, [180.0, 717.0, 1161.0, 36.0], shoonya_13sHTFKVM8SD35, 5656812]
[ordered-list, [180.0, 753.0, 1161.0, 36.0], shoonya_13sHTFKVM8SD35, 5656812]
[ordered-list, [180.0, 789.0, 1161.0, 36.0], shoonya_13sHTFKVM8SD35, 5656812]
[ordered-list, [180.0, 825.0, 1161.0, 36.0], shoonya_13sHTFKVM8SD35, 5656812]
[ordered-list, [180.0, 861.0, 1161.0, 36.0], shoonya_13sHTFKVM8SD35, 5656812]
[ordered-list, [180.0, 897.0, 1161.0, 36.0], shoonya_13sHTFKVM8SD35, 5656812]
[ordered-list, [180.0, 933.0, 1161.0, 36.0], shoonya_13sHTFKVM8SD35, 5656812]
[ordered-list, [180.0, 969.0, 1161.0, 36.0], shoonya_13sHTFKVM8SD35, 5656812]
[ordered-list, [180.0, 1005.0, 1161.0, 36.0], shoonya_13sHTFKVM8SD35, 5656812]
[ordered-list, [1496.0, 665.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 701.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 737.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 773.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 809.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 845.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 881.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 917.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 953.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 989.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1025.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1061.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1097.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1133.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1169.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1205.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1241.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1277.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1313.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1349.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1385.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1421.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1457.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1493.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1529.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1565.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1601.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1637.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [1496.0, 1673.0, 1156.0, 36.0], Gb_9Ru-cqv, 5656812]
[ordered-list, [231.0, 1071.0, 557.0, 36.0], shoonya_1sY8XRL0Q13VBK, 5656812]
[ordered-list, [231.0, 1107.0, 557.0, 36.0], shoonya_1sY8XRL0Q13VBK, 5656812]
[ordered-list, [231.0, 1143.0, 557.0, 36.0], shoonya_1sY8XRL0Q13VBK, 5656812]
[ordered-list, [231.0, 1179.0, 557.0, 36.0], shoonya_1sY8XRL0Q13VBK, 5656812]
[ordered-list, [231.0, 1215.0, 557.0, 36.0], shoonya_1sY8XRL0Q13VBK, 5656812]
