[1987, 1270]
[folio, [588.0, 112.0, 94.0, 36.0], shoonya_0s2QDA6X03IFNI, 5682495]
[paragraph, [116.0, 194.0, 1031.0, 36.0], XohtYdf0hB, 5682495]
[paragraph, [116.0, 230.0, 1031.0, 36.0], XohtYdf0hB, 5682495]
[paragraph, [116.0, 266.0, 1031.0, 36.0], XohtYdf0hB, 5682495]
[paragraph, [116.0, 302.0, 1031.0, 36.0], XohtYdf0hB, 5682495]
[paragraph, [116.0, 338.0, 1031.0, 36.0], XohtYdf0hB, 5682495]
[paragraph, [116.0, 374.0, 1031.0, 36.0], XohtYdf0hB, 5682495]
[paragraph, [116.0, 410.0, 1031.0, 36.0], XohtYdf0hB, 5682495]
[paragraph, [116.0, 446.0, 1031.0, 36.0], XohtYdf0hB, 5682495]
[paragraph, [116.0, 482.0, 1031.0, 36.0], XohtYdf0hB, 5682495]
[paragraph, [116.0, 518.0, 1031.0, 36.0], XohtYdf0hB, 5682495]
[paragraph, [116.0, 554.0, 1031.0, 36.0], XohtYdf0hB, 5682495]
[paragraph, [116.0, 590.0, 1031.0, 36.0], XohtYdf0hB, 5682495]
[paragraph, [116.0, 626.0, 1031.0, 36.0], XohtYdf0hB, 5682495]
[paragraph, [116.0, 662.0, 1031.0, 36.0], XohtYdf0hB, 5682495]
[paragraph, [116.0, 721.0, 1033.0, 36.0], iq6nY12x9L, 5682495]
[paragraph, [116.0, 757.0, 1033.0, 36.0], iq6nY12x9L, 5682495]
[paragraph, [116.0, 793.0, 1033.0, 36.0], iq6nY12x9L, 5682495]
[paragraph, [116.0, 829.0, 1033.0, 36.0], iq6nY12x9L, 5682495]
[paragraph, [116.0, 865.0, 1033.0, 36.0], iq6nY12x9L, 5682495]
[paragraph, [116.0, 901.0, 1033.0, 36.0], iq6nY12x9L, 5682495]
[paragraph, [116.0, 937.0, 1033.0, 36.0], iq6nY12x9L, 5682495]
[paragraph, [116.0, 973.0, 1033.0, 36.0], iq6nY12x9L, 5682495]
[paragraph, [116.0, 1009.0, 1033.0, 36.0], iq6nY12x9L, 5682495]
[paragraph, [116.0, 1045.0, 1033.0, 36.0], iq6nY12x9L, 5682495]
[paragraph, [116.0, 1081.0, 1033.0, 36.0], iq6nY12x9L, 5682495]
[paragraph, [116.0, 1117.0, 1033.0, 36.0], iq6nY12x9L, 5682495]
[paragraph, [116.0, 1186.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [116.0, 1222.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [116.0, 1258.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [116.0, 1294.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [116.0, 1330.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [116.0, 1366.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [116.0, 1402.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [116.0, 1438.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [116.0, 1474.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [116.0, 1510.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [116.0, 1546.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [116.0, 1582.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [116.0, 1618.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [116.0, 1654.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [116.0, 1690.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [116.0, 1726.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [116.0, 1762.0, 1036.0, 36.0], 5ORlPKzQhS, 5682495]
[paragraph, [177.0, 1813.0, 960.0, 36.0], sZ_Il6_qLX, 5682495]
