[2200, 1700]
[paragraph, [317.0, 58.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 94.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 130.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 166.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 202.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 238.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 274.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 310.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 346.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 382.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 418.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 454.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 490.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 526.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 562.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 598.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 634.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [317.0, 670.0, 1083.0, 36.0], shoonya_0s36U9IFRGI44Z, 5730853]
[paragraph, [319.0, 730.0, 1088.0, 36.0], shoonya_2s0H8TSZKW0BDU, 5730853]
[paragraph, [319.0, 766.0, 1088.0, 36.0], shoonya_2s0H8TSZKW0BDU, 5730853]
[paragraph, [319.0, 802.0, 1088.0, 36.0], shoonya_2s0H8TSZKW0BDU, 5730853]
[paragraph, [319.0, 838.0, 1088.0, 36.0], shoonya_2s0H8TSZKW0BDU, 5730853]
[paragraph, [319.0, 874.0, 1088.0, 36.0], shoonya_2s0H8TSZKW0BDU, 5730853]
[paragraph, [319.0, 910.0, 1088.0, 36.0], shoonya_2s0H8TSZKW0BDU, 5730853]
[paragraph, [319.0, 946.0, 1088.0, 36.0], shoonya_2s0H8TSZKW0BDU, 5730853]
[paragraph, [319.0, 982.0, 1088.0, 36.0], shoonya_2s0H8TSZKW0BDU, 5730853]
[paragraph, [319.0, 1018.0, 1088.0, 36.0], shoonya_2s0H8TSZKW0BDU, 5730853]
[paragraph, [319.0, 1054.0, 1088.0, 36.0], shoonya_2s0H8TSZKW0BDU, 5730853]
[paragraph, [319.0, 1090.0, 1088.0, 36.0], shoonya_2s0H8TSZKW0BDU, 5730853]
[paragraph, [319.0, 1126.0, 1088.0, 36.0], shoonya_2s0H8TSZKW0BDU, 5730853]
[paragraph, [319.0, 1162.0, 1088.0, 36.0], shoonya_2s0H8TSZKW0BDU, 5730853]
[paragraph, [319.0, 1198.0, 1088.0, 36.0], shoonya_2s0H8TSZKW0BDU, 5730853]
[paragraph, [319.0, 1234.0, 1088.0, 36.0], shoonya_2s0H8TSZKW0BDU, 5730853]
[paragraph, [319.0, 1270.0, 1088.0, 36.0], shoonya_2s0H8TSZKW0BDU, 5730853]
[section-title, [379.0, 1308.0, 509.0, 52.5], DGnmbmReb4, 5730853]
[paragraph, [328.0, 1382.0, 1088.0, 36.0], shoonya_1s3PJD0C9T9NPL, 5730853]
[paragraph, [328.0, 1418.0, 1088.0, 36.0], shoonya_1s3PJD0C9T9NPL, 5730853]
[paragraph, [328.0, 1454.0, 1088.0, 36.0], shoonya_1s3PJD0C9T9NPL, 5730853]
[paragraph, [328.0, 1490.0, 1088.0, 36.0], shoonya_1s3PJD0C9T9NPL, 5730853]
[paragraph, [328.0, 1526.0, 1088.0, 36.0], shoonya_1s3PJD0C9T9NPL, 5730853]
[paragraph, [328.0, 1562.0, 1088.0, 36.0], shoonya_1s3PJD0C9T9NPL, 5730853]
[paragraph, [328.0, 1598.0, 1088.0, 36.0], shoonya_1s3PJD0C9T9NPL, 5730853]
[paragraph, [328.0, 1634.0, 1088.0, 36.0], shoonya_1s3PJD0C9T9NPL, 5730853]
[paragraph, [328.0, 1670.0, 1088.0, 36.0], shoonya_1s3PJD0C9T9NPL, 5730853]
[paragraph, [328.0, 1706.0, 1088.0, 36.0], shoonya_1s3PJD0C9T9NPL, 5730853]
[paragraph, [328.0, 1742.0, 1088.0, 36.0], shoonya_1s3PJD0C9T9NPL, 5730853]
[paragraph, [328.0, 1778.0, 1088.0, 36.0], shoonya_1s3PJD0C9T9NPL, 5730853]
[paragraph, [328.0, 1814.0, 1088.0, 36.0], shoonya_1s3PJD0C9T9NPL, 5730853]
[paragraph, [328.0, 1850.0, 1088.0, 36.0], shoonya_1s3PJD0C9T9NPL, 5730853]
[paragraph, [328.0, 1886.0, 1088.0, 36.0], shoonya_1s3PJD0C9T9NPL, 5730853]
[folio, [976.0, 2015.0, 365.0, 36.0], 8PPr3rDIt2, 5730853]
