[1565, 1152]
[paragraph, [590.0, 100.0, 478.0, 36.0], shoonya_3s68GVJERO3NSV, 5722335]
[paragraph, [590.0, 136.0, 478.0, 36.0], shoonya_3s68GVJERO3NSV, 5722335]
[paragraph, [590.0, 172.0, 478.0, 36.0], shoonya_3s68GVJERO3NSV, 5722335]
[paragraph, [590.0, 208.0, 478.0, 36.0], shoonya_3s68GVJERO3NSV, 5722335]
[paragraph, [590.0, 244.0, 478.0, 36.0], shoonya_3s68GVJERO3NSV, 5722335]
[paragraph, [590.0, 280.0, 478.0, 36.0], shoonya_3s68GVJERO3NSV, 5722335]
[paragraph, [96.0, 101.0, 476.0, 36.0], shoonya_4s7NVISO9VMW6L, 5722335]
[paragraph, [96.0, 137.0, 476.0, 36.0], shoonya_4s7NVISO9VMW6L, 5722335]
[paragraph, [96.0, 173.0, 476.0, 36.0], shoonya_4s7NVISO9VMW6L, 5722335]
[paragraph, [96.0, 209.0, 476.0, 36.0], shoonya_4s7NVISO9VMW6L, 5722335]
[paragraph, [96.0, 245.0, 476.0, 36.0], shoonya_4s7NVISO9VMW6L, 5722335]
[paragraph, [96.0, 281.0, 476.0, 36.0], shoonya_4s7NVISO9VMW6L, 5722335]
[paragraph, [96.0, 317.0, 476.0, 36.0], shoonya_4s7NVISO9VMW6L, 5722335]
[paragraph, [96.0, 353.0, 476.0, 36.0], shoonya_4s7NVISO9VMW6L, 5722335]
[paragraph, [591.0, 345.0, 476.0, 36.0], shoonya_7s11NU5NHQGN1F, 5722335]
[paragraph, [591.0, 381.0, 476.0, 36.0], shoonya_7s11NU5NHQGN1F, 5722335]
[paragraph, [591.0, 417.0, 476.0, 36.0], shoonya_7s11NU5NHQGN1F, 5722335]
[paragraph, [96.0, 412.0, 476.0, 36.0], shoonya_5s3VKF9JT5X60Z, 5722335]
[paragraph, [96.0, 448.0, 476.0, 36.0], shoonya_5s3VKF9JT5X60Z, 5722335]
[paragraph, [96.0, 484.0, 476.0, 36.0], shoonya_5s3VKF9JT5X60Z, 5722335]
[paragraph, [96.0, 520.0, 476.0, 36.0], shoonya_5s3VKF9JT5X60Z, 5722335]
[paragraph, [96.0, 556.0, 476.0, 36.0], shoonya_5s3VKF9JT5X60Z, 5722335]
[paragraph, [96.0, 592.0, 476.0, 36.0], shoonya_5s3VKF9JT5X60Z, 5722335]
[paragraph, [96.0, 628.0, 476.0, 36.0], shoonya_5s3VKF9JT5X60Z, 5722335]
[paragraph, [96.0, 664.0, 476.0, 36.0], shoonya_5s3VKF9JT5X60Z, 5722335]
[paragraph, [96.0, 700.0, 476.0, 36.0], shoonya_5s3VKF9JT5X60Z, 5722335]
[paragraph, [590.0, 477.0, 478.0, 36.0], shoonya_1sM4N752DIDNFJ, 5722335]
[paragraph, [590.0, 513.0, 478.0, 36.0], shoonya_1sM4N752DIDNFJ, 5722335]
[paragraph, [590.0, 549.0, 478.0, 36.0], shoonya_1sM4N752DIDNFJ, 5722335]
[paragraph, [590.0, 585.0, 478.0, 36.0], shoonya_1sM4N752DIDNFJ, 5722335]
[paragraph, [590.0, 621.0, 478.0, 36.0], shoonya_1sM4N752DIDNFJ, 5722335]
[paragraph, [590.0, 657.0, 478.0, 36.0], shoonya_1sM4N752DIDNFJ, 5722335]
[paragraph, [590.0, 693.0, 478.0, 36.0], shoonya_1sM4N752DIDNFJ, 5722335]
[paragraph, [590.0, 729.0, 478.0, 36.0], shoonya_1sM4N752DIDNFJ, 5722335]
[paragraph, [97.0, 742.0, 475.0, 36.0], shoonya_2sLLZEUT8RWXO7, 5722335]
[paragraph, [97.0, 778.0, 475.0, 36.0], shoonya_2sLLZEUT8RWXO7, 5722335]
[paragraph, [97.0, 814.0, 475.0, 36.0], shoonya_2sLLZEUT8RWXO7, 5722335]
[paragraph, [97.0, 850.0, 475.0, 36.0], shoonya_2sLLZEUT8RWXO7, 5722335]
[paragraph, [97.0, 886.0, 475.0, 36.0], shoonya_2sLLZEUT8RWXO7, 5722335]
[paragraph, [97.0, 922.0, 475.0, 36.0], shoonya_2sLLZEUT8RWXO7, 5722335]
[paragraph, [97.0, 958.0, 475.0, 36.0], shoonya_2sLLZEUT8RWXO7, 5722335]
[paragraph, [591.0, 764.0, 476.0, 36.0], shoonya_8sQSZRIMXWSU8O, 5722335]
[paragraph, [591.0, 800.0, 476.0, 36.0], shoonya_8sQSZRIMXWSU8O, 5722335]
[paragraph, [591.0, 836.0, 476.0, 36.0], shoonya_8sQSZRIMXWSU8O, 5722335]
[paragraph, [591.0, 896.0, 476.0, 36.0], shoonya_6sU8F3B48FJFPO, 5722335]
[paragraph, [591.0, 932.0, 476.0, 36.0], shoonya_6sU8F3B48FJFPO, 5722335]
[paragraph, [591.0, 968.0, 476.0, 36.0], shoonya_6sU8F3B48FJFPO, 5722335]
[paragraph, [591.0, 1004.0, 476.0, 36.0], shoonya_6sU8F3B48FJFPO, 5722335]
[paragraph, [591.0, 1040.0, 476.0, 36.0], shoonya_6sU8F3B48FJFPO, 5722335]
[paragraph, [591.0, 1076.0, 476.0, 36.0], shoonya_6sU8F3B48FJFPO, 5722335]
[paragraph, [591.0, 1112.0, 476.0, 36.0], shoonya_6sU8F3B48FJFPO, 5722335]
[paragraph, [591.0, 1148.0, 476.0, 36.0], shoonya_6sU8F3B48FJFPO, 5722335]
[paragraph, [591.0, 1184.0, 476.0, 36.0], shoonya_6sU8F3B48FJFPO, 5722335]
[paragraph, [97.0, 1030.0, 474.0, 36.0], shoonya_0sGYZSBESUEU8X, 5722335]
[paragraph, [97.0, 1066.0, 474.0, 36.0], shoonya_0sGYZSBESUEU8X, 5722335]
[paragraph, [97.0, 1102.0, 474.0, 36.0], shoonya_0sGYZSBESUEU8X, 5722335]
[paragraph, [97.0, 1138.0, 474.0, 36.0], shoonya_0sGYZSBESUEU8X, 5722335]
[paragraph, [97.0, 1174.0, 474.0, 36.0], shoonya_0sGYZSBESUEU8X, 5722335]
[paragraph, [97.0, 1210.0, 474.0, 36.0], shoonya_0sGYZSBESUEU8X, 5722335]
[paragraph, [97.0, 1246.0, 474.0, 36.0], shoonya_0sGYZSBESUEU8X, 5722335]
[paragraph, [97.0, 1282.0, 474.0, 36.0], shoonya_0sGYZSBESUEU8X, 5722335]
[paragraph, [97.0, 1318.0, 474.0, 36.0], shoonya_0sGYZSBESUEU8X, 5722335]
[paragraph, [98.0, 1362.0, 472.0, 36.0], shoonya_9sMRIEM77C48WR, 5722335]
[paragraph, [98.0, 1398.0, 472.0, 36.0], shoonya_9sMRIEM77C48WR, 5722335]
