[2067, 1567]
[folio, [189.0, 190.0, 129.0, 36.0], 6tQABaBiVs, 5735317]
[folio, [1042.0, 193.0, 332.0, 36.0], At2VINz7Ux, 5735317]
[paragraph, [793.0, 248.0, 578.0, 36.0], shoonya_3sOS574CK261XS, 5735317]
[paragraph, [793.0, 284.0, 578.0, 36.0], shoonya_3sOS574CK261XS, 5735317]
[paragraph, [793.0, 320.0, 578.0, 36.0], shoonya_3sOS574CK261XS, 5735317]
[paragraph, [793.0, 356.0, 578.0, 36.0], shoonya_3sOS574CK261XS, 5735317]
[paragraph, [793.0, 392.0, 578.0, 36.0], shoonya_3sOS574CK261XS, 5735317]
[paragraph, [793.0, 428.0, 578.0, 36.0], shoonya_3sOS574CK261XS, 5735317]
[paragraph, [197.0, 250.0, 579.0, 36.0], shoonya_9sN5PW8EKD52LG, 5735317]
[paragraph, [197.0, 286.0, 579.0, 36.0], shoonya_9sN5PW8EKD52LG, 5735317]
[paragraph, [192.0, 339.0, 580.0, 36.0], shoonya_7sSPR6W0DO6NNH, 5735317]
[paragraph, [192.0, 375.0, 580.0, 36.0], shoonya_7sSPR6W0DO6NNH, 5735317]
[paragraph, [192.0, 411.0, 580.0, 36.0], shoonya_7sSPR6W0DO6NNH, 5735317]
[paragraph, [192.0, 447.0, 580.0, 36.0], shoonya_7sSPR6W0DO6NNH, 5735317]
[paragraph, [192.0, 483.0, 580.0, 36.0], shoonya_7sSPR6W0DO6NNH, 5735317]
[paragraph, [192.0, 519.0, 580.0, 36.0], shoonya_7sSPR6W0DO6NNH, 5735317]
[paragraph, [192.0, 555.0, 580.0, 36.0], shoonya_7sSPR6W0DO6NNH, 5735317]
[paragraph, [192.0, 591.0, 580.0, 36.0], shoonya_7sSPR6W0DO6NNH, 5735317]
[paragraph, [192.0, 627.0, 580.0, 36.0], shoonya_7sSPR6W0DO6NNH, 5735317]
[paragraph, [192.0, 663.0, 580.0, 36.0], shoonya_7sSPR6W0DO6NNH, 5735317]
[paragraph, [192.0, 699.0, 580.0, 36.0], shoonya_7sSPR6W0DO6NNH, 5735317]
[paragraph, [192.0, 735.0, 580.0, 36.0], shoonya_7sSPR6W0DO6NNH, 5735317]
[paragraph, [192.0, 771.0, 580.0, 36.0], shoonya_7sSPR6W0DO6NNH, 5735317]
[paragraph, [792.0, 476.0, 576.0, 36.0], shoonya_0sP0SWZPGKKUZM, 5735317]
[paragraph, [792.0, 512.0, 576.0, 36.0], shoonya_0sP0SWZPGKKUZM, 5735317]
[paragraph, [792.0, 548.0, 576.0, 36.0], shoonya_0sP0SWZPGKKUZM, 5735317]
[paragraph, [792.0, 584.0, 576.0, 36.0], shoonya_0sP0SWZPGKKUZM, 5735317]
[paragraph, [792.0, 620.0, 576.0, 36.0], shoonya_0sP0SWZPGKKUZM, 5735317]
[paragraph, [792.0, 656.0, 576.0, 36.0], shoonya_0sP0SWZPGKKUZM, 5735317]
[paragraph, [792.0, 692.0, 576.0, 36.0], shoonya_0sP0SWZPGKKUZM, 5735317]
[paragraph, [792.0, 728.0, 576.0, 36.0], shoonya_0sP0SWZPGKKUZM, 5735317]
[paragraph, [792.0, 764.0, 576.0, 36.0], shoonya_0sP0SWZPGKKUZM, 5735317]
[paragraph, [792.0, 800.0, 576.0, 36.0], shoonya_0sP0SWZPGKKUZM, 5735317]
[paragraph, [792.0, 836.0, 576.0, 36.0], shoonya_0sP0SWZPGKKUZM, 5735317]
[paragraph, [792.0, 872.0, 576.0, 36.0], shoonya_0sP0SWZPGKKUZM, 5735317]
[sidebar, [1406.0, 638.0, 146.0, 36.0], vX-gbnSh0_, 5735317]
[paragraph, [194.0, 826.0, 575.0, 36.0], shoonya_1sYT57ZY6NM9O9, 5735317]
[paragraph, [194.0, 862.0, 575.0, 36.0], shoonya_1sYT57ZY6NM9O9, 5735317]
[paragraph, [194.0, 898.0, 575.0, 36.0], shoonya_1sYT57ZY6NM9O9, 5735317]
[paragraph, [194.0, 934.0, 575.0, 36.0], shoonya_1sYT57ZY6NM9O9, 5735317]
[paragraph, [194.0, 970.0, 575.0, 36.0], shoonya_1sYT57ZY6NM9O9, 5735317]
[paragraph, [194.0, 1006.0, 575.0, 36.0], shoonya_1sYT57ZY6NM9O9, 5735317]
[paragraph, [194.0, 1042.0, 575.0, 36.0], shoonya_1sYT57ZY6NM9O9, 5735317]
[paragraph, [194.0, 1078.0, 575.0, 36.0], shoonya_1sYT57ZY6NM9O9, 5735317]
[paragraph, [194.0, 1114.0, 575.0, 36.0], shoonya_1sYT57ZY6NM9O9, 5735317]
[paragraph, [793.0, 917.0, 577.0, 36.0], shoonya_5sR0YOA1ICN6I1, 5735317]
[paragraph, [793.0, 953.0, 577.0, 36.0], shoonya_5sR0YOA1ICN6I1, 5735317]
[paragraph, [793.0, 989.0, 577.0, 36.0], shoonya_5sR0YOA1ICN6I1, 5735317]
[paragraph, [793.0, 1025.0, 577.0, 36.0], shoonya_5sR0YOA1ICN6I1, 5735317]
[paragraph, [793.0, 1061.0, 577.0, 36.0], shoonya_5sR0YOA1ICN6I1, 5735317]
[paragraph, [793.0, 1097.0, 577.0, 36.0], shoonya_5sR0YOA1ICN6I1, 5735317]
[paragraph, [793.0, 1133.0, 577.0, 36.0], shoonya_5sR0YOA1ICN6I1, 5735317]
[paragraph, [192.0, 1183.0, 578.0, 36.0], shoonya_2s6PZ6U5C4JASB, 5735317]
[paragraph, [192.0, 1219.0, 578.0, 36.0], shoonya_2s6PZ6U5C4JASB, 5735317]
[paragraph, [192.0, 1255.0, 578.0, 36.0], shoonya_2s6PZ6U5C4JASB, 5735317]
[paragraph, [192.0, 1291.0, 578.0, 36.0], shoonya_2s6PZ6U5C4JASB, 5735317]
[paragraph, [192.0, 1327.0, 578.0, 36.0], shoonya_2s6PZ6U5C4JASB, 5735317]
[paragraph, [192.0, 1363.0, 578.0, 36.0], shoonya_2s6PZ6U5C4JASB, 5735317]
[paragraph, [192.0, 1399.0, 578.0, 36.0], shoonya_2s6PZ6U5C4JASB, 5735317]
[paragraph, [192.0, 1435.0, 578.0, 36.0], shoonya_2s6PZ6U5C4JASB, 5735317]
[paragraph, [192.0, 1471.0, 578.0, 36.0], shoonya_2s6PZ6U5C4JASB, 5735317]
[paragraph, [192.0, 1507.0, 578.0, 36.0], shoonya_2s6PZ6U5C4JASB, 5735317]
[paragraph, [192.0, 1543.0, 578.0, 36.0], shoonya_2s6PZ6U5C4JASB, 5735317]
[paragraph, [793.0, 1186.0, 576.0, 36.0], shoonya_4s0IWUA8WI2NPV, 5735317]
[paragraph, [793.0, 1222.0, 576.0, 36.0], shoonya_4s0IWUA8WI2NPV, 5735317]
[paragraph, [793.0, 1258.0, 576.0, 36.0], shoonya_4s0IWUA8WI2NPV, 5735317]
[paragraph, [793.0, 1294.0, 576.0, 36.0], shoonya_4s0IWUA8WI2NPV, 5735317]
[paragraph, [793.0, 1330.0, 576.0, 36.0], shoonya_4s0IWUA8WI2NPV, 5735317]
[paragraph, [793.0, 1366.0, 576.0, 36.0], shoonya_4s0IWUA8WI2NPV, 5735317]
[paragraph, [793.0, 1402.0, 576.0, 36.0], shoonya_4s0IWUA8WI2NPV, 5735317]
[paragraph, [793.0, 1438.0, 576.0, 36.0], shoonya_4s0IWUA8WI2NPV, 5735317]
[paragraph, [791.0, 1497.0, 583.0, 36.0], shoonya_8sAGTMAU52OING, 5735317]
[paragraph, [791.0, 1533.0, 583.0, 36.0], shoonya_8sAGTMAU52OING, 5735317]
[paragraph, [791.0, 1569.0, 583.0, 36.0], shoonya_8sAGTMAU52OING, 5735317]
[paragraph, [791.0, 1605.0, 583.0, 36.0], shoonya_8sAGTMAU52OING, 5735317]
[paragraph, [791.0, 1641.0, 583.0, 36.0], shoonya_8sAGTMAU52OING, 5735317]
[paragraph, [791.0, 1677.0, 583.0, 36.0], shoonya_8sAGTMAU52OING, 5735317]
[paragraph, [189.0, 1582.0, 583.0, 36.0], shoonya_6sYI8JGSSJA7CH, 5735317]
[paragraph, [189.0, 1618.0, 583.0, 36.0], shoonya_6sYI8JGSSJA7CH, 5735317]
[paragraph, [189.0, 1654.0, 583.0, 36.0], shoonya_6sYI8JGSSJA7CH, 5735317]
[paragraph, [189.0, 1690.0, 583.0, 36.0], shoonya_6sYI8JGSSJA7CH, 5735317]
[paragraph, [189.0, 1726.0, 583.0, 36.0], shoonya_6sYI8JGSSJA7CH, 5735317]
[paragraph, [189.0, 1762.0, 583.0, 36.0], shoonya_6sYI8JGSSJA7CH, 5735317]
