[1613, 1275]
[paragraph, [646.0, 97.0, 518.0, 36.0], shoonya_0sBC71TEQZ3N3Y, 5758781]
[paragraph, [646.0, 133.0, 518.0, 36.0], shoonya_0sBC71TEQZ3N3Y, 5758781]
[paragraph, [646.0, 169.0, 518.0, 36.0], shoonya_0sBC71TEQZ3N3Y, 5758781]
[paragraph, [646.0, 205.0, 518.0, 36.0], shoonya_0sBC71TEQZ3N3Y, 5758781]
[paragraph, [108.0, 102.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 138.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 174.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 210.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 246.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 282.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 318.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 354.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 390.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 426.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 462.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 498.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 534.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 570.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 606.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 642.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 678.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 714.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [108.0, 750.0, 510.0, 36.0], lVEW_FqhxL, 5758781]
[paragraph, [647.0, 250.0, 514.0, 36.0], Npwp3HbQxs, 5758781]
[paragraph, [647.0, 286.0, 514.0, 36.0], Npwp3HbQxs, 5758781]
[paragraph, [647.0, 322.0, 514.0, 36.0], Npwp3HbQxs, 5758781]
[paragraph, [647.0, 358.0, 514.0, 36.0], Npwp3HbQxs, 5758781]
[paragraph, [647.0, 394.0, 514.0, 36.0], Npwp3HbQxs, 5758781]
[paragraph, [650.0, 471.0, 516.0, 36.0], d9aMKDf8fu, 5758781]
[paragraph, [650.0, 507.0, 516.0, 36.0], d9aMKDf8fu, 5758781]
[paragraph, [650.0, 543.0, 516.0, 36.0], d9aMKDf8fu, 5758781]
[paragraph, [650.0, 579.0, 516.0, 36.0], d9aMKDf8fu, 5758781]
[paragraph, [650.0, 615.0, 516.0, 36.0], d9aMKDf8fu, 5758781]
[paragraph, [650.0, 651.0, 516.0, 36.0], d9aMKDf8fu, 5758781]
[paragraph, [650.0, 687.0, 516.0, 36.0], d9aMKDf8fu, 5758781]
[paragraph, [650.0, 723.0, 516.0, 36.0], d9aMKDf8fu, 5758781]
[paragraph, [650.0, 759.0, 516.0, 36.0], d9aMKDf8fu, 5758781]
[section-title, [114.0, 808.0, 495.0, 49.5], TWqxAanFGP, 5758781]
[paragraph, [648.0, 844.0, 519.0, 36.0], grypmXbXTl, 5758781]
[paragraph, [648.0, 880.0, 519.0, 36.0], grypmXbXTl, 5758781]
[paragraph, [648.0, 916.0, 519.0, 36.0], grypmXbXTl, 5758781]
[paragraph, [648.0, 952.0, 519.0, 36.0], grypmXbXTl, 5758781]
[paragraph, [648.0, 988.0, 519.0, 36.0], grypmXbXTl, 5758781]
[paragraph, [648.0, 1024.0, 519.0, 36.0], grypmXbXTl, 5758781]
[paragraph, [648.0, 1060.0, 519.0, 36.0], grypmXbXTl, 5758781]
[paragraph, [648.0, 1096.0, 519.0, 36.0], grypmXbXTl, 5758781]
[paragraph, [648.0, 1132.0, 519.0, 36.0], grypmXbXTl, 5758781]
[paragraph, [648.0, 1168.0, 519.0, 36.0], grypmXbXTl, 5758781]
