[709, 412]
[folio, [177.0, 26.0, 53.0, 18.0], FnpDTcOtp-, 5741020]
[paragraph, [25.0, 57.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 75.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 93.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 111.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 129.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 147.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 165.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 183.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 201.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 219.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 237.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 255.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 273.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 291.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 309.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 327.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 345.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 363.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 381.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 399.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 417.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 435.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 453.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 471.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 489.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 507.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 525.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 543.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 561.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 579.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 597.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 615.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 633.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [25.0, 651.0, 179.0, 18.0], gXi9TvG2e4, 5741020]
[paragraph, [206.0, 57.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 75.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 93.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 111.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 129.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 147.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 165.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 183.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 201.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 219.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 237.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 255.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 273.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 291.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 309.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 327.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 345.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 363.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 381.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 399.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 417.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 435.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 453.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 471.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 489.0, 179.0, 18.0], flY0qTmog9, 5741020]
[paragraph, [206.0, 507.0, 179.0, 18.0], flY0qTmog9, 5741020]
