[1250, 770]
[paragraph, [67.0, 48.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [67.0, 66.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [67.0, 84.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [67.0, 102.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [67.0, 120.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [67.0, 138.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [67.0, 156.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [67.0, 174.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [67.0, 192.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [67.0, 210.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [67.0, 228.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [67.0, 246.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [67.0, 264.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [67.0, 282.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [67.0, 300.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [67.0, 318.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [67.0, 336.0, 633.0, 18.0], shoonya_1sBOBCM4VAN2HI, 6468989]
[paragraph, [63.0, 370.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 388.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 406.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 424.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 442.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 460.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 478.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 496.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 514.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 532.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 550.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 568.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 586.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 604.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 622.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 640.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 658.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 676.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 694.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 712.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 730.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 748.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 766.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [63.0, 784.0, 638.0, 18.0], shoonya_0sVQTG6LH3BPO1, 6468989]
[paragraph, [62.0, 822.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[paragraph, [62.0, 840.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[paragraph, [62.0, 858.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[paragraph, [62.0, 876.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[paragraph, [62.0, 894.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[paragraph, [62.0, 912.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[paragraph, [62.0, 930.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[paragraph, [62.0, 948.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[paragraph, [62.0, 966.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[paragraph, [62.0, 984.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[paragraph, [62.0, 1002.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[paragraph, [62.0, 1020.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[paragraph, [62.0, 1038.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[paragraph, [62.0, 1056.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[paragraph, [62.0, 1074.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[paragraph, [62.0, 1092.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[paragraph, [62.0, 1110.0, 639.0, 18.0], 6wJ_WdNMsR, 6468989]
[folio, [58.0, 1160.0, 155.0, 18.0], G7NTV0CN0y, 6468989]
