[792, 612]
[section-title, [289.0, 127.0, 63.0, 30.0], GxNNMB-Rp6, 6491542]
[paragraph, [174.0, 199.0, 219.0, 18.0], CXvYF3Pc2v, 6491542]
[paragraph, [246.0, 223.0, 151.0, 18.0], 8FPtSFfagu, 6491542]
[paragraph, [246.0, 241.0, 151.0, 18.0], 8FPtSFfagu, 6491542]
[paragraph, [246.0, 259.0, 151.0, 18.0], 8FPtSFfagu, 6491542]
[paragraph, [246.0, 277.0, 151.0, 18.0], 8FPtSFfagu, 6491542]
[paragraph, [246.0, 295.0, 151.0, 18.0], 8FPtSFfagu, 6491542]
[paragraph, [246.0, 313.0, 151.0, 18.0], 8FPtSFfagu, 6491542]
[paragraph, [180.0, 346.0, 199.0, 18.0], FCV8_QODoe, 6491542]
[paragraph, [180.0, 364.0, 199.0, 18.0], FCV8_QODoe, 6491542]
[paragraph, [241.0, 397.0, 142.0, 18.0], YGnoXY_aBt, 6491542]
[paragraph, [241.0, 415.0, 142.0, 18.0], YGnoXY_aBt, 6491542]
[paragraph, [241.0, 433.0, 142.0, 18.0], YGnoXY_aBt, 6491542]
[paragraph, [241.0, 451.0, 142.0, 18.0], YGnoXY_aBt, 6491542]
[paragraph, [241.0, 469.0, 142.0, 18.0], YGnoXY_aBt, 6491542]
[paragraph, [241.0, 487.0, 142.0, 18.0], YGnoXY_aBt, 6491542]
[paragraph, [241.0, 505.0, 142.0, 18.0], YGnoXY_aBt, 6491542]
[paragraph, [241.0, 523.0, 142.0, 18.0], YGnoXY_aBt, 6491542]
[paragraph, [241.0, 541.0, 142.0, 18.0], YGnoXY_aBt, 6491542]
[paragraph, [241.0, 559.0, 142.0, 18.0], YGnoXY_aBt, 6491542]
[paragraph, [176.0, 598.0, 140.0, 18.0], KqGg7kjvLm, 6491542]
[paragraph, [176.0, 616.0, 140.0, 18.0], KqGg7kjvLm, 6491542]
[paragraph, [212.0, 647.0, 158.0, 18.0], AFFaC6jzTY, 6491542]
[paragraph, [212.0, 665.0, 158.0, 18.0], AFFaC6jzTY, 6491542]
[paragraph, [212.0, 683.0, 158.0, 18.0], AFFaC6jzTY, 6491542]
[paragraph, [212.0, 701.0, 158.0, 18.0], AFFaC6jzTY, 6491542]
