[1754, 1241]
[ordered-list, [150.0, 159.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[ordered-list, [150.0, 195.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[ordered-list, [150.0, 231.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[ordered-list, [150.0, 267.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[ordered-list, [150.0, 303.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[ordered-list, [150.0, 339.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[ordered-list, [150.0, 375.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[ordered-list, [150.0, 411.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[ordered-list, [150.0, 447.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[ordered-list, [150.0, 483.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[ordered-list, [150.0, 519.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[ordered-list, [150.0, 555.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[ordered-list, [150.0, 591.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[ordered-list, [150.0, 627.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[ordered-list, [150.0, 663.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[ordered-list, [150.0, 699.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[ordered-list, [150.0, 735.0, 953.0, 36.0], shoonya_2sSBUEE4GWXDI0, 5747379]
[paragraph, [132.0, 805.0, 1015.0, 36.0], tW2HM1ovvt, 5747379]
[paragraph, [132.0, 841.0, 1015.0, 36.0], tW2HM1ovvt, 5747379]
[paragraph, [132.0, 877.0, 1015.0, 36.0], tW2HM1ovvt, 5747379]
[paragraph, [132.0, 913.0, 1015.0, 36.0], tW2HM1ovvt, 5747379]
[paragraph, [132.0, 949.0, 1015.0, 36.0], tW2HM1ovvt, 5747379]
[ordered-list, [176.0, 1062.0, 966.0, 36.0], shoonya_0sFWKWQUOJAYF8, 5747379]
[ordered-list, [176.0, 1098.0, 966.0, 36.0], shoonya_0sFWKWQUOJAYF8, 5747379]
[ordered-list, [176.0, 1134.0, 966.0, 36.0], shoonya_0sFWKWQUOJAYF8, 5747379]
[ordered-list, [176.0, 1170.0, 966.0, 36.0], shoonya_0sFWKWQUOJAYF8, 5747379]
[ordered-list, [176.0, 1206.0, 966.0, 36.0], shoonya_0sFWKWQUOJAYF8, 5747379]
[ordered-list, [176.0, 1242.0, 966.0, 36.0], shoonya_0sFWKWQUOJAYF8, 5747379]
[ordered-list, [176.0, 1278.0, 966.0, 36.0], shoonya_0sFWKWQUOJAYF8, 5747379]
[ordered-list, [176.0, 1314.0, 966.0, 36.0], shoonya_0sFWKWQUOJAYF8, 5747379]
[ordered-list, [176.0, 1350.0, 966.0, 36.0], shoonya_0sFWKWQUOJAYF8, 5747379]
[ordered-list, [176.0, 1386.0, 966.0, 36.0], shoonya_0sFWKWQUOJAYF8, 5747379]
[ordered-list, [176.0, 1422.0, 966.0, 36.0], shoonya_0sFWKWQUOJAYF8, 5747379]
[ordered-list, [176.0, 1458.0, 966.0, 36.0], shoonya_0sFWKWQUOJAYF8, 5747379]
