[2338, 1654]
[section-title, [499.0, 238.0, 733.0, 52.5], shoonya_7sO63NLOJKUCHK, 5753582]
[section-title, [499.0, 290.5, 733.0, 52.5], shoonya_7sO63NLOJKUCHK, 5753582]
[paragraph, [269.0, 545.0, 1203.0, 36.0], shoonya_2sD9266DMCYQKS, 5753582]
[paragraph, [269.0, 581.0, 1203.0, 36.0], shoonya_2sD9266DMCYQKS, 5753582]
[paragraph, [269.0, 617.0, 1203.0, 36.0], shoonya_2sD9266DMCYQKS, 5753582]
[paragraph, [269.0, 653.0, 1203.0, 36.0], shoonya_2sD9266DMCYQKS, 5753582]
[paragraph, [269.0, 689.0, 1203.0, 36.0], shoonya_2sD9266DMCYQKS, 5753582]
[paragraph, [269.0, 725.0, 1203.0, 36.0], shoonya_2sD9266DMCYQKS, 5753582]
[paragraph, [269.0, 761.0, 1203.0, 36.0], shoonya_2sD9266DMCYQKS, 5753582]
[paragraph, [269.0, 797.0, 1203.0, 36.0], shoonya_2sD9266DMCYQKS, 5753582]
[paragraph, [269.0, 879.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 915.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 951.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 987.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 1023.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 1059.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 1095.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 1131.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 1167.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 1203.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 1239.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 1275.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 1311.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 1347.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 1383.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 1419.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 1455.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [269.0, 1491.0, 1202.0, 36.0], shoonya_0sTOCWNOX76XSM, 5753582]
[paragraph, [268.0, 1576.0, 1205.0, 36.0], shoonya_1s5V92G9AXDE8T, 5753582]
[paragraph, [268.0, 1612.0, 1205.0, 36.0], shoonya_1s5V92G9AXDE8T, 5753582]
[paragraph, [268.0, 1648.0, 1205.0, 36.0], shoonya_1s5V92G9AXDE8T, 5753582]
[paragraph, [268.0, 1684.0, 1205.0, 36.0], shoonya_1s5V92G9AXDE8T, 5753582]
[paragraph, [268.0, 1720.0, 1205.0, 36.0], shoonya_1s5V92G9AXDE8T, 5753582]
[paragraph, [268.0, 1756.0, 1205.0, 36.0], shoonya_1s5V92G9AXDE8T, 5753582]
[paragraph, [268.0, 1792.0, 1205.0, 36.0], shoonya_1s5V92G9AXDE8T, 5753582]
[paragraph, [268.0, 1828.0, 1205.0, 36.0], shoonya_1s5V92G9AXDE8T, 5753582]
[reference, [258.0, 2080.0, 677.0, 36.0], shoonya_3sN6XKTT9555QY, 5753582]
