[6000, 4167]
[folio, [1234.0, 630.0, 1802.0, 52.5], ACQGuAqfyQ, 5720975]
[folio, [1234.0, 682.5, 1802.0, 52.5], ACQGuAqfyQ, 5720975]
[folio, [1234.0, 735.0, 1802.0, 52.5], ACQGuAqfyQ, 5720975]
[paragraph, [611.0, 885.0, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 937.5, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 990.0, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1042.5, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1095.0, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1147.5, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1200.0, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1252.5, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1305.0, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1357.5, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1410.0, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1462.5, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1515.0, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1567.5, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1620.0, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1672.5, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1725.0, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1777.5, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1830.0, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1882.5, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1935.0, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 1987.5, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 2040.0, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 2092.5, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 2145.0, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 2197.5, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 2250.0, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 2302.5, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 2355.0, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 2407.5, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 2460.0, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [611.0, 2512.5, 2984.0, 52.5], shoonya_2s13MXSO1UEGCP, 5720975]
[paragraph, [594.0, 2686.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 2738.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 2791.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 2843.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 2896.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 2948.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3001.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3053.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3106.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3158.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3211.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3263.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3316.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3368.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3421.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3473.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3526.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3578.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3631.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3683.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3736.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3788.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3841.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3893.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3946.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 3998.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4051.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4103.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4156.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4208.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4261.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4313.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4366.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
