[1275, 940]
[chapter-title, [346.0, 46.0, 141.0, 30.0], shoonya_0sZIJSM8B5ATFF, 5775738]
[paragraph, [93.0, 98.0, 642.0, 18.0], OpdpBKHbEl, 5775738]
[paragraph, [93.0, 116.0, 642.0, 18.0], OpdpBKHbEl, 5775738]
[paragraph, [93.0, 134.0, 642.0, 18.0], OpdpBKHbEl, 5775738]
[paragraph, [93.0, 152.0, 642.0, 18.0], OpdpBKHbEl, 5775738]
[paragraph, [93.0, 170.0, 642.0, 18.0], OpdpBKHbEl, 5775738]
[paragraph, [93.0, 188.0, 642.0, 18.0], OpdpBKHbEl, 5775738]
[paragraph, [93.0, 206.0, 642.0, 18.0], OpdpBKHbEl, 5775738]
[paragraph, [90.0, 222.0, 644.0, 18.0], EIjzWANjb0, 5775738]
[paragraph, [90.0, 240.0, 644.0, 18.0], EIjzWANjb0, 5775738]
[paragraph, [90.0, 258.0, 644.0, 18.0], EIjzWANjb0, 5775738]
[paragraph, [90.0, 276.0, 644.0, 18.0], EIjzWANjb0, 5775738]
[paragraph, [90.0, 294.0, 644.0, 18.0], EIjzWANjb0, 5775738]
[paragraph, [90.0, 312.0, 644.0, 18.0], EIjzWANjb0, 5775738]
[paragraph, [90.0, 330.0, 644.0, 18.0], EIjzWANjb0, 5775738]
[paragraph, [90.0, 348.0, 644.0, 18.0], EIjzWANjb0, 5775738]
[paragraph, [90.0, 366.0, 644.0, 18.0], EIjzWANjb0, 5775738]
[paragraph, [90.0, 384.0, 644.0, 18.0], EIjzWANjb0, 5775738]
[paragraph, [90.0, 402.0, 644.0, 18.0], EIjzWANjb0, 5775738]
[paragraph, [90.0, 420.0, 644.0, 18.0], EIjzWANjb0, 5775738]
[paragraph, [90.0, 438.0, 644.0, 18.0], EIjzWANjb0, 5775738]
[paragraph, [89.0, 476.0, 642.0, 18.0], D8FWTnS2gd, 5775738]
[paragraph, [92.0, 500.0, 646.0, 18.0], J0GuZtaiZD, 5775738]
[paragraph, [92.0, 518.0, 646.0, 18.0], J0GuZtaiZD, 5775738]
[paragraph, [92.0, 536.0, 646.0, 18.0], J0GuZtaiZD, 5775738]
[paragraph, [92.0, 554.0, 646.0, 18.0], J0GuZtaiZD, 5775738]
[paragraph, [92.0, 572.0, 646.0, 18.0], J0GuZtaiZD, 5775738]
[paragraph, [92.0, 590.0, 646.0, 18.0], J0GuZtaiZD, 5775738]
[paragraph, [92.0, 608.0, 646.0, 18.0], J0GuZtaiZD, 5775738]
[paragraph, [92.0, 626.0, 646.0, 18.0], J0GuZtaiZD, 5775738]
[paragraph, [92.0, 644.0, 646.0, 18.0], J0GuZtaiZD, 5775738]
[paragraph, [92.0, 662.0, 646.0, 18.0], J0GuZtaiZD, 5775738]
[paragraph, [92.0, 680.0, 646.0, 18.0], J0GuZtaiZD, 5775738]
[paragraph, [92.0, 698.0, 646.0, 18.0], J0GuZtaiZD, 5775738]
[paragraph, [92.0, 730.0, 649.0, 18.0], 7_lUGoHuYX, 5775738]
[paragraph, [92.0, 748.0, 649.0, 18.0], 7_lUGoHuYX, 5775738]
[paragraph, [92.0, 766.0, 649.0, 18.0], 7_lUGoHuYX, 5775738]
[paragraph, [92.0, 784.0, 649.0, 18.0], 7_lUGoHuYX, 5775738]
[paragraph, [92.0, 802.0, 649.0, 18.0], 7_lUGoHuYX, 5775738]
[paragraph, [92.0, 820.0, 649.0, 18.0], 7_lUGoHuYX, 5775738]
[paragraph, [92.0, 838.0, 649.0, 18.0], 7_lUGoHuYX, 5775738]
[paragraph, [92.0, 861.0, 654.0, 18.0], 8o6NAjLqDb, 5775738]
[paragraph, [92.0, 879.0, 654.0, 18.0], 8o6NAjLqDb, 5775738]
[paragraph, [92.0, 897.0, 654.0, 18.0], 8o6NAjLqDb, 5775738]
[paragraph, [92.0, 915.0, 654.0, 18.0], 8o6NAjLqDb, 5775738]
[paragraph, [92.0, 933.0, 654.0, 18.0], 8o6NAjLqDb, 5775738]
[paragraph, [94.0, 963.0, 653.0, 18.0], 81DC6X_Ixp, 5775738]
[paragraph, [94.0, 981.0, 653.0, 18.0], 81DC6X_Ixp, 5775738]
[paragraph, [94.0, 999.0, 653.0, 18.0], 81DC6X_Ixp, 5775738]
[paragraph, [94.0, 1017.0, 653.0, 18.0], 81DC6X_Ixp, 5775738]
[paragraph, [94.0, 1035.0, 653.0, 18.0], 81DC6X_Ixp, 5775738]
[paragraph, [94.0, 1053.0, 653.0, 18.0], 81DC6X_Ixp, 5775738]
[paragraph, [94.0, 1071.0, 653.0, 18.0], 81DC6X_Ixp, 5775738]
