[2200, 1700]
[paragraph, [375.0, 119.0, 945.0, 36.0], shoonya_3sDHOTPHWW4VDS, 5661147]
[paragraph, [375.0, 155.0, 945.0, 36.0], shoonya_3sDHOTPHWW4VDS, 5661147]
[paragraph, [375.0, 191.0, 945.0, 36.0], shoonya_3sDHOTPHWW4VDS, 5661147]
[paragraph, [375.0, 227.0, 945.0, 36.0], shoonya_3sDHOTPHWW4VDS, 5661147]
[paragraph, [375.0, 263.0, 945.0, 36.0], shoonya_3sDHOTPHWW4VDS, 5661147]
[paragraph, [375.0, 299.0, 945.0, 36.0], shoonya_3sDHOTPHWW4VDS, 5661147]
[paragraph, [375.0, 335.0, 945.0, 36.0], shoonya_3sDHOTPHWW4VDS, 5661147]
[paragraph, [375.0, 371.0, 945.0, 36.0], shoonya_3sDHOTPHWW4VDS, 5661147]
[paragraph, [375.0, 407.0, 945.0, 36.0], shoonya_3sDHOTPHWW4VDS, 5661147]
[paragraph, [375.0, 443.0, 945.0, 36.0], shoonya_3sDHOTPHWW4VDS, 5661147]
[paragraph, [362.0, 490.0, 964.0, 36.0], qoeYeGriTP, 5661147]
[paragraph, [362.0, 526.0, 964.0, 36.0], qoeYeGriTP, 5661147]
[paragraph, [362.0, 562.0, 964.0, 36.0], qoeYeGriTP, 5661147]
[paragraph, [362.0, 598.0, 964.0, 36.0], qoeYeGriTP, 5661147]
[paragraph, [362.0, 634.0, 964.0, 36.0], qoeYeGriTP, 5661147]
[paragraph, [362.0, 670.0, 964.0, 36.0], qoeYeGriTP, 5661147]
[paragraph, [362.0, 706.0, 964.0, 36.0], qoeYeGriTP, 5661147]
[paragraph, [362.0, 742.0, 964.0, 36.0], qoeYeGriTP, 5661147]
[paragraph, [362.0, 778.0, 964.0, 36.0], qoeYeGriTP, 5661147]
[paragraph, [362.0, 814.0, 964.0, 36.0], qoeYeGriTP, 5661147]
[paragraph, [362.0, 850.0, 964.0, 36.0], qoeYeGriTP, 5661147]
[paragraph, [362.0, 886.0, 964.0, 36.0], qoeYeGriTP, 5661147]
[paragraph, [362.0, 922.0, 964.0, 36.0], qoeYeGriTP, 5661147]
[paragraph, [362.0, 958.0, 964.0, 36.0], qoeYeGriTP, 5661147]
[paragraph, [362.0, 994.0, 964.0, 36.0], qoeYeGriTP, 5661147]
[paragraph, [346.0, 1053.0, 972.0, 36.0], shoonya_0s1GXIPO9XN8SC, 5661147]
[paragraph, [346.0, 1089.0, 972.0, 36.0], shoonya_0s1GXIPO9XN8SC, 5661147]
[paragraph, [346.0, 1125.0, 972.0, 36.0], shoonya_0s1GXIPO9XN8SC, 5661147]
[paragraph, [346.0, 1161.0, 972.0, 36.0], shoonya_0s1GXIPO9XN8SC, 5661147]
[paragraph, [346.0, 1197.0, 972.0, 36.0], shoonya_0s1GXIPO9XN8SC, 5661147]
[paragraph, [346.0, 1233.0, 972.0, 36.0], shoonya_0s1GXIPO9XN8SC, 5661147]
[paragraph, [346.0, 1269.0, 972.0, 36.0], shoonya_0s1GXIPO9XN8SC, 5661147]
[paragraph, [346.0, 1305.0, 972.0, 36.0], shoonya_0s1GXIPO9XN8SC, 5661147]
[paragraph, [346.0, 1341.0, 972.0, 36.0], shoonya_0s1GXIPO9XN8SC, 5661147]
[paragraph, [346.0, 1377.0, 972.0, 36.0], shoonya_0s1GXIPO9XN8SC, 5661147]
[paragraph, [346.0, 1413.0, 972.0, 36.0], shoonya_0s1GXIPO9XN8SC, 5661147]
[paragraph, [346.0, 1449.0, 972.0, 36.0], shoonya_0s1GXIPO9XN8SC, 5661147]
[paragraph, [346.0, 1485.0, 972.0, 36.0], shoonya_0s1GXIPO9XN8SC, 5661147]
[paragraph, [346.0, 1521.0, 972.0, 36.0], shoonya_0s1GXIPO9XN8SC, 5661147]
[paragraph, [346.0, 1557.0, 972.0, 36.0], shoonya_0s1GXIPO9XN8SC, 5661147]
[paragraph, [346.0, 1593.0, 972.0, 36.0], shoonya_0s1GXIPO9XN8SC, 5661147]
