[2067, 1567]
[folio, [195.0, 193.0, 123.0, 36.0], ckEmwpHVJM, 5736068]
[folio, [1105.0, 195.0, 262.0, 36.0], 0KdOc-s1W-, 5736068]
[paragraph, [191.0, 249.0, 580.0, 36.0], shoonya_0sQSJFVMJBJD3F, 5736068]
[paragraph, [191.0, 285.0, 580.0, 36.0], shoonya_0sQSJFVMJBJD3F, 5736068]
[paragraph, [191.0, 321.0, 580.0, 36.0], shoonya_0sQSJFVMJBJD3F, 5736068]
[section-title, [793.0, 252.0, 298.0, 52.5], shoonya_14sAM9OKJYPQDY, 5736068]
[paragraph, [194.0, 380.0, 584.0, 36.0], raf8ZXMnvp, 5736068]
[paragraph, [194.0, 416.0, 584.0, 36.0], raf8ZXMnvp, 5736068]
[paragraph, [194.0, 452.0, 584.0, 36.0], raf8ZXMnvp, 5736068]
[paragraph, [194.0, 488.0, 584.0, 36.0], raf8ZXMnvp, 5736068]
[paragraph, [194.0, 524.0, 584.0, 36.0], raf8ZXMnvp, 5736068]
[paragraph, [194.0, 560.0, 584.0, 36.0], raf8ZXMnvp, 5736068]
[paragraph, [194.0, 596.0, 584.0, 36.0], raf8ZXMnvp, 5736068]
[paragraph, [194.0, 632.0, 584.0, 36.0], raf8ZXMnvp, 5736068]
[paragraph, [194.0, 668.0, 584.0, 36.0], raf8ZXMnvp, 5736068]
[paragraph, [1052.0, 385.0, 319.0, 36.0], shoonya_6s2YH2DJ5SUOYA, 5736068]
[paragraph, [1052.0, 421.0, 319.0, 36.0], shoonya_6s2YH2DJ5SUOYA, 5736068]
[paragraph, [1052.0, 457.0, 319.0, 36.0], shoonya_6s2YH2DJ5SUOYA, 5736068]
[paragraph, [1052.0, 493.0, 319.0, 36.0], shoonya_6s2YH2DJ5SUOYA, 5736068]
[paragraph, [1052.0, 529.0, 319.0, 36.0], shoonya_6s2YH2DJ5SUOYA, 5736068]
[paragraph, [1052.0, 565.0, 319.0, 36.0], shoonya_6s2YH2DJ5SUOYA, 5736068]
[paragraph, [1052.0, 601.0, 319.0, 36.0], shoonya_6s2YH2DJ5SUOYA, 5736068]
[paragraph, [1052.0, 637.0, 319.0, 36.0], shoonya_6s2YH2DJ5SUOYA, 5736068]
[paragraph, [1052.0, 673.0, 319.0, 36.0], shoonya_6s2YH2DJ5SUOYA, 5736068]
[paragraph, [194.0, 737.0, 576.0, 36.0], JPJ7OAx9cz, 5736068]
[paragraph, [194.0, 773.0, 576.0, 36.0], JPJ7OAx9cz, 5736068]
[paragraph, [194.0, 809.0, 576.0, 36.0], JPJ7OAx9cz, 5736068]
[paragraph, [194.0, 845.0, 576.0, 36.0], JPJ7OAx9cz, 5736068]
[paragraph, [194.0, 881.0, 576.0, 36.0], JPJ7OAx9cz, 5736068]
[paragraph, [194.0, 917.0, 576.0, 36.0], JPJ7OAx9cz, 5736068]
[paragraph, [194.0, 953.0, 576.0, 36.0], JPJ7OAx9cz, 5736068]
[paragraph, [194.0, 989.0, 576.0, 36.0], JPJ7OAx9cz, 5736068]
[paragraph, [194.0, 1025.0, 576.0, 36.0], JPJ7OAx9cz, 5736068]
[paragraph, [194.0, 1061.0, 576.0, 36.0], JPJ7OAx9cz, 5736068]
[paragraph, [194.0, 1097.0, 576.0, 36.0], JPJ7OAx9cz, 5736068]
[paragraph, [793.0, 741.0, 576.0, 36.0], shoonya_7sK2EWMLKP6NXH, 5736068]
[paragraph, [793.0, 777.0, 576.0, 36.0], shoonya_7sK2EWMLKP6NXH, 5736068]
[paragraph, [793.0, 813.0, 576.0, 36.0], shoonya_7sK2EWMLKP6NXH, 5736068]
[paragraph, [793.0, 849.0, 576.0, 36.0], shoonya_7sK2EWMLKP6NXH, 5736068]
[paragraph, [793.0, 885.0, 576.0, 36.0], shoonya_7sK2EWMLKP6NXH, 5736068]
[paragraph, [793.0, 921.0, 576.0, 36.0], shoonya_7sK2EWMLKP6NXH, 5736068]
[paragraph, [792.0, 957.0, 582.0, 36.0], IFxBnX3orF, 5736068]
[paragraph, [792.0, 993.0, 582.0, 36.0], IFxBnX3orF, 5736068]
[paragraph, [792.0, 1029.0, 582.0, 36.0], IFxBnX3orF, 5736068]
[paragraph, [792.0, 1065.0, 582.0, 36.0], IFxBnX3orF, 5736068]
[paragraph, [792.0, 1101.0, 582.0, 36.0], IFxBnX3orF, 5736068]
[paragraph, [792.0, 1137.0, 582.0, 36.0], IFxBnX3orF, 5736068]
[paragraph, [792.0, 1173.0, 582.0, 36.0], IFxBnX3orF, 5736068]
[paragraph, [792.0, 1209.0, 582.0, 36.0], IFxBnX3orF, 5736068]
[paragraph, [792.0, 1245.0, 582.0, 36.0], IFxBnX3orF, 5736068]
[paragraph, [792.0, 1281.0, 582.0, 36.0], IFxBnX3orF, 5736068]
[paragraph, [792.0, 1317.0, 582.0, 36.0], IFxBnX3orF, 5736068]
[paragraph, [792.0, 1353.0, 582.0, 36.0], IFxBnX3orF, 5736068]
[sidebar, [1404.0, 1017.0, 158.0, 36.0], 5UPVK0ouKo, 5736068]
[paragraph, [194.0, 1137.0, 576.0, 36.0], yaxXnQvP8i, 5736068]
[paragraph, [194.0, 1173.0, 576.0, 36.0], yaxXnQvP8i, 5736068]
[paragraph, [194.0, 1209.0, 576.0, 36.0], yaxXnQvP8i, 5736068]
[paragraph, [194.0, 1245.0, 576.0, 36.0], yaxXnQvP8i, 5736068]
[paragraph, [197.0, 1322.0, 574.0, 36.0], ZKi8GvdlvL, 5736068]
[paragraph, [197.0, 1358.0, 574.0, 36.0], ZKi8GvdlvL, 5736068]
[paragraph, [197.0, 1394.0, 574.0, 36.0], ZKi8GvdlvL, 5736068]
[paragraph, [197.0, 1430.0, 574.0, 36.0], ZKi8GvdlvL, 5736068]
[paragraph, [197.0, 1466.0, 574.0, 36.0], ZKi8GvdlvL, 5736068]
[paragraph, [197.0, 1502.0, 574.0, 36.0], ZKi8GvdlvL, 5736068]
[paragraph, [197.0, 1538.0, 574.0, 36.0], ZKi8GvdlvL, 5736068]
[paragraph, [197.0, 1574.0, 574.0, 36.0], ZKi8GvdlvL, 5736068]
[paragraph, [797.0, 1409.0, 583.0, 36.0], 0gPdAFo7a4, 5736068]
[paragraph, [797.0, 1445.0, 583.0, 36.0], 0gPdAFo7a4, 5736068]
[paragraph, [797.0, 1481.0, 583.0, 36.0], 0gPdAFo7a4, 5736068]
[paragraph, [797.0, 1517.0, 583.0, 36.0], 0gPdAFo7a4, 5736068]
[paragraph, [797.0, 1553.0, 583.0, 36.0], 0gPdAFo7a4, 5736068]
[paragraph, [196.0, 1621.0, 572.0, 36.0], KAQ2CSTwrE, 5736068]
[paragraph, [196.0, 1657.0, 572.0, 36.0], KAQ2CSTwrE, 5736068]
[paragraph, [196.0, 1693.0, 572.0, 36.0], KAQ2CSTwrE, 5736068]
[paragraph, [794.0, 1621.0, 578.0, 36.0], q_fre4IIAL, 5736068]
[paragraph, [794.0, 1657.0, 578.0, 36.0], q_fre4IIAL, 5736068]
[paragraph, [794.0, 1693.0, 578.0, 36.0], q_fre4IIAL, 5736068]
[paragraph, [794.0, 1729.0, 578.0, 36.0], q_fre4IIAL, 5736068]
[paragraph, [794.0, 1765.0, 578.0, 36.0], q_fre4IIAL, 5736068]
[author, [559.0, 1768.0, 213.0, 36.0], XBlIvd2Sge, 5736068]
[folio, [188.0, 1824.0, 242.0, 36.0], lSQ_dIFS4v, 5736068]
