[1253, 896]
[chapter-title, [259.0, 39.0, 227.0, 30.0], shoonya_0s0TAKQQUV9PUT, 5775943]
[paragraph, [49.0, 83.0, 647.0, 18.0], FQEjl7DShJ, 5775943]
[paragraph, [49.0, 101.0, 647.0, 18.0], FQEjl7DShJ, 5775943]
[paragraph, [45.0, 135.0, 278.0, 18.0], iZknjDlN2F, 5775943]
[paragraph, [46.0, 162.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 180.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 198.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 216.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 234.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 252.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 270.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 288.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 306.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 324.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 342.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 360.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 378.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 396.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 414.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 432.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 450.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 468.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 486.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 504.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [46.0, 522.0, 650.0, 18.0], k84soGd-1Q, 5775943]
[paragraph, [47.0, 560.0, 649.0, 18.0], 6ICUf4Wms1, 5775943]
[paragraph, [47.0, 578.0, 649.0, 18.0], 6ICUf4Wms1, 5775943]
[paragraph, [47.0, 596.0, 649.0, 18.0], 6ICUf4Wms1, 5775943]
[paragraph, [47.0, 614.0, 649.0, 18.0], 6ICUf4Wms1, 5775943]
[paragraph, [47.0, 632.0, 649.0, 18.0], 6ICUf4Wms1, 5775943]
[paragraph, [47.0, 650.0, 649.0, 18.0], 6ICUf4Wms1, 5775943]
[paragraph, [47.0, 668.0, 649.0, 18.0], 6ICUf4Wms1, 5775943]
[paragraph, [47.0, 686.0, 649.0, 18.0], 6ICUf4Wms1, 5775943]
[paragraph, [47.0, 704.0, 649.0, 18.0], 6ICUf4Wms1, 5775943]
[paragraph, [47.0, 722.0, 649.0, 18.0], 6ICUf4Wms1, 5775943]
[paragraph, [47.0, 740.0, 649.0, 18.0], 6ICUf4Wms1, 5775943]
[paragraph, [47.0, 758.0, 649.0, 18.0], 6ICUf4Wms1, 5775943]
[paragraph, [47.0, 776.0, 649.0, 18.0], 6ICUf4Wms1, 5775943]
[paragraph, [47.0, 811.0, 652.0, 18.0], wXtNZAcJOR, 5775943]
[paragraph, [47.0, 829.0, 652.0, 18.0], wXtNZAcJOR, 5775943]
[paragraph, [47.0, 847.0, 652.0, 18.0], wXtNZAcJOR, 5775943]
[paragraph, [47.0, 865.0, 652.0, 18.0], wXtNZAcJOR, 5775943]
[paragraph, [47.0, 883.0, 652.0, 18.0], wXtNZAcJOR, 5775943]
[paragraph, [48.0, 915.0, 652.0, 18.0], XtDlRTwyvr, 5775943]
[paragraph, [48.0, 933.0, 652.0, 18.0], XtDlRTwyvr, 5775943]
[paragraph, [48.0, 951.0, 652.0, 18.0], XtDlRTwyvr, 5775943]
[paragraph, [48.0, 969.0, 652.0, 18.0], XtDlRTwyvr, 5775943]
[paragraph, [48.0, 987.0, 652.0, 18.0], XtDlRTwyvr, 5775943]
[paragraph, [48.0, 1005.0, 652.0, 18.0], XtDlRTwyvr, 5775943]
[paragraph, [48.0, 1023.0, 652.0, 18.0], XtDlRTwyvr, 5775943]
[paragraph, [48.0, 1041.0, 652.0, 18.0], XtDlRTwyvr, 5775943]
[paragraph, [48.0, 1059.0, 652.0, 18.0], XtDlRTwyvr, 5775943]
