[1246, 884]
[chapter-title, [229.0, 30.0, 319.0, 30.0], shoonya_0sX90DHNYT3H1O, 5775748]
[chapter-title, [229.0, 60.0, 319.0, 30.0], shoonya_0sX90DHNYT3H1O, 5775748]
[paragraph, [44.0, 94.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 112.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 130.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 148.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 166.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 184.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 202.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 220.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 238.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 256.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 274.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 292.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 310.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 328.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 346.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 364.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 382.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 400.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 418.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 436.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 454.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [44.0, 472.0, 667.0, 18.0], d1kJzWPpvh, 5775748]
[paragraph, [43.0, 496.0, 669.0, 18.0], VvByB2spnx, 5775748]
[paragraph, [43.0, 514.0, 669.0, 18.0], VvByB2spnx, 5775748]
[paragraph, [43.0, 532.0, 669.0, 18.0], VvByB2spnx, 5775748]
[paragraph, [43.0, 550.0, 669.0, 18.0], VvByB2spnx, 5775748]
[paragraph, [43.0, 568.0, 669.0, 18.0], VvByB2spnx, 5775748]
[paragraph, [43.0, 586.0, 669.0, 18.0], VvByB2spnx, 5775748]
[paragraph, [43.0, 604.0, 669.0, 18.0], VvByB2spnx, 5775748]
[paragraph, [43.0, 622.0, 669.0, 18.0], VvByB2spnx, 5775748]
[paragraph, [43.0, 640.0, 669.0, 18.0], VvByB2spnx, 5775748]
[paragraph, [43.0, 658.0, 669.0, 18.0], VvByB2spnx, 5775748]
[paragraph, [43.0, 676.0, 669.0, 18.0], VvByB2spnx, 5775748]
[paragraph, [43.0, 694.0, 669.0, 18.0], VvByB2spnx, 5775748]
[paragraph, [43.0, 712.0, 669.0, 18.0], VvByB2spnx, 5775748]
[paragraph, [43.0, 730.0, 669.0, 18.0], VvByB2spnx, 5775748]
[paragraph, [43.0, 748.0, 669.0, 18.0], VvByB2spnx, 5775748]
[paragraph, [43.0, 766.0, 669.0, 18.0], VvByB2spnx, 5775748]
[paragraph, [44.0, 799.0, 669.0, 18.0], 44malT2VQ0, 5775748]
[paragraph, [44.0, 817.0, 669.0, 18.0], 44malT2VQ0, 5775748]
[paragraph, [44.0, 835.0, 669.0, 18.0], 44malT2VQ0, 5775748]
[paragraph, [44.0, 853.0, 669.0, 18.0], 44malT2VQ0, 5775748]
[paragraph, [45.0, 874.0, 669.0, 18.0], 7WhTwT_y_J, 5775748]
[paragraph, [45.0, 892.0, 669.0, 18.0], 7WhTwT_y_J, 5775748]
[paragraph, [45.0, 910.0, 669.0, 18.0], 7WhTwT_y_J, 5775748]
[paragraph, [45.0, 928.0, 669.0, 18.0], 7WhTwT_y_J, 5775748]
[paragraph, [45.0, 946.0, 669.0, 18.0], 7WhTwT_y_J, 5775748]
[paragraph, [46.0, 974.0, 669.0, 18.0], xm0NLgKGgk, 5775748]
[paragraph, [46.0, 992.0, 669.0, 18.0], xm0NLgKGgk, 5775748]
[paragraph, [46.0, 1010.0, 669.0, 18.0], xm0NLgKGgk, 5775748]
[paragraph, [46.0, 1028.0, 669.0, 18.0], xm0NLgKGgk, 5775748]
[paragraph, [46.0, 1046.0, 669.0, 18.0], xm0NLgKGgk, 5775748]
[paragraph, [46.0, 1064.0, 669.0, 18.0], xm0NLgKGgk, 5775748]
[paragraph, [46.0, 1082.0, 669.0, 18.0], xm0NLgKGgk, 5775748]
