[720, 1728]
[section-title, [919.0, 51.0, 642.0, 30.0], cKgVVTz3E1, 5656996]
[section-title, [40.0, 55.0, 414.0, 30.0], shoonya_5sDAD704J4GSJ5, 5656996]
[figure-caption, [41.0, 105.0, 482.0, 18.0], shoonya_9sIS3B5WYK1NKF, 5656996]
[figure-caption, [41.0, 123.0, 482.0, 18.0], shoonya_9sIS3B5WYK1NKF, 5656996]
[figure-caption, [41.0, 141.0, 482.0, 18.0], shoonya_9sIS3B5WYK1NKF, 5656996]
[figure-caption, [41.0, 159.0, 482.0, 18.0], shoonya_9sIS3B5WYK1NKF, 5656996]
[figure-caption, [41.0, 177.0, 482.0, 18.0], shoonya_9sIS3B5WYK1NKF, 5656996]
[figure-caption, [41.0, 195.0, 482.0, 18.0], shoonya_9sIS3B5WYK1NKF, 5656996]
[figure-caption, [41.0, 213.0, 482.0, 18.0], shoonya_9sIS3B5WYK1NKF, 5656996]
[figure-caption, [1297.0, 124.0, 376.0, 18.0], shoonya_1sCOAN0ATAM89S, 5656996]
[figure-caption, [1297.0, 142.0, 376.0, 18.0], shoonya_1sCOAN0ATAM89S, 5656996]
[figure-caption, [1297.0, 160.0, 376.0, 18.0], shoonya_1sCOAN0ATAM89S, 5656996]
[figure-caption, [1297.0, 178.0, 376.0, 18.0], shoonya_1sCOAN0ATAM89S, 5656996]
[figure-caption, [340.0, 297.0, 490.0, 18.0], shoonya_3sAW3LMDTR06G7, 5656996]
[figure-caption, [340.0, 315.0, 490.0, 18.0], shoonya_3sAW3LMDTR06G7, 5656996]
[figure-caption, [340.0, 333.0, 490.0, 18.0], shoonya_3sAW3LMDTR06G7, 5656996]
[figure-caption, [340.0, 351.0, 490.0, 18.0], shoonya_3sAW3LMDTR06G7, 5656996]
[figure-caption, [340.0, 369.0, 490.0, 18.0], shoonya_3sAW3LMDTR06G7, 5656996]
[figure-caption, [340.0, 387.0, 490.0, 18.0], shoonya_3sAW3LMDTR06G7, 5656996]
[figure-caption, [916.0, 297.0, 779.0, 18.0], shoonya_7s035CVAQV9YXC, 5656996]
[figure-caption, [916.0, 315.0, 779.0, 18.0], shoonya_7s035CVAQV9YXC, 5656996]
[figure-caption, [916.0, 333.0, 779.0, 18.0], shoonya_7s035CVAQV9YXC, 5656996]
[figure-caption, [916.0, 351.0, 779.0, 18.0], shoonya_7s035CVAQV9YXC, 5656996]
[figure-caption, [37.0, 484.0, 372.0, 18.0], shoonya_8s62JD56NDJA97, 5656996]
[figure-caption, [37.0, 502.0, 372.0, 18.0], shoonya_8s62JD56NDJA97, 5656996]
[figure-caption, [37.0, 520.0, 372.0, 18.0], shoonya_8s62JD56NDJA97, 5656996]
[figure-caption, [37.0, 538.0, 372.0, 18.0], shoonya_8s62JD56NDJA97, 5656996]
[figure-caption, [37.0, 556.0, 372.0, 18.0], shoonya_8s62JD56NDJA97, 5656996]
[figure-caption, [37.0, 574.0, 372.0, 18.0], shoonya_8s62JD56NDJA97, 5656996]
[figure-caption, [37.0, 592.0, 372.0, 18.0], shoonya_8s62JD56NDJA97, 5656996]
