[1755, 1240]
[paragraph, [170.0, 188.0, 896.0, 36.0], 4tSBgz7nZH, 5703499]
[paragraph, [170.0, 224.0, 896.0, 36.0], 4tSBgz7nZH, 5703499]
[paragraph, [170.0, 260.0, 896.0, 36.0], 4tSBgz7nZH, 5703499]
[paragraph, [170.0, 296.0, 896.0, 36.0], 4tSBgz7nZH, 5703499]
[paragraph, [165.0, 376.0, 908.0, 36.0], z2PJzQIi9u, 5703499]
[paragraph, [165.0, 412.0, 908.0, 36.0], z2PJzQIi9u, 5703499]
[paragraph, [165.0, 448.0, 908.0, 36.0], z2PJzQIi9u, 5703499]
[paragraph, [250.0, 516.0, 813.0, 36.0], shoonya_2sAVCZ5K01ZVLS, 5703499]
[paragraph, [250.0, 552.0, 813.0, 36.0], shoonya_2sAVCZ5K01ZVLS, 5703499]
[paragraph, [250.0, 588.0, 813.0, 36.0], shoonya_2sAVCZ5K01ZVLS, 5703499]
[paragraph, [250.0, 624.0, 813.0, 36.0], shoonya_2sAVCZ5K01ZVLS, 5703499]
[paragraph, [250.0, 660.0, 813.0, 36.0], shoonya_2sAVCZ5K01ZVLS, 5703499]
[paragraph, [250.0, 696.0, 813.0, 36.0], shoonya_2sAVCZ5K01ZVLS, 5703499]
[paragraph, [250.0, 732.0, 813.0, 36.0], shoonya_2sAVCZ5K01ZVLS, 5703499]
[paragraph, [250.0, 768.0, 813.0, 36.0], shoonya_2sAVCZ5K01ZVLS, 5703499]
[paragraph, [250.0, 804.0, 813.0, 36.0], shoonya_2sAVCZ5K01ZVLS, 5703499]
[paragraph, [180.0, 886.0, 881.0, 36.0], shoonya_1sLC5DXZEGGLM2, 5703499]
[paragraph, [180.0, 922.0, 881.0, 36.0], shoonya_1sLC5DXZEGGLM2, 5703499]
[paragraph, [180.0, 958.0, 881.0, 36.0], shoonya_1sLC5DXZEGGLM2, 5703499]
[paragraph, [180.0, 994.0, 881.0, 36.0], shoonya_1sLC5DXZEGGLM2, 5703499]
[paragraph, [180.0, 1030.0, 881.0, 36.0], shoonya_1sLC5DXZEGGLM2, 5703499]
[paragraph, [180.0, 1066.0, 881.0, 36.0], shoonya_1sLC5DXZEGGLM2, 5703499]
[paragraph, [180.0, 1102.0, 881.0, 36.0], shoonya_1sLC5DXZEGGLM2, 5703499]
[paragraph, [180.0, 1195.0, 880.0, 36.0], shoonya_0sB82PUY8YVLSB, 5703499]
[paragraph, [180.0, 1231.0, 880.0, 36.0], shoonya_0sB82PUY8YVLSB, 5703499]
[paragraph, [180.0, 1267.0, 880.0, 36.0], shoonya_0sB82PUY8YVLSB, 5703499]
[paragraph, [180.0, 1303.0, 880.0, 36.0], shoonya_0sB82PUY8YVLSB, 5703499]
[paragraph, [180.0, 1339.0, 880.0, 36.0], shoonya_0sB82PUY8YVLSB, 5703499]
[paragraph, [180.0, 1375.0, 880.0, 36.0], shoonya_0sB82PUY8YVLSB, 5703499]
[paragraph, [180.0, 1411.0, 880.0, 36.0], shoonya_0sB82PUY8YVLSB, 5703499]
[paragraph, [180.0, 1447.0, 880.0, 36.0], shoonya_0sB82PUY8YVLSB, 5703499]
[paragraph, [180.0, 1483.0, 880.0, 36.0], shoonya_0sB82PUY8YVLSB, 5703499]
[paragraph, [180.0, 1519.0, 880.0, 36.0], shoonya_0sB82PUY8YVLSB, 5703499]
