[1806, 1178]
[section-title, [155.0, 101.0, 161.0, 49.5], shoonya_1sP3W4WNISPR7Z, 5751431]
[paragraph, [272.0, 156.0, 703.0, 36.0], OwhW5OMS6N, 5751431]
[paragraph, [272.0, 192.0, 703.0, 36.0], OwhW5OMS6N, 5751431]
[paragraph, [272.0, 228.0, 703.0, 36.0], OwhW5OMS6N, 5751431]
[paragraph, [272.0, 264.0, 703.0, 36.0], OwhW5OMS6N, 5751431]
[section-title, [162.0, 302.0, 314.0, 49.5], lZgumahW91, 5751431]
[paragraph, [240.0, 361.0, 611.0, 36.0], FNk5ubJ3wx, 5751431]
[paragraph, [240.0, 397.0, 611.0, 36.0], FNk5ubJ3wx, 5751431]
[paragraph, [240.0, 433.0, 611.0, 36.0], FNk5ubJ3wx, 5751431]
[paragraph, [240.0, 469.0, 611.0, 36.0], FNk5ubJ3wx, 5751431]
[paragraph, [240.0, 505.0, 611.0, 36.0], FNk5ubJ3wx, 5751431]
[paragraph, [240.0, 541.0, 611.0, 36.0], FNk5ubJ3wx, 5751431]
[section-title, [156.0, 573.0, 165.0, 49.5], 6rN1_ZWTTq, 5751431]
[ordered-list, [138.0, 616.0, 952.0, 36.0], gMjbYv3pci, 5751431]
[ordered-list, [138.0, 652.0, 952.0, 36.0], gMjbYv3pci, 5751431]
[ordered-list, [138.0, 688.0, 952.0, 36.0], gMjbYv3pci, 5751431]
[ordered-list, [138.0, 724.0, 952.0, 36.0], gMjbYv3pci, 5751431]
[ordered-list, [138.0, 760.0, 952.0, 36.0], gMjbYv3pci, 5751431]
[ordered-list, [138.0, 796.0, 952.0, 36.0], gMjbYv3pci, 5751431]
[ordered-list, [138.0, 832.0, 952.0, 36.0], gMjbYv3pci, 5751431]
[ordered-list, [138.0, 868.0, 952.0, 36.0], gMjbYv3pci, 5751431]
[ordered-list, [138.0, 904.0, 952.0, 36.0], gMjbYv3pci, 5751431]
[ordered-list, [138.0, 940.0, 952.0, 36.0], gMjbYv3pci, 5751431]
[ordered-list, [138.0, 976.0, 952.0, 36.0], gMjbYv3pci, 5751431]
[paragraph, [165.0, 1058.0, 921.0, 36.0], shoonya_0sV50GMAMN6GDG, 5751431]
[paragraph, [165.0, 1094.0, 921.0, 36.0], shoonya_0sV50GMAMN6GDG, 5751431]
[paragraph, [165.0, 1130.0, 921.0, 36.0], shoonya_0sV50GMAMN6GDG, 5751431]
[paragraph, [165.0, 1166.0, 921.0, 36.0], shoonya_0sV50GMAMN6GDG, 5751431]
[paragraph, [165.0, 1202.0, 921.0, 36.0], shoonya_0sV50GMAMN6GDG, 5751431]
[paragraph, [165.0, 1238.0, 921.0, 36.0], shoonya_0sV50GMAMN6GDG, 5751431]
[paragraph, [165.0, 1274.0, 921.0, 36.0], shoonya_0sV50GMAMN6GDG, 5751431]
[paragraph, [165.0, 1310.0, 921.0, 36.0], shoonya_0sV50GMAMN6GDG, 5751431]
[paragraph, [165.0, 1346.0, 921.0, 36.0], shoonya_0sV50GMAMN6GDG, 5751431]
[paragraph, [165.0, 1382.0, 921.0, 36.0], shoonya_0sV50GMAMN6GDG, 5751431]
[paragraph, [165.0, 1418.0, 921.0, 36.0], shoonya_0sV50GMAMN6GDG, 5751431]
[paragraph, [165.0, 1454.0, 921.0, 36.0], shoonya_0sV50GMAMN6GDG, 5751431]
[paragraph, [165.0, 1490.0, 921.0, 36.0], shoonya_0sV50GMAMN6GDG, 5751431]
[paragraph, [165.0, 1526.0, 921.0, 36.0], shoonya_0sV50GMAMN6GDG, 5751431]
[paragraph, [165.0, 1562.0, 921.0, 36.0], shoonya_0sV50GMAMN6GDG, 5751431]
[folio, [567.0, 1632.0, 151.0, 36.0], pgexNXDzIF, 5751431]
