[1211, 798]
[section-title, [292.0, 417.0, 176.0, 30.0], XHITXlem9B, 5740612]
[paragraph, [37.0, 476.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 494.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 512.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 530.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 548.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 566.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 584.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 602.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 620.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 638.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 656.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 674.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 692.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 710.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 728.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 746.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 764.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 782.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 800.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 818.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 836.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 854.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 872.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 890.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 908.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 926.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 944.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 962.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 980.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 998.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 1016.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 1034.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 1052.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 1070.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 1088.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 1106.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 1124.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[paragraph, [37.0, 1142.0, 712.0, 18.0], shoonya_0s2Y3URYTY2OM6, 5740612]
[footnote, [417.0, 1171.0, 324.0, 18.0], c26DC4LoB5, 5740612]
