[2200, 1700]
[paragraph, [333.0, 71.0, 1088.0, 36.0], shoonya_2sNFG3XN3B4KOU, 5731102]
[paragraph, [333.0, 107.0, 1088.0, 36.0], shoonya_2sNFG3XN3B4KOU, 5731102]
[paragraph, [333.0, 143.0, 1088.0, 36.0], shoonya_2sNFG3XN3B4KOU, 5731102]
[paragraph, [333.0, 179.0, 1088.0, 36.0], shoonya_2sNFG3XN3B4KOU, 5731102]
[paragraph, [333.0, 215.0, 1088.0, 36.0], shoonya_2sNFG3XN3B4KOU, 5731102]
[paragraph, [333.0, 251.0, 1088.0, 36.0], shoonya_2sNFG3XN3B4KOU, 5731102]
[paragraph, [333.0, 287.0, 1088.0, 36.0], shoonya_2sNFG3XN3B4KOU, 5731102]
[paragraph, [333.0, 323.0, 1088.0, 36.0], shoonya_2sNFG3XN3B4KOU, 5731102]
[paragraph, [333.0, 359.0, 1088.0, 36.0], shoonya_2sNFG3XN3B4KOU, 5731102]
[paragraph, [333.0, 395.0, 1088.0, 36.0], shoonya_2sNFG3XN3B4KOU, 5731102]
[paragraph, [333.0, 431.0, 1088.0, 36.0], shoonya_2sNFG3XN3B4KOU, 5731102]
[paragraph, [333.0, 467.0, 1088.0, 36.0], shoonya_2sNFG3XN3B4KOU, 5731102]
[paragraph, [333.0, 503.0, 1088.0, 36.0], shoonya_2sNFG3XN3B4KOU, 5731102]
[paragraph, [333.0, 539.0, 1088.0, 36.0], shoonya_2sNFG3XN3B4KOU, 5731102]
[paragraph, [333.0, 590.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 626.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 662.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 698.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 734.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 770.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 806.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 842.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 878.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 914.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 950.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 986.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1022.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1058.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1094.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1130.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1166.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1202.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1238.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1274.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1310.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1346.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1382.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1418.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1454.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1490.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1526.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1562.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [333.0, 1598.0, 1089.0, 36.0], shoonya_0sSSJC1IWJ95IW, 5731102]
[paragraph, [337.0, 1663.0, 1095.0, 36.0], shoonya_1sA1K4XANT1Q5C, 5731102]
[paragraph, [337.0, 1699.0, 1095.0, 36.0], shoonya_1sA1K4XANT1Q5C, 5731102]
[paragraph, [337.0, 1735.0, 1095.0, 36.0], shoonya_1sA1K4XANT1Q5C, 5731102]
[paragraph, [337.0, 1771.0, 1095.0, 36.0], shoonya_1sA1K4XANT1Q5C, 5731102]
[paragraph, [337.0, 1807.0, 1095.0, 36.0], shoonya_1sA1K4XANT1Q5C, 5731102]
[paragraph, [337.0, 1843.0, 1095.0, 36.0], shoonya_1sA1K4XANT1Q5C, 5731102]
[paragraph, [337.0, 1879.0, 1095.0, 36.0], shoonya_1sA1K4XANT1Q5C, 5731102]
[paragraph, [337.0, 1915.0, 1095.0, 36.0], shoonya_1sA1K4XANT1Q5C, 5731102]
[folio, [337.0, 2030.0, 362.0, 36.0], wUxiNQP2HH, 5731102]
