[2339, 1656]
[dateline, [1046.0, 31.0, 520.0, 64.5], LU1jdgefqY, 5656682]
[folio, [107.0, 35.0, 682.0, 36.0], MADZ76DgQP, 5656682]
[paragraph, [73.0, 119.0, 731.0, 36.0], shoonya_7s3BTBCDY5S4XJ, 5656682]
[paragraph, [73.0, 155.0, 731.0, 36.0], shoonya_7s3BTBCDY5S4XJ, 5656682]
[paragraph, [73.0, 191.0, 731.0, 36.0], shoonya_7s3BTBCDY5S4XJ, 5656682]
[paragraph, [73.0, 227.0, 731.0, 36.0], shoonya_7s3BTBCDY5S4XJ, 5656682]
[paragraph, [73.0, 263.0, 731.0, 36.0], shoonya_7s3BTBCDY5S4XJ, 5656682]
[chapter-title, [837.0, 165.0, 454.0, 70.5], pmhI5k7JZA, 5656682]
[author, [909.0, 252.0, 312.0, 36.0], tV8oUUvq52, 5656682]
[author, [909.0, 288.0, 312.0, 36.0], tV8oUUvq52, 5656682]
[author, [909.0, 324.0, 312.0, 36.0], tV8oUUvq52, 5656682]
[paragraph, [78.0, 316.0, 721.0, 36.0], shoonya_2sL2LUTJEMGZJT, 5656682]
[paragraph, [78.0, 352.0, 721.0, 36.0], shoonya_2sL2LUTJEMGZJT, 5656682]
[paragraph, [78.0, 388.0, 721.0, 36.0], shoonya_2sL2LUTJEMGZJT, 5656682]
[paragraph, [78.0, 424.0, 721.0, 36.0], shoonya_2sL2LUTJEMGZJT, 5656682]
[paragraph, [78.0, 460.0, 721.0, 36.0], shoonya_2sL2LUTJEMGZJT, 5656682]
[paragraph, [78.0, 496.0, 721.0, 36.0], shoonya_2sL2LUTJEMGZJT, 5656682]
[paragraph, [829.0, 453.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 489.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 525.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 561.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 597.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 633.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 669.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 705.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 741.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 777.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 813.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 849.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 885.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 921.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 957.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 993.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 1029.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 1065.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 1101.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[paragraph, [829.0, 1137.0, 721.0, 36.0], shoonya_10sNXYN2C81TGJ, 5656682]
[chapter-title, [851.0, 1321.0, 405.0, 70.5], oFnsGljl3Q, 5656682]
[figure-caption, [130.0, 1354.0, 653.0, 36.0], cADmVU-JF4, 5656682]
[paragraph, [98.0, 1416.0, 181.0, 36.0], shoonya_11sCZD5XBWYD6D, 5656682]
[author, [899.0, 1455.0, 324.0, 36.0], pciPW4qr6q, 5656682]
[author, [899.0, 1491.0, 324.0, 36.0], pciPW4qr6q, 5656682]
[paragraph, [78.0, 1462.0, 729.0, 36.0], shoonya_4sIX7F6H60F1T8, 5656682]
[paragraph, [78.0, 1498.0, 729.0, 36.0], shoonya_4sIX7F6H60F1T8, 5656682]
[paragraph, [78.0, 1534.0, 729.0, 36.0], shoonya_4sIX7F6H60F1T8, 5656682]
[paragraph, [78.0, 1570.0, 729.0, 36.0], shoonya_4sIX7F6H60F1T8, 5656682]
[paragraph, [78.0, 1606.0, 729.0, 36.0], shoonya_4sIX7F6H60F1T8, 5656682]
[paragraph, [78.0, 1642.0, 729.0, 36.0], shoonya_4sIX7F6H60F1T8, 5656682]
[paragraph, [78.0, 1678.0, 729.0, 36.0], shoonya_4sIX7F6H60F1T8, 5656682]
[paragraph, [78.0, 1714.0, 729.0, 36.0], shoonya_4sIX7F6H60F1T8, 5656682]
[paragraph, [822.0, 1602.0, 702.0, 36.0], ooDB6O988B, 5656682]
[paragraph, [822.0, 1638.0, 702.0, 36.0], ooDB6O988B, 5656682]
[paragraph, [822.0, 1674.0, 702.0, 36.0], ooDB6O988B, 5656682]
[paragraph, [822.0, 1710.0, 702.0, 36.0], ooDB6O988B, 5656682]
[paragraph, [822.0, 1746.0, 702.0, 36.0], ooDB6O988B, 5656682]
[paragraph, [822.0, 1782.0, 702.0, 36.0], ooDB6O988B, 5656682]
[paragraph, [822.0, 1818.0, 702.0, 36.0], ooDB6O988B, 5656682]
[paragraph, [822.0, 1854.0, 702.0, 36.0], ooDB6O988B, 5656682]
[paragraph, [822.0, 1890.0, 702.0, 36.0], ooDB6O988B, 5656682]
[paragraph, [822.0, 1926.0, 702.0, 36.0], ooDB6O988B, 5656682]
[paragraph, [822.0, 1962.0, 702.0, 36.0], ooDB6O988B, 5656682]
[paragraph, [822.0, 1998.0, 702.0, 36.0], ooDB6O988B, 5656682]
[paragraph, [822.0, 2034.0, 702.0, 36.0], ooDB6O988B, 5656682]
[paragraph, [822.0, 2070.0, 702.0, 36.0], ooDB6O988B, 5656682]
[paragraph, [822.0, 2106.0, 702.0, 36.0], ooDB6O988B, 5656682]
[paragraph, [822.0, 2142.0, 702.0, 36.0], ooDB6O988B, 5656682]
[paragraph, [97.0, 1810.0, 705.0, 36.0], shoonya_0sCIANB6QAEYA6, 5656682]
[paragraph, [97.0, 1846.0, 705.0, 36.0], shoonya_0sCIANB6QAEYA6, 5656682]
[paragraph, [97.0, 1882.0, 705.0, 36.0], shoonya_0sCIANB6QAEYA6, 5656682]
[paragraph, [97.0, 1918.0, 705.0, 36.0], shoonya_0sCIANB6QAEYA6, 5656682]
[paragraph, [97.0, 1954.0, 705.0, 36.0], shoonya_0sCIANB6QAEYA6, 5656682]
[paragraph, [97.0, 1990.0, 705.0, 36.0], shoonya_0sCIANB6QAEYA6, 5656682]
[paragraph, [97.0, 2026.0, 705.0, 36.0], shoonya_0sCIANB6QAEYA6, 5656682]
[paragraph, [97.0, 2062.0, 705.0, 36.0], shoonya_0sCIANB6QAEYA6, 5656682]
[paragraph, [97.0, 2098.0, 705.0, 36.0], shoonya_0sCIANB6QAEYA6, 5656682]
