[3508, 2481]
[contact-info, [658.0, 108.0, 1341.0, 52.5], 4wXXjtrjKj, 6516152]
[contact-info, [658.0, 160.5, 1341.0, 52.5], 4wXXjtrjKj, 6516152]
[contact-info, [658.0, 213.0, 1341.0, 52.5], 4wXXjtrjKj, 6516152]
[section-title, [847.0, 522.0, 801.0, 93.0], npFV2w1Hud, 6516152]
[folio, [624.0, 773.0, 1254.0, 52.5], Vb2cCtafid, 6516152]
[dateline, [1937.0, 1009.0, 310.0, 52.5], -7We4Bo9zc, 6516152]
[dateline, [1937.0, 1061.5, 310.0, 52.5], -7We4Bo9zc, 6516152]
[paragraph, [211.0, 1283.0, 263.0, 52.5], DwbqHiN2Su, 6516152]
[paragraph, [201.0, 1404.0, 2068.0, 52.5], vbFgKd4DiA, 6516152]
[paragraph, [201.0, 1456.5, 2068.0, 52.5], vbFgKd4DiA, 6516152]
[paragraph, [201.0, 1509.0, 2068.0, 52.5], vbFgKd4DiA, 6516152]
[paragraph, [201.0, 1561.5, 2068.0, 52.5], vbFgKd4DiA, 6516152]
[paragraph, [201.0, 1614.0, 2068.0, 52.5], vbFgKd4DiA, 6516152]
[paragraph, [201.0, 1666.5, 2068.0, 52.5], vbFgKd4DiA, 6516152]
[paragraph, [195.0, 1764.0, 2055.0, 52.5], 6_gDaMThBr, 6516152]
[paragraph, [195.0, 1816.5, 2055.0, 52.5], 6_gDaMThBr, 6516152]
[paragraph, [195.0, 1869.0, 2055.0, 52.5], 6_gDaMThBr, 6516152]
[paragraph, [195.0, 1921.5, 2055.0, 52.5], 6_gDaMThBr, 6516152]
[paragraph, [195.0, 1974.0, 2055.0, 52.5], 6_gDaMThBr, 6516152]
[paragraph, [195.0, 2026.5, 2055.0, 52.5], 6_gDaMThBr, 6516152]
[paragraph, [195.0, 2079.0, 2055.0, 52.5], 6_gDaMThBr, 6516152]
[paragraph, [201.0, 2240.0, 2074.0, 52.5], muyQUCq9Lh, 6516152]
[paragraph, [201.0, 2292.5, 2074.0, 52.5], muyQUCq9Lh, 6516152]
[paragraph, [201.0, 2345.0, 2074.0, 52.5], muyQUCq9Lh, 6516152]
[paragraph, [201.0, 2397.5, 2074.0, 52.5], muyQUCq9Lh, 6516152]
[paragraph, [201.0, 2450.0, 2074.0, 52.5], muyQUCq9Lh, 6516152]
[paragraph, [201.0, 2502.5, 2074.0, 52.5], muyQUCq9Lh, 6516152]
[paragraph, [201.0, 2555.0, 2074.0, 52.5], muyQUCq9Lh, 6516152]
[paragraph, [201.0, 2607.5, 2074.0, 52.5], muyQUCq9Lh, 6516152]
[ordered-list, [273.0, 2721.0, 1996.0, 52.5], Ew6uKy5iBY, 6516152]
[ordered-list, [273.0, 2773.5, 1996.0, 52.5], Ew6uKy5iBY, 6516152]
[ordered-list, [273.0, 2826.0, 1996.0, 52.5], Ew6uKy5iBY, 6516152]
[ordered-list, [273.0, 2878.5, 1996.0, 52.5], Ew6uKy5iBY, 6516152]
[ordered-list, [273.0, 2931.0, 1996.0, 52.5], Ew6uKy5iBY, 6516152]
[ordered-list, [273.0, 2983.5, 1996.0, 52.5], Ew6uKy5iBY, 6516152]
[ordered-list, [273.0, 3036.0, 1996.0, 52.5], Ew6uKy5iBY, 6516152]
[ordered-list, [273.0, 3088.5, 1996.0, 52.5], Ew6uKy5iBY, 6516152]
[ordered-list, [273.0, 3141.0, 1996.0, 52.5], Ew6uKy5iBY, 6516152]
[ordered-list, [273.0, 3193.5, 1996.0, 52.5], Ew6uKy5iBY, 6516152]
