[842, 595]
[headline, [42.0, 67.0, 471.0, 25.5], -VU2xksHo5, 5773834]
[ordered-list, [42.0, 95.0, 463.0, 18.0], -cjh07qnGX, 5773834]
[ordered-list, [42.0, 113.0, 463.0, 18.0], -cjh07qnGX, 5773834]
[ordered-list, [42.0, 131.0, 463.0, 18.0], -cjh07qnGX, 5773834]
[ordered-list, [42.0, 149.0, 463.0, 18.0], -cjh07qnGX, 5773834]
[ordered-list, [42.0, 167.0, 463.0, 18.0], -cjh07qnGX, 5773834]
[ordered-list, [42.0, 185.0, 463.0, 18.0], -cjh07qnGX, 5773834]
[ordered-list, [42.0, 203.0, 463.0, 18.0], -cjh07qnGX, 5773834]
[ordered-list, [43.0, 275.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[ordered-list, [43.0, 293.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[ordered-list, [43.0, 311.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[ordered-list, [43.0, 329.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[ordered-list, [43.0, 347.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[ordered-list, [43.0, 365.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[ordered-list, [43.0, 383.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[ordered-list, [43.0, 401.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[ordered-list, [43.0, 419.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[ordered-list, [43.0, 437.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[ordered-list, [43.0, 455.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[ordered-list, [43.0, 473.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[ordered-list, [43.0, 491.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[ordered-list, [43.0, 509.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[ordered-list, [43.0, 527.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[ordered-list, [43.0, 545.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[ordered-list, [43.0, 563.0, 524.0, 18.0], 6OYSQE84VQ, 5773834]
[sub-ordered-list, [65.0, 482.0, 222.0, 18.0], h3rjiV0BIz, 5773834]
[sub-ordered-list, [65.0, 500.0, 222.0, 18.0], h3rjiV0BIz, 5773834]
[sub-ordered-list, [65.0, 518.0, 222.0, 18.0], h3rjiV0BIz, 5773834]
[sub-ordered-list, [65.0, 536.0, 222.0, 18.0], h3rjiV0BIz, 5773834]
[sub-section-title, [77.0, 609.0, 394.0, 25.5], -fqY25LbRK, 5773834]
[ordered-list, [44.0, 640.0, 524.0, 18.0], nw_KBKjOx1, 5773834]
[ordered-list, [44.0, 658.0, 524.0, 18.0], nw_KBKjOx1, 5773834]
[ordered-list, [44.0, 676.0, 524.0, 18.0], nw_KBKjOx1, 5773834]
[ordered-list, [44.0, 694.0, 524.0, 18.0], nw_KBKjOx1, 5773834]
[ordered-list, [44.0, 712.0, 524.0, 18.0], nw_KBKjOx1, 5773834]
[ordered-list, [44.0, 730.0, 524.0, 18.0], nw_KBKjOx1, 5773834]
[ordered-list, [44.0, 748.0, 524.0, 18.0], nw_KBKjOx1, 5773834]
[ordered-list, [44.0, 766.0, 524.0, 18.0], nw_KBKjOx1, 5773834]
