[792, 612]
[folio, [226.0, 46.0, 127.0, 18.0], W_R6Zdeks5, 6496198]
[section-title, [167.0, 99.0, 158.0, 30.0], JxGDgPZI8o, 6496198]
[author, [177.0, 140.0, 103.0, 18.0], yaq66WWN4T, 6496198]
[paragraph, [164.0, 187.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 205.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 223.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 241.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 259.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 277.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 295.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 313.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 331.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 349.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 367.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 385.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 403.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 421.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 439.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 457.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 475.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 493.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 511.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 529.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 547.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 565.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 583.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 601.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 619.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 637.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
[paragraph, [164.0, 655.0, 252.0, 18.0], JQgEpn0B6W, 6496198]
