[1320, 1176]
[folio, [912.0, 54.0, 198.0, 18.0], HdhtvqqW-0, 5694191]
[folio, [912.0, 72.0, 198.0, 18.0], HdhtvqqW-0, 5694191]
[folio, [912.0, 90.0, 198.0, 18.0], HdhtvqqW-0, 5694191]
[folio, [912.0, 108.0, 198.0, 18.0], HdhtvqqW-0, 5694191]
[folio, [912.0, 126.0, 198.0, 18.0], HdhtvqqW-0, 5694191]
[folio, [912.0, 144.0, 198.0, 18.0], HdhtvqqW-0, 5694191]
[paragraph, [79.0, 170.0, 341.0, 18.0], shoonya_4sL8K281086RFZ, 5694191]
[paragraph, [79.0, 188.0, 341.0, 18.0], shoonya_4sL8K281086RFZ, 5694191]
[paragraph, [79.0, 206.0, 341.0, 18.0], shoonya_4sL8K281086RFZ, 5694191]
[paragraph, [79.0, 224.0, 341.0, 18.0], shoonya_4sL8K281086RFZ, 5694191]
[paragraph, [79.0, 242.0, 341.0, 18.0], shoonya_4sL8K281086RFZ, 5694191]
[paragraph, [79.0, 260.0, 341.0, 18.0], shoonya_4sL8K281086RFZ, 5694191]
[paragraph, [79.0, 278.0, 341.0, 18.0], shoonya_4sL8K281086RFZ, 5694191]
[paragraph, [763.0, 179.0, 346.0, 18.0], shoonya_8sYV2MDWLKHB39, 5694191]
[paragraph, [763.0, 197.0, 346.0, 18.0], shoonya_8sYV2MDWLKHB39, 5694191]
[paragraph, [763.0, 215.0, 346.0, 18.0], shoonya_8sYV2MDWLKHB39, 5694191]
[paragraph, [763.0, 233.0, 346.0, 18.0], shoonya_8sYV2MDWLKHB39, 5694191]
[section-title, [774.0, 264.0, 256.0, 30.0], LA6Ca6O3A5, 5694191]
[paragraph, [758.0, 302.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 320.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 338.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 356.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 374.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 392.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 410.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 428.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 446.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 464.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 482.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 500.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 518.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 536.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 554.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 572.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 590.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 608.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 626.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 644.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 662.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 680.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 698.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 716.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 734.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 752.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 770.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 788.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 806.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 824.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 842.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 860.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 878.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 896.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 914.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 932.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 950.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 968.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 986.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 1004.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 1022.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 1040.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 1058.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 1076.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 1094.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [758.0, 1112.0, 351.0, 18.0], shoonya_3sUM9WOZYAEPJP, 5694191]
[paragraph, [77.0, 317.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[paragraph, [77.0, 335.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[paragraph, [77.0, 353.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[paragraph, [77.0, 371.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[paragraph, [77.0, 389.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[paragraph, [77.0, 407.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[paragraph, [77.0, 425.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[paragraph, [77.0, 443.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[paragraph, [77.0, 461.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[paragraph, [77.0, 479.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[paragraph, [77.0, 497.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[paragraph, [77.0, 515.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[paragraph, [77.0, 533.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[paragraph, [77.0, 551.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[paragraph, [77.0, 569.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[paragraph, [77.0, 587.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[paragraph, [77.0, 605.0, 338.0, 18.0], T5OuNT2wLv, 5694191]
[figure-caption, [523.0, 540.0, 133.0, 18.0], shoonya_6sJV8UOV4L35BA, 5694191]
[paragraph, [420.0, 565.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 583.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 601.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 619.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 637.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 655.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 673.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 691.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 709.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 727.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 745.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 763.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 781.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 799.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 817.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 835.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 853.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 871.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 889.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[paragraph, [420.0, 907.0, 328.0, 18.0], shoonya_0s1GAGSISXROY8, 5694191]
[section-title, [80.0, 631.0, 223.0, 30.0], 5Z4wh00V-4, 5694191]
[paragraph, [65.0, 689.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 707.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 725.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 743.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 761.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 779.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 797.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 815.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 833.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 851.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 869.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 887.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 905.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 923.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 941.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 959.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 977.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 995.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 1013.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 1031.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 1049.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 1067.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 1085.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 1103.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [65.0, 1121.0, 343.0, 18.0], shoonya_1s80AKTD3T3JT0, 5694191]
[paragraph, [757.0, 1150.0, 344.0, 18.0], JBeGpy4z2n, 5694191]
