[794, 596]
[chapter-title, [239.0, 47.0, 100.0, 30.0], UZtMpMNpjw, 5731327]
[quote, [391.0, 209.0, 139.0, 18.0], shoonya_2sV7MFEXX8OWR8, 5731327]
[quote, [391.0, 227.0, 139.0, 18.0], shoonya_2sV7MFEXX8OWR8, 5731327]
[quote, [391.0, 245.0, 139.0, 18.0], shoonya_2sV7MFEXX8OWR8, 5731327]
[quote, [391.0, 263.0, 139.0, 18.0], shoonya_2sV7MFEXX8OWR8, 5731327]
[quote, [391.0, 281.0, 139.0, 18.0], shoonya_2sV7MFEXX8OWR8, 5731327]
[quote, [48.0, 503.0, 139.0, 18.0], shoonya_3s827Y2KB5T8EQ, 5731327]
[quote, [48.0, 521.0, 139.0, 18.0], shoonya_3s827Y2KB5T8EQ, 5731327]
[quote, [48.0, 539.0, 139.0, 18.0], shoonya_3s827Y2KB5T8EQ, 5731327]
[quote, [48.0, 557.0, 139.0, 18.0], shoonya_3s827Y2KB5T8EQ, 5731327]
[quote, [48.0, 575.0, 139.0, 18.0], shoonya_3s827Y2KB5T8EQ, 5731327]
[quote, [48.0, 593.0, 139.0, 18.0], shoonya_3s827Y2KB5T8EQ, 5731327]
[quote, [48.0, 611.0, 139.0, 18.0], shoonya_3s827Y2KB5T8EQ, 5731327]
