[1818, 1374]
[folio, [476.0, 105.0, 411.0, 36.0], shoonya_1sU834LUKBD9WM, 5683057]
[paragraph, [109.0, 175.0, 569.0, 36.0], shoonya_3sJJ891VHVQBSG, 5683057]
[paragraph, [109.0, 211.0, 569.0, 36.0], shoonya_3sJJ891VHVQBSG, 5683057]
[paragraph, [109.0, 247.0, 569.0, 36.0], shoonya_3sJJ891VHVQBSG, 5683057]
[paragraph, [109.0, 283.0, 569.0, 36.0], shoonya_3sJJ891VHVQBSG, 5683057]
[paragraph, [697.0, 180.0, 561.0, 36.0], UDE7s-qBrB, 5683057]
[paragraph, [697.0, 216.0, 561.0, 36.0], UDE7s-qBrB, 5683057]
[paragraph, [697.0, 252.0, 561.0, 36.0], UDE7s-qBrB, 5683057]
[paragraph, [697.0, 288.0, 561.0, 36.0], UDE7s-qBrB, 5683057]
[paragraph, [697.0, 324.0, 561.0, 36.0], UDE7s-qBrB, 5683057]
[paragraph, [113.0, 351.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 387.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 423.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 459.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 495.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 531.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 567.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 603.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 639.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 675.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 711.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 747.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 783.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 819.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 855.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 891.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 927.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 963.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 999.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1035.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1071.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1107.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1143.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1179.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1215.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1251.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1287.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1323.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1359.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1395.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1431.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1467.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1503.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1539.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1575.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1611.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [113.0, 1647.0, 571.0, 36.0], pkTCqm0Pqe, 5683057]
[paragraph, [697.0, 393.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 429.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 465.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 501.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 537.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 573.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 609.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 645.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 681.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 717.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 753.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 789.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 825.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 861.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 897.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 933.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 969.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 1005.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 1041.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [697.0, 1077.0, 570.0, 36.0], t2Sw4bs-7r, 5683057]
[paragraph, [705.0, 1242.0, 566.0, 36.0], c3fXp-ZM56, 5683057]
[paragraph, [705.0, 1278.0, 566.0, 36.0], c3fXp-ZM56, 5683057]
[paragraph, [705.0, 1314.0, 566.0, 36.0], c3fXp-ZM56, 5683057]
[paragraph, [705.0, 1350.0, 566.0, 36.0], c3fXp-ZM56, 5683057]
[paragraph, [705.0, 1386.0, 566.0, 36.0], c3fXp-ZM56, 5683057]
[paragraph, [705.0, 1422.0, 566.0, 36.0], c3fXp-ZM56, 5683057]
[paragraph, [705.0, 1458.0, 566.0, 36.0], c3fXp-ZM56, 5683057]
[paragraph, [705.0, 1494.0, 566.0, 36.0], c3fXp-ZM56, 5683057]
[paragraph, [705.0, 1530.0, 566.0, 36.0], c3fXp-ZM56, 5683057]
[paragraph, [705.0, 1566.0, 566.0, 36.0], c3fXp-ZM56, 5683057]
[paragraph, [705.0, 1602.0, 566.0, 36.0], c3fXp-ZM56, 5683057]
[paragraph, [705.0, 1638.0, 566.0, 36.0], c3fXp-ZM56, 5683057]
[paragraph, [705.0, 1674.0, 566.0, 36.0], c3fXp-ZM56, 5683057]
