[2481, 1654]
[folio, [1189.0, 107.0, 115.0, 36.0], shoonya_3sEXNNXFH7OMKC, 5721465]
[paragraph, [165.0, 217.0, 1271.0, 36.0], 8A0H7oL1rl, 5721465]
[paragraph, [165.0, 253.0, 1271.0, 36.0], 8A0H7oL1rl, 5721465]
[paragraph, [165.0, 289.0, 1271.0, 36.0], 8A0H7oL1rl, 5721465]
[paragraph, [165.0, 325.0, 1271.0, 36.0], 8A0H7oL1rl, 5721465]
[paragraph, [165.0, 372.0, 1267.0, 36.0], wjnK_1Ej5W, 5721465]
[paragraph, [165.0, 408.0, 1267.0, 36.0], wjnK_1Ej5W, 5721465]
[paragraph, [165.0, 444.0, 1267.0, 36.0], wjnK_1Ej5W, 5721465]
[paragraph, [165.0, 480.0, 1267.0, 36.0], wjnK_1Ej5W, 5721465]
[paragraph, [165.0, 523.0, 1265.0, 36.0], K3YZ8Uawxu, 5721465]
[paragraph, [165.0, 559.0, 1265.0, 36.0], K3YZ8Uawxu, 5721465]
[paragraph, [165.0, 595.0, 1265.0, 36.0], K3YZ8Uawxu, 5721465]
[paragraph, [165.0, 631.0, 1265.0, 36.0], K3YZ8Uawxu, 5721465]
[paragraph, [219.0, 674.0, 368.0, 36.0], ZKuCYs-2v6, 5721465]
[paragraph, [221.0, 723.0, 1211.0, 36.0], jOKi9u3tLE, 5721465]
[paragraph, [221.0, 759.0, 1211.0, 36.0], jOKi9u3tLE, 5721465]
[paragraph, [152.0, 820.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 856.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 892.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 928.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 964.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 1000.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 1036.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 1072.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 1108.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 1144.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 1180.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 1216.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 1252.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 1288.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 1324.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 1360.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 1396.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [152.0, 1432.0, 1290.0, 36.0], dq6jwgtTXg, 5721465]
[paragraph, [215.0, 1480.0, 322.0, 36.0], zyjEDRTx5b, 5721465]
[paragraph, [163.0, 1536.0, 1273.0, 36.0], kRoUyFY_z0, 5721465]
[paragraph, [163.0, 1572.0, 1273.0, 36.0], kRoUyFY_z0, 5721465]
[paragraph, [163.0, 1608.0, 1273.0, 36.0], kRoUyFY_z0, 5721465]
[paragraph, [163.0, 1644.0, 1273.0, 36.0], kRoUyFY_z0, 5721465]
[paragraph, [163.0, 1680.0, 1273.0, 36.0], kRoUyFY_z0, 5721465]
[paragraph, [167.0, 1732.0, 1268.0, 36.0], shoonya_2sOTWXN1WLNTTY, 5721465]
[paragraph, [167.0, 1768.0, 1268.0, 36.0], shoonya_2sOTWXN1WLNTTY, 5721465]
[paragraph, [167.0, 1804.0, 1268.0, 36.0], shoonya_2sOTWXN1WLNTTY, 5721465]
[paragraph, [167.0, 1840.0, 1268.0, 36.0], shoonya_2sOTWXN1WLNTTY, 5721465]
[paragraph, [167.0, 1876.0, 1268.0, 36.0], shoonya_2sOTWXN1WLNTTY, 5721465]
[paragraph, [167.0, 1935.0, 1260.0, 36.0], shoonya_1sW52RVJWP89EH, 5721465]
[paragraph, [167.0, 1971.0, 1260.0, 36.0], shoonya_1sW52RVJWP89EH, 5721465]
[paragraph, [167.0, 2007.0, 1260.0, 36.0], shoonya_1sW52RVJWP89EH, 5721465]
[paragraph, [167.0, 2043.0, 1260.0, 36.0], shoonya_1sW52RVJWP89EH, 5721465]
[paragraph, [167.0, 2079.0, 1260.0, 36.0], shoonya_1sW52RVJWP89EH, 5721465]
[paragraph, [167.0, 2115.0, 1260.0, 36.0], shoonya_1sW52RVJWP89EH, 5721465]
[paragraph, [167.0, 2151.0, 1260.0, 36.0], shoonya_1sW52RVJWP89EH, 5721465]
