[1282, 915]
[chapter-title, [282.0, 48.0, 276.0, 30.0], shoonya_0sZEH1D2NHMFTG, 5776229]
[paragraph, [71.0, 92.0, 678.0, 18.0], KXh6Or_yEC, 5776229]
[paragraph, [71.0, 110.0, 678.0, 18.0], KXh6Or_yEC, 5776229]
[paragraph, [71.0, 128.0, 678.0, 18.0], KXh6Or_yEC, 5776229]
[paragraph, [71.0, 146.0, 678.0, 18.0], KXh6Or_yEC, 5776229]
[paragraph, [71.0, 164.0, 678.0, 18.0], KXh6Or_yEC, 5776229]
[paragraph, [71.0, 182.0, 678.0, 18.0], KXh6Or_yEC, 5776229]
[paragraph, [71.0, 200.0, 678.0, 18.0], KXh6Or_yEC, 5776229]
[paragraph, [71.0, 218.0, 678.0, 18.0], KXh6Or_yEC, 5776229]
[paragraph, [70.0, 242.0, 682.0, 18.0], JlAhASFHMx, 5776229]
[paragraph, [70.0, 260.0, 682.0, 18.0], JlAhASFHMx, 5776229]
[paragraph, [70.0, 278.0, 682.0, 18.0], JlAhASFHMx, 5776229]
[paragraph, [70.0, 296.0, 682.0, 18.0], JlAhASFHMx, 5776229]
[paragraph, [70.0, 314.0, 682.0, 18.0], JlAhASFHMx, 5776229]
[paragraph, [70.0, 332.0, 682.0, 18.0], JlAhASFHMx, 5776229]
[paragraph, [70.0, 350.0, 682.0, 18.0], JlAhASFHMx, 5776229]
[paragraph, [70.0, 368.0, 682.0, 18.0], JlAhASFHMx, 5776229]
[paragraph, [70.0, 386.0, 682.0, 18.0], JlAhASFHMx, 5776229]
[paragraph, [70.0, 419.0, 685.0, 18.0], EOfYHAdUFw, 5776229]
[paragraph, [70.0, 437.0, 685.0, 18.0], EOfYHAdUFw, 5776229]
[paragraph, [70.0, 455.0, 685.0, 18.0], EOfYHAdUFw, 5776229]
[paragraph, [70.0, 473.0, 685.0, 18.0], EOfYHAdUFw, 5776229]
[paragraph, [70.0, 491.0, 685.0, 18.0], EOfYHAdUFw, 5776229]
[paragraph, [70.0, 509.0, 685.0, 18.0], EOfYHAdUFw, 5776229]
[paragraph, [70.0, 527.0, 685.0, 18.0], EOfYHAdUFw, 5776229]
[paragraph, [70.0, 545.0, 685.0, 18.0], EOfYHAdUFw, 5776229]
[paragraph, [70.0, 568.0, 683.0, 18.0], _Mt-a0ACWn, 5776229]
[paragraph, [70.0, 586.0, 683.0, 18.0], _Mt-a0ACWn, 5776229]
[paragraph, [70.0, 604.0, 683.0, 18.0], _Mt-a0ACWn, 5776229]
[paragraph, [70.0, 622.0, 683.0, 18.0], _Mt-a0ACWn, 5776229]
[paragraph, [70.0, 642.0, 641.0, 18.0], c6TsiNXD7Q, 5776229]
[paragraph, [72.0, 667.0, 668.0, 18.0], 8bHggO2i6o, 5776229]
[paragraph, [72.0, 685.0, 668.0, 18.0], 8bHggO2i6o, 5776229]
[paragraph, [71.0, 718.0, 673.0, 18.0], 9s5cY5ICb8, 5776229]
[paragraph, [71.0, 736.0, 673.0, 18.0], 9s5cY5ICb8, 5776229]
[paragraph, [71.0, 754.0, 673.0, 18.0], 9s5cY5ICb8, 5776229]
[paragraph, [71.0, 772.0, 673.0, 18.0], 9s5cY5ICb8, 5776229]
[paragraph, [77.0, 797.0, 584.0, 18.0], VtBDRmWo_0, 5776229]
[paragraph, [78.0, 825.0, 588.0, 18.0], rAFemIIQVP, 5776229]
[paragraph, [77.0, 843.0, 671.0, 18.0], Knj2Zm0pnH, 5776229]
[paragraph, [75.0, 870.0, 676.0, 18.0], qHaThuP7LA, 5776229]
[paragraph, [75.0, 888.0, 676.0, 18.0], qHaThuP7LA, 5776229]
[paragraph, [71.0, 922.0, 684.0, 18.0], Dsmq-HGYcs, 5776229]
[paragraph, [71.0, 940.0, 684.0, 18.0], Dsmq-HGYcs, 5776229]
[paragraph, [71.0, 958.0, 684.0, 18.0], Dsmq-HGYcs, 5776229]
[paragraph, [71.0, 976.0, 684.0, 18.0], Dsmq-HGYcs, 5776229]
[paragraph, [71.0, 996.0, 687.0, 18.0], csY-qXWMW4, 5776229]
[paragraph, [71.0, 1014.0, 687.0, 18.0], csY-qXWMW4, 5776229]
[paragraph, [78.0, 1045.0, 683.0, 18.0], KD2yYDpBB8, 5776229]
[paragraph, [78.0, 1063.0, 683.0, 18.0], KD2yYDpBB8, 5776229]
[paragraph, [78.0, 1081.0, 683.0, 18.0], KD2yYDpBB8, 5776229]
[paragraph, [78.0, 1099.0, 683.0, 18.0], KD2yYDpBB8, 5776229]
