[1275, 1650]
[folio, [68.0, 115.0, 719.0, 18.0], ib6SKuJ3iT, 5764469]
[folio, [68.0, 133.0, 719.0, 18.0], ib6SKuJ3iT, 5764469]
[folio, [68.0, 151.0, 719.0, 18.0], ib6SKuJ3iT, 5764469]
[folio, [68.0, 169.0, 719.0, 18.0], ib6SKuJ3iT, 5764469]
[folio, [68.0, 187.0, 719.0, 18.0], ib6SKuJ3iT, 5764469]
[folio, [68.0, 205.0, 719.0, 18.0], ib6SKuJ3iT, 5764469]
[folio, [68.0, 223.0, 719.0, 18.0], ib6SKuJ3iT, 5764469]
[folio, [68.0, 241.0, 719.0, 18.0], ib6SKuJ3iT, 5764469]
[folio, [68.0, 259.0, 719.0, 18.0], ib6SKuJ3iT, 5764469]
[folio, [68.0, 277.0, 719.0, 18.0], ib6SKuJ3iT, 5764469]
[folio, [68.0, 295.0, 719.0, 18.0], ib6SKuJ3iT, 5764469]
[second-level-question, [845.0, 162.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 180.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 198.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 216.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 234.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 252.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 270.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 288.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 306.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 324.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 342.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 360.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 378.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 396.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 414.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 432.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 450.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 468.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 486.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 504.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 522.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 540.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[second-level-question, [845.0, 558.0, 736.0, 18.0], oDIy-vpV29, 5764469]
[sidebar, [563.0, 323.0, 218.0, 18.0], p8-AWXzI63, 5764469]
[sidebar, [90.0, 325.0, 115.0, 18.0], o2Hy89gEXK, 5764469]
[section-title, [408.0, 358.0, 88.0, 30.0], pyRPJMgzlw, 5764469]
[sidebar, [653.0, 387.0, 127.0, 18.0], JKJKN1U7hw, 5764469]
[second-level-question, [78.0, 431.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 449.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 467.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 485.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 503.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 521.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 539.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 557.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 575.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 593.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 611.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 629.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 647.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 665.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 683.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 701.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 719.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 737.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 755.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 773.0, 746.0, 18.0], 1THDJExPPH, 5764469]
