[872, 605]
[folio, [475.0, 30.0, 72.0, 18.0], iFgwPlcO_8, 6456847]
[paragraph, [307.0, 73.0, 241.0, 18.0], UtXKf71-JU, 6456847]
[paragraph, [49.0, 76.0, 250.0, 18.0], y-yvuUkcim, 6456847]
[paragraph, [49.0, 94.0, 250.0, 18.0], y-yvuUkcim, 6456847]
[paragraph, [303.0, 93.0, 250.0, 18.0], w9sdPu3Xyx, 6456847]
[paragraph, [302.0, 112.0, 217.0, 18.0], 78Xp5_ku9R, 6456847]
[paragraph, [304.0, 131.0, 246.0, 18.0], Yz3YNUXFtX, 6456847]
[paragraph, [304.0, 149.0, 246.0, 18.0], Yz3YNUXFtX, 6456847]
[paragraph, [304.0, 167.0, 246.0, 18.0], Yz3YNUXFtX, 6456847]
[paragraph, [304.0, 185.0, 246.0, 18.0], Yz3YNUXFtX, 6456847]
[paragraph, [304.0, 203.0, 246.0, 18.0], Yz3YNUXFtX, 6456847]
[paragraph, [50.0, 132.0, 250.0, 18.0], GkUN8EvDIB, 6456847]
[paragraph, [48.0, 157.0, 252.0, 18.0], H7MvQ6-_pO, 6456847]
[paragraph, [48.0, 175.0, 252.0, 18.0], H7MvQ6-_pO, 6456847]
[paragraph, [46.0, 213.0, 251.0, 18.0], rc8L6bfseK, 6456847]
[paragraph, [46.0, 231.0, 251.0, 18.0], rc8L6bfseK, 6456847]
[paragraph, [303.0, 224.0, 246.0, 18.0], lL5LvqX6SG, 6456847]
[paragraph, [303.0, 242.0, 246.0, 18.0], lL5LvqX6SG, 6456847]
[paragraph, [49.0, 248.0, 203.0, 18.0], Z-HzoR1I0A, 6456847]
[paragraph, [301.0, 260.0, 247.0, 18.0], ou7xRqT7qU, 6456847]
[paragraph, [48.0, 269.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 287.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 305.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 323.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 341.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 359.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 377.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 395.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 413.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 431.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 449.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 467.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 485.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 503.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 521.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 539.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 557.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 575.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 593.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 611.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 629.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 647.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [48.0, 665.0, 250.0, 18.0], eSpCXQW83l, 6456847]
[paragraph, [300.0, 280.0, 148.0, 18.0], IxH08stspG, 6456847]
[paragraph, [303.0, 302.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 320.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 338.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 356.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 374.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 392.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 410.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 428.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 446.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 464.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 482.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 500.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 518.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 536.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 554.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 572.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 590.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 608.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 626.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 644.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 662.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[paragraph, [303.0, 680.0, 249.0, 18.0], _bgHqi-hlA, 6456847]
[reference, [54.0, 697.0, 247.0, 18.0], YloZ99NcLu, 6456847]
[reference, [54.0, 715.0, 247.0, 18.0], YloZ99NcLu, 6456847]
[reference, [54.0, 733.0, 247.0, 18.0], YloZ99NcLu, 6456847]
[reference, [54.0, 751.0, 247.0, 18.0], YloZ99NcLu, 6456847]
[reference, [54.0, 769.0, 247.0, 18.0], YloZ99NcLu, 6456847]
