[5687, 2845]
[headline, [207.0, 90.0, 2457.0, 52.5], shoonya_2sK8NDSQJ09TTI, 5695951]
[headline, [207.0, 142.5, 2457.0, 52.5], shoonya_2sK8NDSQJ09TTI, 5695951]
[headline, [207.0, 195.0, 2457.0, 52.5], shoonya_2sK8NDSQJ09TTI, 5695951]
[headline, [207.0, 247.5, 2457.0, 52.5], shoonya_2sK8NDSQJ09TTI, 5695951]
[headline, [207.0, 300.0, 2457.0, 52.5], shoonya_2sK8NDSQJ09TTI, 5695951]
[headline, [207.0, 352.5, 2457.0, 52.5], shoonya_2sK8NDSQJ09TTI, 5695951]
[headline, [207.0, 405.0, 2457.0, 52.5], shoonya_2sK8NDSQJ09TTI, 5695951]
[headline, [207.0, 457.5, 2457.0, 52.5], shoonya_2sK8NDSQJ09TTI, 5695951]
[headline, [207.0, 510.0, 2457.0, 52.5], shoonya_2sK8NDSQJ09TTI, 5695951]
[headline, [207.0, 562.5, 2457.0, 52.5], shoonya_2sK8NDSQJ09TTI, 5695951]
[sub-headline, [304.0, 610.0, 2231.0, 73.5], UQoQ9sReeF, 5695951]
[sub-headline, [304.0, 683.5, 2231.0, 73.5], UQoQ9sReeF, 5695951]
[sub-headline, [304.0, 757.0, 2231.0, 73.5], UQoQ9sReeF, 5695951]
[sub-headline, [304.0, 830.5, 2231.0, 73.5], UQoQ9sReeF, 5695951]
[sub-headline, [304.0, 904.0, 2231.0, 73.5], UQoQ9sReeF, 5695951]
[quote, [1284.0, 1317.0, 681.0, 52.5], 4Roy6AwE6c, 5695951]
[quote, [1284.0, 1369.5, 681.0, 52.5], 4Roy6AwE6c, 5695951]
[quote, [1284.0, 1422.0, 681.0, 52.5], 4Roy6AwE6c, 5695951]
[quote, [1284.0, 1474.5, 681.0, 52.5], 4Roy6AwE6c, 5695951]
[quote, [1284.0, 1527.0, 681.0, 52.5], 4Roy6AwE6c, 5695951]
[quote, [1284.0, 1579.5, 681.0, 52.5], 4Roy6AwE6c, 5695951]
[quote, [1284.0, 1632.0, 681.0, 52.5], 4Roy6AwE6c, 5695951]
[quote, [1284.0, 1684.5, 681.0, 52.5], 4Roy6AwE6c, 5695951]
[quote, [93.0, 1608.0, 1079.0, 52.5], 6rTwtRvxG0, 5695951]
[quote, [93.0, 1660.5, 1079.0, 52.5], 6rTwtRvxG0, 5695951]
[quote, [93.0, 1713.0, 1079.0, 52.5], 6rTwtRvxG0, 5695951]
[quote, [93.0, 1765.5, 1079.0, 52.5], 6rTwtRvxG0, 5695951]
[quote, [93.0, 1818.0, 1079.0, 52.5], 6rTwtRvxG0, 5695951]
[quote, [93.0, 1870.5, 1079.0, 52.5], 6rTwtRvxG0, 5695951]
[quote, [93.0, 1923.0, 1079.0, 52.5], 6rTwtRvxG0, 5695951]
[quote, [93.0, 1975.5, 1079.0, 52.5], 6rTwtRvxG0, 5695951]
[quote, [1104.0, 2046.0, 864.0, 52.5], x9vE02rhDu, 5695951]
[quote, [1104.0, 2098.5, 864.0, 52.5], x9vE02rhDu, 5695951]
[quote, [1104.0, 2151.0, 864.0, 52.5], x9vE02rhDu, 5695951]
[quote, [1104.0, 2203.5, 864.0, 52.5], x9vE02rhDu, 5695951]
[quote, [1104.0, 2256.0, 864.0, 52.5], x9vE02rhDu, 5695951]
[quote, [1104.0, 2308.5, 864.0, 52.5], x9vE02rhDu, 5695951]
[quote, [1104.0, 2361.0, 864.0, 52.5], x9vE02rhDu, 5695951]
[quote, [1104.0, 2413.5, 864.0, 52.5], x9vE02rhDu, 5695951]
[quote, [1104.0, 2466.0, 864.0, 52.5], x9vE02rhDu, 5695951]
[quote, [1126.0, 2663.0, 674.0, 52.5], 0XCfDNYeVQ, 5695951]
[quote, [1126.0, 2715.5, 674.0, 52.5], 0XCfDNYeVQ, 5695951]
[quote, [1126.0, 2768.0, 674.0, 52.5], 0XCfDNYeVQ, 5695951]
[quote, [1126.0, 2820.5, 674.0, 52.5], 0XCfDNYeVQ, 5695951]
[quote, [1126.0, 2873.0, 674.0, 52.5], 0XCfDNYeVQ, 5695951]
[quote, [1126.0, 2925.5, 674.0, 52.5], 0XCfDNYeVQ, 5695951]
[quote, [588.0, 3292.0, 756.0, 52.5], xwSLHceg8H, 5695951]
[quote, [588.0, 3344.5, 756.0, 52.5], xwSLHceg8H, 5695951]
[quote, [588.0, 3397.0, 756.0, 52.5], xwSLHceg8H, 5695951]
[quote, [588.0, 3449.5, 756.0, 52.5], xwSLHceg8H, 5695951]
[quote, [588.0, 3502.0, 756.0, 52.5], xwSLHceg8H, 5695951]
[quote, [588.0, 3554.5, 756.0, 52.5], xwSLHceg8H, 5695951]
[quote, [588.0, 3607.0, 756.0, 52.5], xwSLHceg8H, 5695951]
[contact-info, [68.0, 5359.0, 2687.0, 52.5], shoonya_1sADN4O38BJ3FU, 5695951]
[contact-info, [68.0, 5411.5, 2687.0, 52.5], shoonya_1sADN4O38BJ3FU, 5695951]
[contact-info, [68.0, 5464.0, 2687.0, 52.5], shoonya_1sADN4O38BJ3FU, 5695951]
[contact-info, [68.0, 5516.5, 2687.0, 52.5], shoonya_1sADN4O38BJ3FU, 5695951]
