[792, 612]
[author, [232.0, 107.0, 144.0, 18.0], wHp7NTsehh, 6516879]
[paragraph, [230.0, 164.0, 150.0, 18.0], X5NS-qbYwb, 6516879]
[paragraph, [230.0, 182.0, 150.0, 18.0], X5NS-qbYwb, 6516879]
[paragraph, [230.0, 200.0, 150.0, 18.0], X5NS-qbYwb, 6516879]
[paragraph, [230.0, 218.0, 150.0, 18.0], X5NS-qbYwb, 6516879]
[paragraph, [230.0, 236.0, 150.0, 18.0], X5NS-qbYwb, 6516879]
[paragraph, [411.0, 166.0, 148.0, 18.0], qQ_dEfgJSj, 6516879]
[paragraph, [50.0, 193.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [50.0, 211.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [50.0, 229.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [50.0, 247.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [50.0, 265.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [50.0, 283.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [50.0, 301.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [50.0, 319.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [50.0, 337.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [50.0, 355.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [50.0, 373.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [50.0, 391.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [50.0, 409.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [50.0, 427.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [50.0, 445.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [50.0, 463.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [50.0, 481.0, 151.0, 18.0], FGrl4tMy6P, 6516879]
[paragraph, [411.0, 193.0, 147.0, 18.0], nU_7NzM88e, 6516879]
[paragraph, [410.0, 218.0, 149.0, 18.0], Fgxl0zAhr-, 6516879]
[paragraph, [410.0, 245.0, 151.0, 18.0], _zVl0Divdm, 6516879]
[paragraph, [410.0, 263.0, 151.0, 18.0], _zVl0Divdm, 6516879]
[paragraph, [230.0, 257.0, 150.0, 18.0], C32QXjTomR, 6516879]
[paragraph, [230.0, 275.0, 150.0, 18.0], C32QXjTomR, 6516879]
[paragraph, [230.0, 293.0, 150.0, 18.0], C32QXjTomR, 6516879]
[paragraph, [230.0, 311.0, 150.0, 18.0], C32QXjTomR, 6516879]
[paragraph, [230.0, 329.0, 150.0, 18.0], C32QXjTomR, 6516879]
[paragraph, [230.0, 347.0, 150.0, 18.0], C32QXjTomR, 6516879]
[paragraph, [230.0, 365.0, 150.0, 18.0], C32QXjTomR, 6516879]
[paragraph, [409.0, 296.0, 153.0, 18.0], EJs4XEVZ2A, 6516879]
[paragraph, [409.0, 314.0, 153.0, 18.0], EJs4XEVZ2A, 6516879]
[paragraph, [409.0, 332.0, 153.0, 18.0], EJs4XEVZ2A, 6516879]
[paragraph, [409.0, 350.0, 153.0, 18.0], EJs4XEVZ2A, 6516879]
[paragraph, [409.0, 368.0, 153.0, 18.0], EJs4XEVZ2A, 6516879]
[paragraph, [230.0, 387.0, 149.0, 18.0], DHnhNhE-tj, 6516879]
[paragraph, [231.0, 413.0, 149.0, 18.0], FUDKTu7nw2, 6516879]
[paragraph, [409.0, 413.0, 152.0, 18.0], 5GiUs8U_P7, 6516879]
[paragraph, [230.0, 439.0, 151.0, 18.0], 3bEk0XBcaS, 6516879]
[paragraph, [230.0, 457.0, 151.0, 18.0], 3bEk0XBcaS, 6516879]
[paragraph, [230.0, 475.0, 151.0, 18.0], 3bEk0XBcaS, 6516879]
[paragraph, [416.0, 440.0, 143.0, 18.0], KO1vX0w3BL, 6516879]
[paragraph, [410.0, 465.0, 150.0, 18.0], a1RKI-0CAI, 6516879]
[paragraph, [410.0, 491.0, 151.0, 18.0], xSW_OinDKg, 6516879]
[paragraph, [410.0, 509.0, 151.0, 18.0], xSW_OinDKg, 6516879]
[paragraph, [410.0, 527.0, 151.0, 18.0], xSW_OinDKg, 6516879]
[paragraph, [410.0, 545.0, 151.0, 18.0], xSW_OinDKg, 6516879]
[paragraph, [49.0, 504.0, 151.0, 18.0], jCEzQPtqy9, 6516879]
[paragraph, [49.0, 522.0, 151.0, 18.0], jCEzQPtqy9, 6516879]
[paragraph, [49.0, 540.0, 151.0, 18.0], jCEzQPtqy9, 6516879]
[paragraph, [230.0, 504.0, 153.0, 18.0], Cja2UU4vwe, 6516879]
[paragraph, [230.0, 522.0, 153.0, 18.0], Cja2UU4vwe, 6516879]
[paragraph, [230.0, 540.0, 153.0, 18.0], Cja2UU4vwe, 6516879]
[paragraph, [230.0, 558.0, 153.0, 18.0], Cja2UU4vwe, 6516879]
[paragraph, [230.0, 576.0, 153.0, 18.0], Cja2UU4vwe, 6516879]
[paragraph, [230.0, 594.0, 153.0, 18.0], Cja2UU4vwe, 6516879]
[paragraph, [230.0, 612.0, 153.0, 18.0], Cja2UU4vwe, 6516879]
[paragraph, [230.0, 630.0, 153.0, 18.0], Cja2UU4vwe, 6516879]
[paragraph, [230.0, 648.0, 153.0, 18.0], Cja2UU4vwe, 6516879]
[paragraph, [49.0, 569.0, 151.0, 18.0], uscobDeVTg, 6516879]
[paragraph, [49.0, 587.0, 151.0, 18.0], uscobDeVTg, 6516879]
[paragraph, [49.0, 605.0, 151.0, 18.0], uscobDeVTg, 6516879]
[paragraph, [49.0, 623.0, 151.0, 18.0], uscobDeVTg, 6516879]
[paragraph, [49.0, 641.0, 151.0, 18.0], uscobDeVTg, 6516879]
[paragraph, [49.0, 659.0, 151.0, 18.0], uscobDeVTg, 6516879]
[paragraph, [408.0, 595.0, 153.0, 18.0], k6ON5BuCIt, 6516879]
[paragraph, [406.0, 620.0, 156.0, 18.0], z4pJUsh-P_, 6516879]
[paragraph, [407.0, 649.0, 159.0, 18.0], xQflsE8kUd, 6516879]
[paragraph, [228.0, 673.0, 152.0, 18.0], vcmueHBdrw, 6516879]
[paragraph, [398.0, 675.0, 169.0, 18.0], ZxtfcdFIgR, 6516879]
