[2230, 1704]
[paragraph, [41.0, 137.0, 816.0, 36.0], shoonya_6sGEM622PYG6J4, 5654242]
[paragraph, [41.0, 173.0, 816.0, 36.0], shoonya_6sGEM622PYG6J4, 5654242]
[paragraph, [41.0, 209.0, 816.0, 36.0], shoonya_6sGEM622PYG6J4, 5654242]
[paragraph, [41.0, 245.0, 816.0, 36.0], shoonya_6sGEM622PYG6J4, 5654242]
[paragraph, [866.0, 153.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 189.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 225.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 261.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 297.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 333.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 369.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 405.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 441.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 477.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 513.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 549.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 585.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 621.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 657.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 693.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 729.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 765.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 801.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [866.0, 837.0, 798.0, 36.0], shoonya_3sBTSPTOX38HCL, 5654242]
[paragraph, [33.0, 291.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 327.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 363.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 399.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 435.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 471.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 507.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 543.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 579.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 615.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 651.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 687.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 723.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 759.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 795.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 831.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 867.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 903.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 939.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 975.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 1011.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 1047.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 1083.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 1119.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 1155.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 1191.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 1227.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 1263.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [33.0, 1299.0, 820.0, 36.0], shoonya_2sJ3OUUXVDKVGM, 5654242]
[paragraph, [873.0, 873.0, 801.0, 36.0], shoonya_4s1LS9QZWO08JH, 5654242]
[paragraph, [873.0, 909.0, 801.0, 36.0], shoonya_4s1LS9QZWO08JH, 5654242]
[paragraph, [873.0, 945.0, 801.0, 36.0], shoonya_4s1LS9QZWO08JH, 5654242]
[paragraph, [873.0, 981.0, 801.0, 36.0], shoonya_4s1LS9QZWO08JH, 5654242]
[paragraph, [873.0, 1017.0, 801.0, 36.0], shoonya_4s1LS9QZWO08JH, 5654242]
[paragraph, [873.0, 1053.0, 801.0, 36.0], shoonya_4s1LS9QZWO08JH, 5654242]
[paragraph, [873.0, 1089.0, 801.0, 36.0], shoonya_4s1LS9QZWO08JH, 5654242]
[paragraph, [873.0, 1125.0, 801.0, 36.0], shoonya_4s1LS9QZWO08JH, 5654242]
[paragraph, [873.0, 1161.0, 801.0, 36.0], shoonya_4s1LS9QZWO08JH, 5654242]
[paragraph, [873.0, 1197.0, 801.0, 36.0], shoonya_4s1LS9QZWO08JH, 5654242]
[paragraph, [873.0, 1233.0, 801.0, 36.0], shoonya_4s1LS9QZWO08JH, 5654242]
[paragraph, [880.0, 1293.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1329.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1365.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1401.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1437.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1473.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1509.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1545.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1581.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1617.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1653.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1689.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1725.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1761.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1797.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1833.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1869.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1905.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [880.0, 1941.0, 790.0, 36.0], shoonya_1sHSCG2HWTCABF, 5654242]
[paragraph, [51.0, 1339.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [51.0, 1375.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [51.0, 1411.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [51.0, 1447.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [51.0, 1483.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [51.0, 1519.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [51.0, 1555.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [51.0, 1591.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [51.0, 1627.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [51.0, 1663.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [51.0, 1699.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
