[911, 559]
[chapter-title, [174.0, 0.0, 247.0, 30.0], shoonya_0sA3VWV2SMPYOQ, 5775979]
[paragraph, [25.0, 40.0, 526.0, 18.0], 0Foqld6CU_, 5775979]
[paragraph, [25.0, 58.0, 526.0, 18.0], 0Foqld6CU_, 5775979]
[paragraph, [20.0, 86.0, 531.0, 18.0], aGkSfVCcvp, 5775979]
[paragraph, [20.0, 104.0, 531.0, 18.0], aGkSfVCcvp, 5775979]
[paragraph, [20.0, 122.0, 531.0, 18.0], aGkSfVCcvp, 5775979]
[paragraph, [23.0, 141.0, 526.0, 18.0], mufC1YyNFm, 5775979]
[paragraph, [23.0, 159.0, 526.0, 18.0], mufC1YyNFm, 5775979]
[paragraph, [23.0, 177.0, 526.0, 18.0], mufC1YyNFm, 5775979]
[paragraph, [23.0, 195.0, 526.0, 18.0], mufC1YyNFm, 5775979]
[paragraph, [23.0, 213.0, 526.0, 18.0], mufC1YyNFm, 5775979]
[paragraph, [23.0, 231.0, 526.0, 18.0], mufC1YyNFm, 5775979]
[paragraph, [23.0, 249.0, 526.0, 18.0], mufC1YyNFm, 5775979]
[paragraph, [23.0, 267.0, 526.0, 18.0], mufC1YyNFm, 5775979]
[paragraph, [23.0, 285.0, 526.0, 18.0], mufC1YyNFm, 5775979]
[paragraph, [23.0, 303.0, 526.0, 18.0], mufC1YyNFm, 5775979]
[paragraph, [23.0, 321.0, 526.0, 18.0], mufC1YyNFm, 5775979]
[paragraph, [23.0, 339.0, 526.0, 18.0], mufC1YyNFm, 5775979]
[paragraph, [23.0, 357.0, 526.0, 18.0], mufC1YyNFm, 5775979]
[paragraph, [23.0, 375.0, 526.0, 18.0], mufC1YyNFm, 5775979]
[paragraph, [23.0, 393.0, 526.0, 18.0], mufC1YyNFm, 5775979]
[paragraph, [23.0, 411.0, 526.0, 18.0], mufC1YyNFm, 5775979]
[paragraph, [20.0, 433.0, 530.0, 18.0], xq34CGAObd, 5775979]
[paragraph, [20.0, 451.0, 530.0, 18.0], xq34CGAObd, 5775979]
[paragraph, [20.0, 469.0, 530.0, 18.0], xq34CGAObd, 5775979]
[paragraph, [20.0, 487.0, 530.0, 18.0], xq34CGAObd, 5775979]
[paragraph, [20.0, 505.0, 530.0, 18.0], xq34CGAObd, 5775979]
[paragraph, [20.0, 523.0, 530.0, 18.0], xq34CGAObd, 5775979]
[paragraph, [20.0, 541.0, 530.0, 18.0], xq34CGAObd, 5775979]
[paragraph, [20.0, 559.0, 530.0, 18.0], xq34CGAObd, 5775979]
[paragraph, [20.0, 577.0, 530.0, 18.0], xq34CGAObd, 5775979]
[paragraph, [20.0, 595.0, 530.0, 18.0], xq34CGAObd, 5775979]
[paragraph, [20.0, 613.0, 530.0, 18.0], xq34CGAObd, 5775979]
[paragraph, [20.0, 631.0, 530.0, 18.0], xq34CGAObd, 5775979]
[paragraph, [22.0, 663.0, 529.0, 18.0], Fd5IzZTlE8, 5775979]
[paragraph, [22.0, 681.0, 529.0, 18.0], Fd5IzZTlE8, 5775979]
[paragraph, [22.0, 699.0, 529.0, 18.0], Fd5IzZTlE8, 5775979]
[paragraph, [22.0, 717.0, 529.0, 18.0], Fd5IzZTlE8, 5775979]
[paragraph, [22.0, 735.0, 529.0, 18.0], Fd5IzZTlE8, 5775979]
[paragraph, [20.0, 757.0, 533.0, 18.0], VHv5PaDd2A, 5775979]
[paragraph, [20.0, 775.0, 533.0, 18.0], VHv5PaDd2A, 5775979]
[paragraph, [20.0, 793.0, 533.0, 18.0], VHv5PaDd2A, 5775979]
[paragraph, [20.0, 811.0, 533.0, 18.0], VHv5PaDd2A, 5775979]
[paragraph, [20.0, 829.0, 533.0, 18.0], VHv5PaDd2A, 5775979]
[paragraph, [20.0, 847.0, 533.0, 18.0], VHv5PaDd2A, 5775979]
[paragraph, [20.0, 865.0, 533.0, 18.0], VHv5PaDd2A, 5775979]
