[3509, 2482]
[section-title, [1011.0, 209.0, 275.0, 93.0], shoonya_0sETKCXUT6B5WI, 5691844]
[paragraph, [191.0, 314.0, 1775.0, 52.5], shoonya_1s0G3GBGFR72L1, 5691844]
[paragraph, [191.0, 366.5, 1775.0, 52.5], shoonya_1s0G3GBGFR72L1, 5691844]
[paragraph, [191.0, 419.0, 1775.0, 52.5], shoonya_1s0G3GBGFR72L1, 5691844]
[paragraph, [175.0, 478.0, 1815.0, 52.5], k-_WTqWhRh, 5691844]
[paragraph, [175.0, 530.5, 1815.0, 52.5], k-_WTqWhRh, 5691844]
[paragraph, [175.0, 583.0, 1815.0, 52.5], k-_WTqWhRh, 5691844]
[paragraph, [175.0, 635.5, 1815.0, 52.5], k-_WTqWhRh, 5691844]
[paragraph, [175.0, 688.0, 1815.0, 52.5], k-_WTqWhRh, 5691844]
[paragraph, [175.0, 740.5, 1815.0, 52.5], k-_WTqWhRh, 5691844]
[paragraph, [175.0, 793.0, 1815.0, 52.5], k-_WTqWhRh, 5691844]
[paragraph, [175.0, 845.5, 1815.0, 52.5], k-_WTqWhRh, 5691844]
[paragraph, [175.0, 898.0, 1815.0, 52.5], k-_WTqWhRh, 5691844]
[paragraph, [175.0, 950.5, 1815.0, 52.5], k-_WTqWhRh, 5691844]
[paragraph, [175.0, 1003.0, 1815.0, 52.5], k-_WTqWhRh, 5691844]
[paragraph, [175.0, 1055.5, 1815.0, 52.5], k-_WTqWhRh, 5691844]
[paragraph, [175.0, 1108.0, 1815.0, 52.5], k-_WTqWhRh, 5691844]
[paragraph, [184.0, 1192.0, 1790.0, 52.5], LGZgiLuUBP, 5691844]
[paragraph, [184.0, 1244.5, 1790.0, 52.5], LGZgiLuUBP, 5691844]
[paragraph, [184.0, 1297.0, 1790.0, 52.5], LGZgiLuUBP, 5691844]
[paragraph, [181.0, 1355.0, 1818.0, 52.5], 96AgwapAxM, 5691844]
[paragraph, [181.0, 1407.5, 1818.0, 52.5], 96AgwapAxM, 5691844]
[paragraph, [181.0, 1460.0, 1818.0, 52.5], 96AgwapAxM, 5691844]
[paragraph, [181.0, 1512.5, 1818.0, 52.5], 96AgwapAxM, 5691844]
[paragraph, [181.0, 1565.0, 1818.0, 52.5], 96AgwapAxM, 5691844]
[paragraph, [181.0, 1617.5, 1818.0, 52.5], 96AgwapAxM, 5691844]
[paragraph, [181.0, 1670.0, 1818.0, 52.5], 96AgwapAxM, 5691844]
[paragraph, [319.0, 1746.0, 403.0, 52.5], 0v8-XK-p2t, 5691844]
[paragraph, [215.0, 1824.0, 1793.0, 52.5], agWXyYwfdM, 5691844]
[paragraph, [215.0, 1876.5, 1793.0, 52.5], agWXyYwfdM, 5691844]
[paragraph, [215.0, 1929.0, 1793.0, 52.5], agWXyYwfdM, 5691844]
[paragraph, [215.0, 1981.5, 1793.0, 52.5], agWXyYwfdM, 5691844]
[paragraph, [215.0, 2034.0, 1793.0, 52.5], agWXyYwfdM, 5691844]
[paragraph, [215.0, 2086.5, 1793.0, 52.5], agWXyYwfdM, 5691844]
[paragraph, [200.0, 2144.0, 1793.0, 52.5], SKhRgkyj4-, 5691844]
[paragraph, [200.0, 2196.5, 1793.0, 52.5], SKhRgkyj4-, 5691844]
[paragraph, [200.0, 2249.0, 1793.0, 52.5], SKhRgkyj4-, 5691844]
[paragraph, [194.0, 2306.0, 1815.0, 52.5], lbsmRGXUAQ, 5691844]
[paragraph, [194.0, 2358.5, 1815.0, 52.5], lbsmRGXUAQ, 5691844]
[paragraph, [194.0, 2411.0, 1815.0, 52.5], lbsmRGXUAQ, 5691844]
[paragraph, [322.0, 2466.0, 892.0, 52.5], dfMSqwrwgI, 5691844]
[paragraph, [203.0, 2541.0, 1812.0, 52.5], ebXvct1HFv, 5691844]
[paragraph, [203.0, 2593.5, 1812.0, 52.5], ebXvct1HFv, 5691844]
[paragraph, [203.0, 2646.0, 1812.0, 52.5], ebXvct1HFv, 5691844]
[paragraph, [203.0, 2701.0, 1815.0, 52.5], yF_5zHrpRA, 5691844]
[paragraph, [203.0, 2753.5, 1815.0, 52.5], yF_5zHrpRA, 5691844]
[paragraph, [203.0, 2806.0, 1815.0, 52.5], yF_5zHrpRA, 5691844]
[paragraph, [347.0, 2854.0, 732.0, 52.5], 8S4x7yHXfM, 5691844]
[paragraph, [209.0, 2936.0, 1796.0, 52.5], sW3Tt9dUtE, 5691844]
[paragraph, [209.0, 2988.5, 1796.0, 52.5], sW3Tt9dUtE, 5691844]
[paragraph, [209.0, 3041.0, 1796.0, 52.5], sW3Tt9dUtE, 5691844]
[paragraph, [275.0, 3095.0, 1733.0, 52.5], 8V5Mldh2Iq, 5691844]
[paragraph, [275.0, 3147.5, 1733.0, 52.5], 8V5Mldh2Iq, 5691844]
