[842, 595]
[paragraph, [100.0, 67.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 85.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 103.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 121.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 139.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 157.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 175.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 193.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 211.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 229.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 247.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 265.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 283.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 301.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 319.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 337.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 355.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 373.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 391.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 409.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 427.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 445.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 463.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 481.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 499.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [100.0, 517.0, 409.0, 18.0], QREmglr_LY, 6460413]
[paragraph, [98.0, 544.0, 409.0, 18.0], cq0N5s-93T, 6460413]
[paragraph, [98.0, 562.0, 409.0, 18.0], cq0N5s-93T, 6460413]
[paragraph, [98.0, 580.0, 409.0, 18.0], cq0N5s-93T, 6460413]
[paragraph, [98.0, 598.0, 409.0, 18.0], cq0N5s-93T, 6460413]
[paragraph, [98.0, 616.0, 409.0, 18.0], cq0N5s-93T, 6460413]
[paragraph, [98.0, 634.0, 409.0, 18.0], cq0N5s-93T, 6460413]
[paragraph, [98.0, 652.0, 409.0, 18.0], cq0N5s-93T, 6460413]
[paragraph, [98.0, 670.0, 409.0, 18.0], cq0N5s-93T, 6460413]
[paragraph, [98.0, 688.0, 409.0, 18.0], cq0N5s-93T, 6460413]
[paragraph, [98.0, 706.0, 409.0, 18.0], cq0N5s-93T, 6460413]
[paragraph, [98.0, 724.0, 409.0, 18.0], cq0N5s-93T, 6460413]
