[2339, 1653]
[paragraph, [388.0, 251.0, 1076.0, 36.0], shoonya_0sWK3NP28QYHTP, 5733867]
[paragraph, [388.0, 287.0, 1076.0, 36.0], shoonya_0sWK3NP28QYHTP, 5733867]
[paragraph, [388.0, 323.0, 1076.0, 36.0], shoonya_0sWK3NP28QYHTP, 5733867]
[paragraph, [388.0, 359.0, 1076.0, 36.0], shoonya_0sWK3NP28QYHTP, 5733867]
[paragraph, [388.0, 395.0, 1076.0, 36.0], shoonya_0sWK3NP28QYHTP, 5733867]
[paragraph, [388.0, 431.0, 1076.0, 36.0], shoonya_0sWK3NP28QYHTP, 5733867]
[paragraph, [388.0, 467.0, 1076.0, 36.0], shoonya_0sWK3NP28QYHTP, 5733867]
[paragraph, [388.0, 503.0, 1076.0, 36.0], shoonya_0sWK3NP28QYHTP, 5733867]
[paragraph, [388.0, 539.0, 1076.0, 36.0], shoonya_0sWK3NP28QYHTP, 5733867]
[paragraph, [388.0, 575.0, 1076.0, 36.0], shoonya_0sWK3NP28QYHTP, 5733867]
[paragraph, [388.0, 611.0, 1076.0, 36.0], shoonya_0sWK3NP28QYHTP, 5733867]
[paragraph, [388.0, 647.0, 1076.0, 36.0], shoonya_0sWK3NP28QYHTP, 5733867]
[paragraph, [391.0, 701.0, 1070.0, 36.0], shoonya_3sUDH5SNPPQ2ZH, 5733867]
[paragraph, [391.0, 737.0, 1070.0, 36.0], shoonya_3sUDH5SNPPQ2ZH, 5733867]
[paragraph, [391.0, 773.0, 1070.0, 36.0], shoonya_3sUDH5SNPPQ2ZH, 5733867]
[paragraph, [391.0, 809.0, 1070.0, 36.0], shoonya_3sUDH5SNPPQ2ZH, 5733867]
[paragraph, [391.0, 845.0, 1070.0, 36.0], shoonya_3sUDH5SNPPQ2ZH, 5733867]
[paragraph, [388.0, 922.0, 1082.0, 36.0], shoonya_1sKW7S19RQC5G5, 5733867]
[paragraph, [388.0, 958.0, 1082.0, 36.0], shoonya_1sKW7S19RQC5G5, 5733867]
[paragraph, [388.0, 994.0, 1082.0, 36.0], shoonya_1sKW7S19RQC5G5, 5733867]
[paragraph, [388.0, 1030.0, 1082.0, 36.0], shoonya_1sKW7S19RQC5G5, 5733867]
[paragraph, [388.0, 1066.0, 1082.0, 36.0], shoonya_1sKW7S19RQC5G5, 5733867]
[paragraph, [388.0, 1102.0, 1082.0, 36.0], shoonya_1sKW7S19RQC5G5, 5733867]
[paragraph, [388.0, 1138.0, 1082.0, 36.0], shoonya_1sKW7S19RQC5G5, 5733867]
[paragraph, [388.0, 1174.0, 1082.0, 36.0], shoonya_1sKW7S19RQC5G5, 5733867]
[paragraph, [388.0, 1210.0, 1082.0, 36.0], shoonya_1sKW7S19RQC5G5, 5733867]
[paragraph, [495.0, 1252.0, 508.0, 36.0], shoonya_5sNIL6V7793Q82, 5733867]
[paragraph, [403.0, 1310.0, 1058.0, 36.0], shoonya_8s9R71WEJWQLLZ, 5733867]
[paragraph, [403.0, 1346.0, 1058.0, 36.0], shoonya_8s9R71WEJWQLLZ, 5733867]
[paragraph, [390.0, 1419.0, 1075.0, 36.0], shoonya_7s4P4WR6B0K1HW, 5733867]
[paragraph, [390.0, 1455.0, 1075.0, 36.0], shoonya_7s4P4WR6B0K1HW, 5733867]
[paragraph, [394.0, 1534.0, 1068.0, 36.0], shoonya_2sRSNT716WYQ7M, 5733867]
[paragraph, [394.0, 1570.0, 1068.0, 36.0], shoonya_2sRSNT716WYQ7M, 5733867]
[paragraph, [394.0, 1606.0, 1068.0, 36.0], shoonya_2sRSNT716WYQ7M, 5733867]
[paragraph, [394.0, 1642.0, 1068.0, 36.0], shoonya_2sRSNT716WYQ7M, 5733867]
[paragraph, [394.0, 1678.0, 1068.0, 36.0], shoonya_2sRSNT716WYQ7M, 5733867]
[paragraph, [394.0, 1714.0, 1068.0, 36.0], shoonya_2sRSNT716WYQ7M, 5733867]
[paragraph, [394.0, 1750.0, 1068.0, 36.0], shoonya_2sRSNT716WYQ7M, 5733867]
[paragraph, [394.0, 1786.0, 1068.0, 36.0], shoonya_2sRSNT716WYQ7M, 5733867]
[paragraph, [394.0, 1822.0, 1068.0, 36.0], shoonya_2sRSNT716WYQ7M, 5733867]
[paragraph, [394.0, 1858.0, 1068.0, 36.0], shoonya_2sRSNT716WYQ7M, 5733867]
[paragraph, [394.0, 1894.0, 1068.0, 36.0], shoonya_2sRSNT716WYQ7M, 5733867]
[paragraph, [394.0, 1930.0, 1068.0, 36.0], shoonya_2sRSNT716WYQ7M, 5733867]
[paragraph, [391.0, 1974.0, 1071.0, 36.0], shoonya_4sK8F0TVT7WF3V, 5733867]
[paragraph, [391.0, 2010.0, 1071.0, 36.0], shoonya_4sK8F0TVT7WF3V, 5733867]
[paragraph, [391.0, 2046.0, 1071.0, 36.0], shoonya_4sK8F0TVT7WF3V, 5733867]
[paragraph, [391.0, 2082.0, 1071.0, 36.0], shoonya_4sK8F0TVT7WF3V, 5733867]
[folio, [1112.0, 2176.0, 274.0, 36.0], shoonya_6sUMHVUSETBHWL, 5733867]
