[842, 596]
[ordered-list, [53.0, 44.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 62.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 80.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 98.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 116.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 134.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 152.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 170.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 188.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 206.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 224.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 242.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 260.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 278.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 296.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 314.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 332.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 350.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 368.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 386.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 404.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 422.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 440.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 458.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 476.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 494.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 512.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 530.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 548.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 566.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 584.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 602.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[ordered-list, [53.0, 620.0, 514.0, 18.0], shoonya_5sBZJSCUGVQOWK, 5658057]
[sub-ordered-list, [69.0, 93.0, 369.0, 18.0], obGOf-j9A5, 5658057]
[sub-ordered-list, [69.0, 111.0, 369.0, 18.0], obGOf-j9A5, 5658057]
[sub-ordered-list, [69.0, 129.0, 369.0, 18.0], obGOf-j9A5, 5658057]
[sub-ordered-list, [66.0, 408.0, 491.0, 18.0], cJqkMfvL6U, 5658057]
[sub-ordered-list, [66.0, 426.0, 491.0, 18.0], cJqkMfvL6U, 5658057]
[sub-ordered-list, [66.0, 444.0, 491.0, 18.0], cJqkMfvL6U, 5658057]
[sub-ordered-list, [66.0, 462.0, 491.0, 18.0], cJqkMfvL6U, 5658057]
[sub-ordered-list, [66.0, 480.0, 491.0, 18.0], cJqkMfvL6U, 5658057]
[sub-ordered-list, [66.0, 498.0, 491.0, 18.0], cJqkMfvL6U, 5658057]
[sub-ordered-list, [66.0, 516.0, 491.0, 18.0], cJqkMfvL6U, 5658057]
[sub-ordered-list, [66.0, 534.0, 491.0, 18.0], cJqkMfvL6U, 5658057]
[sub-ordered-list, [66.0, 552.0, 491.0, 18.0], cJqkMfvL6U, 5658057]
[sub-ordered-list, [66.0, 570.0, 491.0, 18.0], cJqkMfvL6U, 5658057]
[subsub-ordered-list, [68.0, 481.0, 392.0, 18.0], PU2c6nS0m1, 5658057]
[subsub-ordered-list, [68.0, 499.0, 392.0, 18.0], PU2c6nS0m1, 5658057]
[subsub-ordered-list, [70.0, 554.0, 464.0, 18.0], mvtgWZquxr, 5658057]
[subsub-ordered-list, [70.0, 572.0, 464.0, 18.0], mvtgWZquxr, 5658057]
[ordered-list, [62.0, 659.0, 506.0, 18.0], shoonya_0s14CLCN93TMZU, 5658057]
[ordered-list, [62.0, 677.0, 506.0, 18.0], shoonya_0s14CLCN93TMZU, 5658057]
[ordered-list, [62.0, 695.0, 506.0, 18.0], shoonya_0s14CLCN93TMZU, 5658057]
[ordered-list, [62.0, 713.0, 506.0, 18.0], shoonya_0s14CLCN93TMZU, 5658057]
[sub-ordered-list, [67.0, 686.0, 488.0, 18.0], shoonya_4sGBINARUUYQ4A, 5658057]
[sub-ordered-list, [67.0, 704.0, 488.0, 18.0], shoonya_4sGBINARUUYQ4A, 5658057]
[footnote, [82.0, 778.0, 463.0, 18.0], shoonya_7s4LRD3TOYO5PF, 5658057]
