[690, 512]
[folio, [181.0, 30.0, 123.0, 18.0], kh3BtnsS-4, 6490978]
[author, [311.0, 91.0, 107.0, 18.0], xpLPQGZhRy, 6490978]
[paragraph, [245.0, 120.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 138.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 156.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 174.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 192.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 210.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 228.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 246.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 264.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 282.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 300.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 318.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 336.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 354.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 372.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 390.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 408.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 426.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 444.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 462.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 480.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 498.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 516.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 534.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 552.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 570.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [245.0, 588.0, 169.0, 18.0], YeZXkh9cjx, 6490978]
[paragraph, [5.0, 150.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 168.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 186.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 204.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 222.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 240.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 258.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 276.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 294.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 312.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 330.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 348.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 366.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 384.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 402.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 420.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 438.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 456.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 474.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 492.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
[paragraph, [5.0, 510.0, 234.0, 18.0], shoonya_1s0LQ0DEO0PGLC, 6490978]
