[1275, 750]
[folio, [306.0, 84.0, 135.0, 18.0], shoonya_3s65AUG8HK7IUJ, 5767673]
[paragraph, [59.0, 134.0, 617.0, 18.0], n2hfAKwO7T, 5767673]
[paragraph, [59.0, 152.0, 617.0, 18.0], n2hfAKwO7T, 5767673]
[paragraph, [59.0, 170.0, 617.0, 18.0], n2hfAKwO7T, 5767673]
[paragraph, [59.0, 188.0, 617.0, 18.0], n2hfAKwO7T, 5767673]
[paragraph, [59.0, 206.0, 617.0, 18.0], n2hfAKwO7T, 5767673]
[paragraph, [59.0, 224.0, 617.0, 18.0], n2hfAKwO7T, 5767673]
[paragraph, [59.0, 242.0, 617.0, 18.0], n2hfAKwO7T, 5767673]
[paragraph, [59.0, 260.0, 617.0, 18.0], n2hfAKwO7T, 5767673]
[paragraph, [59.0, 278.0, 617.0, 18.0], n2hfAKwO7T, 5767673]
[paragraph, [72.0, 302.0, 600.0, 18.0], shoonya_5sTE2MZJDAALPY, 5767673]
[paragraph, [72.0, 320.0, 600.0, 18.0], shoonya_5sTE2MZJDAALPY, 5767673]
[paragraph, [72.0, 338.0, 600.0, 18.0], shoonya_5sTE2MZJDAALPY, 5767673]
[paragraph, [72.0, 356.0, 600.0, 18.0], shoonya_5sTE2MZJDAALPY, 5767673]
[paragraph, [72.0, 374.0, 600.0, 18.0], shoonya_5sTE2MZJDAALPY, 5767673]
[paragraph, [72.0, 392.0, 600.0, 18.0], shoonya_5sTE2MZJDAALPY, 5767673]
[paragraph, [72.0, 410.0, 600.0, 18.0], shoonya_5sTE2MZJDAALPY, 5767673]
[paragraph, [72.0, 428.0, 600.0, 18.0], shoonya_5sTE2MZJDAALPY, 5767673]
[paragraph, [72.0, 446.0, 600.0, 18.0], shoonya_5sTE2MZJDAALPY, 5767673]
[paragraph, [72.0, 464.0, 600.0, 18.0], shoonya_5sTE2MZJDAALPY, 5767673]
[paragraph, [72.0, 482.0, 600.0, 18.0], shoonya_5sTE2MZJDAALPY, 5767673]
[paragraph, [72.0, 500.0, 600.0, 18.0], shoonya_5sTE2MZJDAALPY, 5767673]
[paragraph, [72.0, 518.0, 600.0, 18.0], shoonya_5sTE2MZJDAALPY, 5767673]
[paragraph, [74.0, 551.0, 601.0, 18.0], shoonya_1sATALIPVBBYGQ, 5767673]
[paragraph, [74.0, 569.0, 601.0, 18.0], shoonya_1sATALIPVBBYGQ, 5767673]
[paragraph, [74.0, 587.0, 601.0, 18.0], shoonya_1sATALIPVBBYGQ, 5767673]
[paragraph, [74.0, 605.0, 601.0, 18.0], shoonya_1sATALIPVBBYGQ, 5767673]
[paragraph, [74.0, 623.0, 601.0, 18.0], shoonya_1sATALIPVBBYGQ, 5767673]
[paragraph, [74.0, 641.0, 601.0, 18.0], shoonya_1sATALIPVBBYGQ, 5767673]
[paragraph, [74.0, 659.0, 601.0, 18.0], shoonya_1sATALIPVBBYGQ, 5767673]
[paragraph, [74.0, 677.0, 601.0, 18.0], shoonya_1sATALIPVBBYGQ, 5767673]
[paragraph, [74.0, 695.0, 601.0, 18.0], shoonya_1sATALIPVBBYGQ, 5767673]
[paragraph, [74.0, 713.0, 601.0, 18.0], shoonya_1sATALIPVBBYGQ, 5767673]
[paragraph, [74.0, 731.0, 601.0, 18.0], shoonya_1sATALIPVBBYGQ, 5767673]
[paragraph, [74.0, 749.0, 601.0, 18.0], shoonya_1sATALIPVBBYGQ, 5767673]
[paragraph, [123.0, 792.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 810.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 828.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 846.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 864.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 882.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 900.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 918.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 936.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 954.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 972.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 990.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 1008.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 1026.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 1044.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 1062.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 1080.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [123.0, 1098.0, 448.0, 18.0], L9LN9ZzXja, 5767673]
[paragraph, [568.0, 1112.0, 110.0, 18.0], shoonya_2sTUX2GN1916QE, 5767673]
[paragraph, [568.0, 1130.0, 110.0, 18.0], shoonya_2sTUX2GN1916QE, 5767673]
