[1273, 888]
[chapter-title, [388.0, 45.0, 210.0, 30.0], shoonya_18sW7ZQDWIRJ8S, 5776050]
[chapter-title, [388.0, 75.0, 210.0, 30.0], shoonya_18sW7ZQDWIRJ8S, 5776050]
[chapter-title, [388.0, 105.0, 210.0, 30.0], shoonya_18sW7ZQDWIRJ8S, 5776050]
[paragraph, [179.0, 186.0, 631.0, 18.0], shoonya_3sXG5U5PEYNNVC, 5776050]
[paragraph, [179.0, 204.0, 631.0, 18.0], shoonya_3sXG5U5PEYNNVC, 5776050]
[paragraph, [179.0, 222.0, 631.0, 18.0], shoonya_3sXG5U5PEYNNVC, 5776050]
[paragraph, [179.0, 240.0, 631.0, 18.0], shoonya_3sXG5U5PEYNNVC, 5776050]
[paragraph, [176.0, 263.0, 635.0, 18.0], shoonya_0s5NJNTA130IQW, 5776050]
[paragraph, [176.0, 281.0, 635.0, 18.0], shoonya_0s5NJNTA130IQW, 5776050]
[paragraph, [176.0, 299.0, 635.0, 18.0], shoonya_0s5NJNTA130IQW, 5776050]
[paragraph, [176.0, 317.0, 635.0, 18.0], shoonya_0s5NJNTA130IQW, 5776050]
[paragraph, [176.0, 335.0, 635.0, 18.0], shoonya_0s5NJNTA130IQW, 5776050]
[paragraph, [177.0, 363.0, 638.0, 18.0], shoonya_1sXI6XBXJMHSNT, 5776050]
[paragraph, [177.0, 381.0, 638.0, 18.0], shoonya_1sXI6XBXJMHSNT, 5776050]
[paragraph, [202.0, 414.0, 502.0, 18.0], shoonya_14s331C8IMQTJG, 5776050]
[paragraph, [202.0, 440.0, 361.0, 18.0], shoonya_12s1XX3EKH46K1, 5776050]
[paragraph, [202.0, 465.0, 156.0, 18.0], shoonya_8sRAZHGZ05GASF, 5776050]
[paragraph, [201.0, 489.0, 434.0, 18.0], shoonya_9s6965TFGRI2DN, 5776050]
[paragraph, [177.0, 515.0, 635.0, 18.0], shoonya_10sM41AZCIYDJF, 5776050]
[paragraph, [177.0, 533.0, 635.0, 18.0], shoonya_10sM41AZCIYDJF, 5776050]
[paragraph, [202.0, 565.0, 283.0, 18.0], shoonya_11sYOG1VOELR6M, 5776050]
[paragraph, [179.0, 588.0, 627.0, 18.0], shoonya_6sN0CI5CIL3R76, 5776050]
[paragraph, [179.0, 606.0, 627.0, 18.0], shoonya_6sN0CI5CIL3R76, 5776050]
[paragraph, [203.0, 639.0, 153.0, 18.0], shoonya_7sVG4I7QNJR4UL, 5776050]
[paragraph, [179.0, 659.0, 639.0, 18.0], shoonya_17sTPJS2J2M1DW, 5776050]
[paragraph, [179.0, 677.0, 639.0, 18.0], shoonya_17sTPJS2J2M1DW, 5776050]
[paragraph, [179.0, 695.0, 639.0, 18.0], shoonya_17sTPJS2J2M1DW, 5776050]
[paragraph, [195.0, 715.0, 401.0, 18.0], shoonya_16sAO4PZSE8ZOI, 5776050]
[paragraph, [181.0, 741.0, 636.0, 18.0], GscLPH_L8Y, 5776050]
[paragraph, [181.0, 759.0, 636.0, 18.0], GscLPH_L8Y, 5776050]
[paragraph, [181.0, 777.0, 636.0, 18.0], GscLPH_L8Y, 5776050]
[paragraph, [196.0, 791.0, 249.0, 18.0], shoonya_15sI204EBO9NJJ, 5776050]
[paragraph, [180.0, 817.0, 630.0, 18.0], shoonya_4sBLIE4Q8RWZEI, 5776050]
[paragraph, [180.0, 835.0, 630.0, 18.0], shoonya_4sBLIE4Q8RWZEI, 5776050]
[paragraph, [180.0, 853.0, 630.0, 18.0], shoonya_4sBLIE4Q8RWZEI, 5776050]
[paragraph, [180.0, 871.0, 630.0, 18.0], shoonya_4sBLIE4Q8RWZEI, 5776050]
[paragraph, [181.0, 891.0, 630.0, 18.0], shoonya_2sB6SU0G9KJ9PB, 5776050]
[paragraph, [181.0, 909.0, 630.0, 18.0], shoonya_2sB6SU0G9KJ9PB, 5776050]
[paragraph, [181.0, 927.0, 630.0, 18.0], shoonya_2sB6SU0G9KJ9PB, 5776050]
[paragraph, [181.0, 945.0, 630.0, 18.0], shoonya_2sB6SU0G9KJ9PB, 5776050]
[paragraph, [183.0, 968.0, 632.0, 18.0], shoonya_5s6TARBGBKOFGU, 5776050]
[paragraph, [183.0, 986.0, 632.0, 18.0], shoonya_5s6TARBGBKOFGU, 5776050]
[paragraph, [183.0, 1004.0, 632.0, 18.0], shoonya_5s6TARBGBKOFGU, 5776050]
[paragraph, [183.0, 1022.0, 632.0, 18.0], shoonya_5s6TARBGBKOFGU, 5776050]
[paragraph, [183.0, 1040.0, 632.0, 18.0], shoonya_5s6TARBGBKOFGU, 5776050]
[paragraph, [183.0, 1058.0, 632.0, 18.0], shoonya_5s6TARBGBKOFGU, 5776050]
