[1387, 987]
[paragraph, [61.0, 71.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 89.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 107.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 125.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 143.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 161.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 179.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 197.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 215.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 233.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 251.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 269.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 287.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 305.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 323.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 341.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 359.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 377.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 395.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [61.0, 413.0, 853.0, 18.0], shoonya_2sTL6L9AIJXUAZ, 5651529]
[paragraph, [63.0, 444.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 462.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 480.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 498.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 516.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 534.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 552.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 570.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 588.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 606.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 624.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 642.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 660.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 678.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 696.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 714.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 732.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 750.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 768.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 786.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 804.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 822.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 840.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 858.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 876.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 894.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 912.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 930.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 948.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 966.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 984.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 1002.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 1020.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 1038.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 1056.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 1074.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 1092.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 1110.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 1128.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 1146.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 1164.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 1182.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
[paragraph, [63.0, 1200.0, 851.0, 18.0], shoonya_0s4C4HRRZB1SW3, 5651529]
