[1754, 1241]
[section-title, [482.0, 93.0, 390.0, 49.5], sZ1fO78knD, 5780852]
[sidebar, [1022.0, 207.0, 147.0, 36.0], kRGXFpIFq7, 5780852]
[ordered-list, [226.0, 214.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 250.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 286.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 322.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 358.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 394.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 430.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 466.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 502.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 538.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 574.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 610.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 646.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 682.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 718.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 754.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 790.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[ordered-list, [226.0, 826.0, 958.0, 36.0], D1T0sErlSH, 5780852]
[sub-ordered-list, [270.0, 245.0, 547.0, 36.0], shoonya_4sITXB2PLG8VK4, 5780852]
[sub-ordered-list, [270.0, 281.0, 547.0, 36.0], shoonya_4sITXB2PLG8VK4, 5780852]
[sidebar, [1025.0, 369.0, 142.0, 36.0], ZM2z3CQ9bm, 5780852]
[sub-ordered-list, [261.0, 418.0, 744.0, 36.0], shoonya_8sENHJMOU04H89, 5780852]
[sub-ordered-list, [261.0, 454.0, 744.0, 36.0], shoonya_8sENHJMOU04H89, 5780852]
[sidebar, [1006.0, 535.0, 173.0, 36.0], qxmTC5szIs, 5780852]
[sub-ordered-list, [246.0, 575.0, 677.0, 36.0], shoonya_1sTUZC724VIOCR, 5780852]
[sub-ordered-list, [246.0, 611.0, 677.0, 36.0], shoonya_1sTUZC724VIOCR, 5780852]
[sub-ordered-list, [246.0, 647.0, 677.0, 36.0], shoonya_1sTUZC724VIOCR, 5780852]
[sidebar, [1020.0, 703.0, 153.0, 36.0], ioOlyGoKq_, 5780852]
[sub-ordered-list, [266.0, 742.0, 346.0, 36.0], shoonya_17sWYAVLVCUE57, 5780852]
[sub-ordered-list, [266.0, 778.0, 346.0, 36.0], shoonya_17sWYAVLVCUE57, 5780852]
[reference, [178.0, 904.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 940.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 976.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1012.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1048.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1084.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1120.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1156.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1192.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1228.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1264.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1300.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1336.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1372.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1408.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1444.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1480.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1516.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1552.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
[reference, [178.0, 1588.0, 973.0, 36.0], shoonya_0sTXCQISDFIG3V, 5780852]
