[1264, 794]
[folio, [603.0, 31.0, 147.0, 18.0], shoonya_0sXXCI8I3SJ9QO, 5781794]
[folio, [603.0, 49.0, 147.0, 18.0], shoonya_0sXXCI8I3SJ9QO, 5781794]
[folio, [603.0, 67.0, 147.0, 18.0], shoonya_0sXXCI8I3SJ9QO, 5781794]
[section-title, [310.0, 56.0, 193.0, 30.0], 8m-zJ4kbv1, 5781794]
[ordered-list, [59.0, 107.0, 689.0, 18.0], YRxKOAiRuv, 5781794]
[ordered-list, [59.0, 125.0, 689.0, 18.0], YRxKOAiRuv, 5781794]
[ordered-list, [59.0, 143.0, 689.0, 18.0], YRxKOAiRuv, 5781794]
[ordered-list, [59.0, 161.0, 689.0, 18.0], YRxKOAiRuv, 5781794]
[sub-ordered-list, [55.0, 180.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 198.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 216.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 234.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 252.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 270.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 288.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 306.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 324.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 342.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 360.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 378.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 396.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 414.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 432.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 450.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 468.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 486.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 504.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 522.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 540.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 558.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 576.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 594.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 612.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 630.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 648.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 666.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 684.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 702.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 720.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
[sub-ordered-list, [55.0, 738.0, 691.0, 18.0], 0dUxRHnKY1, 5781794]
