[1818, 1374]
[folio, [600.0, 198.0, 141.0, 36.0], shoonya_2sKRSZODTI27NX, 5683259]
[paragraph, [107.0, 265.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 301.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 337.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 373.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 409.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 445.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 481.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 517.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 553.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 589.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 625.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 661.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 697.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 733.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 769.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 805.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 841.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 877.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 913.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 949.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 985.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1021.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1057.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1093.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1129.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1165.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1201.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1237.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1273.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1309.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1345.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1381.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1417.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1453.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1489.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1525.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1561.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1597.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1633.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [107.0, 1669.0, 555.0, 36.0], shoonya_1sO70B1QRAY8HM, 5683259]
[paragraph, [685.0, 266.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 302.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 338.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 374.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 410.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 446.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 482.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 518.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 554.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 590.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 626.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 662.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 698.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 734.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 770.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 806.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 842.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 878.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 914.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 950.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 986.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 1022.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 1058.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 1094.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 1130.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 1166.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 1202.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 1238.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 1274.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 1310.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 1346.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 1382.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 1418.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
[paragraph, [685.0, 1454.0, 561.0, 36.0], shoonya_0sDFI03TMOT07K, 5683259]
