[1650, 1275]
[section-title, [585.0, 181.0, 170.0, 49.5], 4BhVjp7yHK, 6470682]
[paragraph, [254.0, 263.0, 841.0, 36.0], shoonya_0sB3W3RA3Y0KP6, 6470682]
[paragraph, [254.0, 299.0, 841.0, 36.0], shoonya_0sB3W3RA3Y0KP6, 6470682]
[paragraph, [254.0, 335.0, 841.0, 36.0], shoonya_0sB3W3RA3Y0KP6, 6470682]
[paragraph, [254.0, 371.0, 841.0, 36.0], shoonya_0sB3W3RA3Y0KP6, 6470682]
[paragraph, [254.0, 407.0, 841.0, 36.0], shoonya_0sB3W3RA3Y0KP6, 6470682]
[paragraph, [254.0, 443.0, 841.0, 36.0], shoonya_0sB3W3RA3Y0KP6, 6470682]
[paragraph, [254.0, 479.0, 841.0, 36.0], shoonya_0sB3W3RA3Y0KP6, 6470682]
[paragraph, [254.0, 515.0, 841.0, 36.0], shoonya_0sB3W3RA3Y0KP6, 6470682]
[paragraph, [254.0, 551.0, 841.0, 36.0], shoonya_0sB3W3RA3Y0KP6, 6470682]
[paragraph, [254.0, 587.0, 841.0, 36.0], shoonya_0sB3W3RA3Y0KP6, 6470682]
[paragraph, [254.0, 623.0, 841.0, 36.0], shoonya_0sB3W3RA3Y0KP6, 6470682]
[paragraph, [254.0, 659.0, 841.0, 36.0], shoonya_0sB3W3RA3Y0KP6, 6470682]
[paragraph, [254.0, 695.0, 841.0, 36.0], shoonya_0sB3W3RA3Y0KP6, 6470682]
[paragraph, [254.0, 731.0, 841.0, 36.0], shoonya_0sB3W3RA3Y0KP6, 6470682]
[paragraph, [254.0, 767.0, 841.0, 36.0], shoonya_0sB3W3RA3Y0KP6, 6470682]
[paragraph, [254.0, 803.0, 841.0, 36.0], shoonya_0sB3W3RA3Y0KP6, 6470682]
[paragraph, [249.0, 879.0, 840.0, 36.0], LqIkNmKEeg, 6470682]
[paragraph, [249.0, 915.0, 840.0, 36.0], LqIkNmKEeg, 6470682]
[paragraph, [249.0, 951.0, 840.0, 36.0], LqIkNmKEeg, 6470682]
[paragraph, [249.0, 987.0, 840.0, 36.0], LqIkNmKEeg, 6470682]
[paragraph, [249.0, 1023.0, 840.0, 36.0], LqIkNmKEeg, 6470682]
[paragraph, [249.0, 1059.0, 840.0, 36.0], LqIkNmKEeg, 6470682]
[paragraph, [256.0, 1132.0, 835.0, 36.0], jL_HC45vyZ, 6470682]
[paragraph, [256.0, 1168.0, 835.0, 36.0], jL_HC45vyZ, 6470682]
[paragraph, [256.0, 1204.0, 835.0, 36.0], jL_HC45vyZ, 6470682]
[paragraph, [256.0, 1240.0, 835.0, 36.0], jL_HC45vyZ, 6470682]
[paragraph, [256.0, 1276.0, 835.0, 36.0], jL_HC45vyZ, 6470682]
[paragraph, [256.0, 1312.0, 835.0, 36.0], jL_HC45vyZ, 6470682]
