[2200, 1700]
[paragraph, [317.0, 99.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 135.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 171.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 207.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 243.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 279.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 315.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 351.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 387.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 423.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 459.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 495.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 531.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 567.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 603.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 639.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 675.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 711.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 747.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 783.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 819.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 855.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 891.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 927.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 963.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 999.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 1035.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 1071.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [317.0, 1107.0, 1107.0, 36.0], shoonya_1s3R1UH7F71C4D, 5731008]
[paragraph, [334.0, 1173.0, 1089.0, 36.0], shoonya_2sJO7BQ69H3OQ6, 5731008]
[paragraph, [334.0, 1209.0, 1089.0, 36.0], shoonya_2sJO7BQ69H3OQ6, 5731008]
[paragraph, [334.0, 1245.0, 1089.0, 36.0], shoonya_2sJO7BQ69H3OQ6, 5731008]
[paragraph, [334.0, 1281.0, 1089.0, 36.0], shoonya_2sJO7BQ69H3OQ6, 5731008]
[paragraph, [334.0, 1317.0, 1089.0, 36.0], shoonya_2sJO7BQ69H3OQ6, 5731008]
[paragraph, [334.0, 1353.0, 1089.0, 36.0], shoonya_2sJO7BQ69H3OQ6, 5731008]
[paragraph, [339.0, 1406.0, 1089.0, 36.0], shoonya_0sLS6TTMUMGJX9, 5731008]
[paragraph, [339.0, 1442.0, 1089.0, 36.0], shoonya_0sLS6TTMUMGJX9, 5731008]
[paragraph, [339.0, 1478.0, 1089.0, 36.0], shoonya_0sLS6TTMUMGJX9, 5731008]
[paragraph, [339.0, 1514.0, 1089.0, 36.0], shoonya_0sLS6TTMUMGJX9, 5731008]
[paragraph, [339.0, 1550.0, 1089.0, 36.0], shoonya_0sLS6TTMUMGJX9, 5731008]
[paragraph, [339.0, 1586.0, 1089.0, 36.0], shoonya_0sLS6TTMUMGJX9, 5731008]
[paragraph, [339.0, 1622.0, 1089.0, 36.0], shoonya_0sLS6TTMUMGJX9, 5731008]
[paragraph, [339.0, 1658.0, 1089.0, 36.0], shoonya_0sLS6TTMUMGJX9, 5731008]
[paragraph, [339.0, 1694.0, 1089.0, 36.0], shoonya_0sLS6TTMUMGJX9, 5731008]
[paragraph, [339.0, 1730.0, 1089.0, 36.0], shoonya_0sLS6TTMUMGJX9, 5731008]
[paragraph, [339.0, 1766.0, 1089.0, 36.0], shoonya_0sLS6TTMUMGJX9, 5731008]
[paragraph, [339.0, 1802.0, 1089.0, 36.0], shoonya_0sLS6TTMUMGJX9, 5731008]
[paragraph, [339.0, 1838.0, 1089.0, 36.0], shoonya_0sLS6TTMUMGJX9, 5731008]
[paragraph, [339.0, 1874.0, 1089.0, 36.0], shoonya_0sLS6TTMUMGJX9, 5731008]
[paragraph, [339.0, 1910.0, 1089.0, 36.0], shoonya_0sLS6TTMUMGJX9, 5731008]
[paragraph, [339.0, 1946.0, 1089.0, 36.0], shoonya_0sLS6TTMUMGJX9, 5731008]
[folio, [982.0, 2047.0, 367.0, 36.0], GRnGOQ8j43, 5731008]
