[679, 512]
[ordered-list, [16.0, 44.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 62.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 80.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 98.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 116.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 134.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 152.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 170.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 188.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 206.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 224.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 242.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 260.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 278.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 296.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 314.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 332.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 350.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 368.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 386.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 404.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 422.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 440.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 458.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 476.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 494.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 512.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 530.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 548.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 566.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[ordered-list, [16.0, 584.0, 456.0, 18.0], shoonya_0s5KBE2740VTGI, 6493741]
[sub-ordered-list, [79.0, 50.0, 384.0, 18.0], 6oo9JmrbxT, 6493741]
[sub-ordered-list, [79.0, 68.0, 384.0, 18.0], 6oo9JmrbxT, 6493741]
[sub-ordered-list, [79.0, 86.0, 384.0, 18.0], 6oo9JmrbxT, 6493741]
[sub-ordered-list, [79.0, 104.0, 384.0, 18.0], 6oo9JmrbxT, 6493741]
[sub-ordered-list, [79.0, 122.0, 384.0, 18.0], 6oo9JmrbxT, 6493741]
[sub-ordered-list, [79.0, 140.0, 384.0, 18.0], 6oo9JmrbxT, 6493741]
[sub-ordered-list, [79.0, 158.0, 384.0, 18.0], 6oo9JmrbxT, 6493741]
[sub-ordered-list, [79.0, 176.0, 384.0, 18.0], 6oo9JmrbxT, 6493741]
[sub-ordered-list, [79.0, 194.0, 384.0, 18.0], 6oo9JmrbxT, 6493741]
[sub-ordered-list, [79.0, 212.0, 384.0, 18.0], 6oo9JmrbxT, 6493741]
[sub-ordered-list, [78.0, 301.0, 390.0, 18.0], WcUiNqFm9L, 6493741]
[sub-ordered-list, [78.0, 319.0, 390.0, 18.0], WcUiNqFm9L, 6493741]
[sub-ordered-list, [78.0, 337.0, 390.0, 18.0], WcUiNqFm9L, 6493741]
[sub-ordered-list, [78.0, 355.0, 390.0, 18.0], WcUiNqFm9L, 6493741]
[sub-ordered-list, [78.0, 373.0, 390.0, 18.0], WcUiNqFm9L, 6493741]
[sub-ordered-list, [78.0, 391.0, 390.0, 18.0], WcUiNqFm9L, 6493741]
[sub-ordered-list, [76.0, 577.0, 391.0, 18.0], FyxWK6dVsg, 6493741]
[folio, [157.0, 619.0, 169.0, 18.0], 8zR0FbFFz1, 6493741]
