[2339, 1656]
[section-title, [293.0, 1027.0, 1044.0, 52.5], shoonya_5s39VZ87HROJSN, 5758199]
[section-title, [293.0, 1079.5, 1044.0, 52.5], shoonya_5s39VZ87HROJSN, 5758199]
[section-title, [293.0, 1132.0, 1044.0, 52.5], shoonya_5s39VZ87HROJSN, 5758199]
[dateline, [534.0, 1248.0, 577.0, 64.5], sOG1X6F85D, 5758199]
[sub-section-title, [165.0, 1330.0, 1155.0, 55.5], U7kHwD58QP, 5758199]
[ordered-list, [161.0, 1408.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
[ordered-list, [161.0, 1444.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
[ordered-list, [161.0, 1480.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
[ordered-list, [161.0, 1516.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
[ordered-list, [161.0, 1552.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
[ordered-list, [161.0, 1588.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
[ordered-list, [161.0, 1624.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
[ordered-list, [161.0, 1660.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
[ordered-list, [161.0, 1696.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
[ordered-list, [161.0, 1732.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
[ordered-list, [161.0, 1768.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
[ordered-list, [161.0, 1804.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
[ordered-list, [161.0, 1840.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
[ordered-list, [161.0, 1876.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
[ordered-list, [161.0, 1912.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
[ordered-list, [161.0, 1948.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
[ordered-list, [161.0, 1984.0, 1327.0, 36.0], shoonya_3sMBFRPAVWKPMV, 5758199]
