[1164, 755]
[chapter-title, [270.0, 269.0, 210.0, 30.0], shoonya_4sE49J5CNT3DB3, 5691590]
[paragraph, [77.0, 334.0, 602.0, 18.0], shoonya_0sU6EFGCWYBOEB, 5691590]
[paragraph, [77.0, 352.0, 602.0, 18.0], shoonya_0sU6EFGCWYBOEB, 5691590]
[paragraph, [77.0, 370.0, 602.0, 18.0], shoonya_0sU6EFGCWYBOEB, 5691590]
[paragraph, [77.0, 388.0, 602.0, 18.0], shoonya_0sU6EFGCWYBOEB, 5691590]
[paragraph, [77.0, 406.0, 602.0, 18.0], shoonya_0sU6EFGCWYBOEB, 5691590]
[paragraph, [77.0, 424.0, 602.0, 18.0], shoonya_0sU6EFGCWYBOEB, 5691590]
[paragraph, [77.0, 442.0, 602.0, 18.0], shoonya_0sU6EFGCWYBOEB, 5691590]
[paragraph, [77.0, 460.0, 602.0, 18.0], shoonya_0sU6EFGCWYBOEB, 5691590]
[paragraph, [77.0, 478.0, 602.0, 18.0], shoonya_0sU6EFGCWYBOEB, 5691590]
[paragraph, [77.0, 496.0, 602.0, 18.0], shoonya_0sU6EFGCWYBOEB, 5691590]
[paragraph, [77.0, 514.0, 602.0, 18.0], shoonya_0sU6EFGCWYBOEB, 5691590]
[paragraph, [77.0, 532.0, 602.0, 18.0], shoonya_0sU6EFGCWYBOEB, 5691590]
[paragraph, [77.0, 550.0, 602.0, 18.0], shoonya_0sU6EFGCWYBOEB, 5691590]
[paragraph, [77.0, 568.0, 602.0, 18.0], shoonya_0sU6EFGCWYBOEB, 5691590]
[paragraph, [77.0, 586.0, 602.0, 18.0], shoonya_0sU6EFGCWYBOEB, 5691590]
[paragraph, [78.0, 616.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [78.0, 634.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [78.0, 652.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [78.0, 670.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [78.0, 688.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [78.0, 706.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [78.0, 724.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [78.0, 742.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [78.0, 760.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [78.0, 778.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [78.0, 796.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [78.0, 814.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [78.0, 832.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [78.0, 850.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [78.0, 868.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [78.0, 886.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [78.0, 904.0, 596.0, 18.0], shoonya_1sHD6Q0I4ZXZA8, 5691590]
[paragraph, [76.0, 935.0, 600.0, 18.0], shoonya_3s5THVHEMO88KC, 5691590]
[paragraph, [76.0, 953.0, 600.0, 18.0], shoonya_3s5THVHEMO88KC, 5691590]
[paragraph, [76.0, 971.0, 600.0, 18.0], shoonya_3s5THVHEMO88KC, 5691590]
[paragraph, [76.0, 989.0, 600.0, 18.0], shoonya_3s5THVHEMO88KC, 5691590]
