[1050, 693]
[folio, [514.0, 78.0, 91.0, 18.0], ywvPceJF94, 5702395]
[folio, [514.0, 96.0, 91.0, 18.0], ywvPceJF94, 5702395]
[paragraph, [81.0, 125.0, 527.0, 18.0], shoonya_0sFAYNQBBTQFLA, 5702395]
[paragraph, [81.0, 143.0, 527.0, 18.0], shoonya_0sFAYNQBBTQFLA, 5702395]
[paragraph, [81.0, 161.0, 527.0, 18.0], shoonya_0sFAYNQBBTQFLA, 5702395]
[paragraph, [81.0, 179.0, 527.0, 18.0], shoonya_0sFAYNQBBTQFLA, 5702395]
[paragraph, [81.0, 197.0, 527.0, 18.0], shoonya_0sFAYNQBBTQFLA, 5702395]
[paragraph, [81.0, 215.0, 527.0, 18.0], shoonya_0sFAYNQBBTQFLA, 5702395]
[paragraph, [81.0, 233.0, 527.0, 18.0], shoonya_0sFAYNQBBTQFLA, 5702395]
[paragraph, [81.0, 251.0, 527.0, 18.0], shoonya_0sFAYNQBBTQFLA, 5702395]
[paragraph, [81.0, 269.0, 527.0, 18.0], shoonya_0sFAYNQBBTQFLA, 5702395]
[paragraph, [81.0, 287.0, 527.0, 18.0], shoonya_0sFAYNQBBTQFLA, 5702395]
[paragraph, [81.0, 305.0, 527.0, 18.0], shoonya_0sFAYNQBBTQFLA, 5702395]
[paragraph, [81.0, 323.0, 527.0, 18.0], shoonya_0sFAYNQBBTQFLA, 5702395]
[paragraph, [81.0, 341.0, 527.0, 18.0], shoonya_0sFAYNQBBTQFLA, 5702395]
[paragraph, [82.0, 374.0, 528.0, 18.0], 1axPfQVU8A, 5702395]
[paragraph, [82.0, 392.0, 528.0, 18.0], 1axPfQVU8A, 5702395]
[paragraph, [82.0, 410.0, 528.0, 18.0], 1axPfQVU8A, 5702395]
[paragraph, [82.0, 428.0, 528.0, 18.0], 1axPfQVU8A, 5702395]
[paragraph, [82.0, 446.0, 528.0, 18.0], 1axPfQVU8A, 5702395]
[paragraph, [82.0, 464.0, 528.0, 18.0], 1axPfQVU8A, 5702395]
[paragraph, [82.0, 482.0, 528.0, 18.0], 1axPfQVU8A, 5702395]
[paragraph, [82.0, 500.0, 528.0, 18.0], 1axPfQVU8A, 5702395]
[paragraph, [82.0, 518.0, 528.0, 18.0], 1axPfQVU8A, 5702395]
[paragraph, [82.0, 536.0, 528.0, 18.0], 1axPfQVU8A, 5702395]
[paragraph, [82.0, 554.0, 528.0, 18.0], 1axPfQVU8A, 5702395]
[paragraph, [82.0, 572.0, 528.0, 18.0], 1axPfQVU8A, 5702395]
[paragraph, [81.0, 596.0, 533.0, 18.0], eCMf4Inrsi, 5702395]
[paragraph, [81.0, 614.0, 533.0, 18.0], eCMf4Inrsi, 5702395]
[paragraph, [81.0, 632.0, 533.0, 18.0], eCMf4Inrsi, 5702395]
[paragraph, [81.0, 650.0, 533.0, 18.0], eCMf4Inrsi, 5702395]
[paragraph, [81.0, 668.0, 533.0, 18.0], eCMf4Inrsi, 5702395]
[paragraph, [81.0, 686.0, 533.0, 18.0], eCMf4Inrsi, 5702395]
[paragraph, [81.0, 704.0, 533.0, 18.0], eCMf4Inrsi, 5702395]
[paragraph, [81.0, 722.0, 533.0, 18.0], eCMf4Inrsi, 5702395]
[paragraph, [81.0, 740.0, 533.0, 18.0], eCMf4Inrsi, 5702395]
[paragraph, [81.0, 758.0, 533.0, 18.0], eCMf4Inrsi, 5702395]
[paragraph, [81.0, 776.0, 533.0, 18.0], eCMf4Inrsi, 5702395]
[paragraph, [81.0, 794.0, 533.0, 18.0], eCMf4Inrsi, 5702395]
[paragraph, [81.0, 812.0, 533.0, 18.0], eCMf4Inrsi, 5702395]
[paragraph, [81.0, 830.0, 533.0, 18.0], eCMf4Inrsi, 5702395]
[paragraph, [87.0, 855.0, 532.0, 18.0], f05OtcDzLl, 5702395]
[paragraph, [87.0, 873.0, 532.0, 18.0], f05OtcDzLl, 5702395]
[paragraph, [87.0, 891.0, 532.0, 18.0], f05OtcDzLl, 5702395]
[paragraph, [87.0, 909.0, 532.0, 18.0], f05OtcDzLl, 5702395]
[paragraph, [87.0, 927.0, 532.0, 18.0], f05OtcDzLl, 5702395]
[paragraph, [87.0, 945.0, 532.0, 18.0], f05OtcDzLl, 5702395]
