[2334, 1650]
[paragraph, [246.0, 173.0, 251.0, 36.0], shoonya_4sA2V31C493QGX, 5652155]
[paragraph, [207.0, 227.0, 1141.0, 36.0], shoonya_1sM35YHLW5OG5Y, 5652155]
[paragraph, [207.0, 263.0, 1141.0, 36.0], shoonya_1sM35YHLW5OG5Y, 5652155]
[paragraph, [207.0, 299.0, 1141.0, 36.0], shoonya_1sM35YHLW5OG5Y, 5652155]
[paragraph, [207.0, 335.0, 1141.0, 36.0], shoonya_1sM35YHLW5OG5Y, 5652155]
[paragraph, [207.0, 371.0, 1141.0, 36.0], shoonya_1sM35YHLW5OG5Y, 5652155]
[paragraph, [207.0, 407.0, 1141.0, 36.0], shoonya_1sM35YHLW5OG5Y, 5652155]
[paragraph, [207.0, 443.0, 1141.0, 36.0], shoonya_1sM35YHLW5OG5Y, 5652155]
[paragraph, [207.0, 479.0, 1141.0, 36.0], shoonya_1sM35YHLW5OG5Y, 5652155]
[paragraph, [207.0, 515.0, 1141.0, 36.0], shoonya_1sM35YHLW5OG5Y, 5652155]
[paragraph, [207.0, 551.0, 1141.0, 36.0], shoonya_1sM35YHLW5OG5Y, 5652155]
[paragraph, [207.0, 587.0, 1141.0, 36.0], shoonya_1sM35YHLW5OG5Y, 5652155]
[paragraph, [207.0, 623.0, 1141.0, 36.0], shoonya_1sM35YHLW5OG5Y, 5652155]
[paragraph, [254.0, 666.0, 238.0, 36.0], shoonya_5sGHL2TRPTJUA2, 5652155]
[paragraph, [205.0, 721.0, 1137.0, 36.0], shoonya_2sKZSTO9AWP4C8, 5652155]
[paragraph, [205.0, 757.0, 1137.0, 36.0], shoonya_2sKZSTO9AWP4C8, 5652155]
[paragraph, [205.0, 793.0, 1137.0, 36.0], shoonya_2sKZSTO9AWP4C8, 5652155]
[paragraph, [205.0, 829.0, 1137.0, 36.0], shoonya_2sKZSTO9AWP4C8, 5652155]
[paragraph, [205.0, 865.0, 1137.0, 36.0], shoonya_2sKZSTO9AWP4C8, 5652155]
[paragraph, [205.0, 901.0, 1137.0, 36.0], shoonya_2sKZSTO9AWP4C8, 5652155]
[paragraph, [202.0, 943.0, 1149.0, 36.0], shoonya_0sT9AGF2XPDYQ9, 5652155]
[paragraph, [202.0, 979.0, 1149.0, 36.0], shoonya_0sT9AGF2XPDYQ9, 5652155]
[paragraph, [202.0, 1015.0, 1149.0, 36.0], shoonya_0sT9AGF2XPDYQ9, 5652155]
[paragraph, [202.0, 1051.0, 1149.0, 36.0], shoonya_0sT9AGF2XPDYQ9, 5652155]
[paragraph, [202.0, 1087.0, 1149.0, 36.0], shoonya_0sT9AGF2XPDYQ9, 5652155]
[paragraph, [202.0, 1123.0, 1149.0, 36.0], shoonya_0sT9AGF2XPDYQ9, 5652155]
[paragraph, [202.0, 1159.0, 1149.0, 36.0], shoonya_0sT9AGF2XPDYQ9, 5652155]
[paragraph, [202.0, 1195.0, 1149.0, 36.0], shoonya_0sT9AGF2XPDYQ9, 5652155]
[paragraph, [202.0, 1231.0, 1149.0, 36.0], shoonya_0sT9AGF2XPDYQ9, 5652155]
[paragraph, [202.0, 1267.0, 1149.0, 36.0], shoonya_0sT9AGF2XPDYQ9, 5652155]
[paragraph, [204.0, 1328.0, 1143.0, 36.0], shoonya_6s3LYWGE4J887L, 5652155]
[paragraph, [204.0, 1364.0, 1143.0, 36.0], shoonya_6s3LYWGE4J887L, 5652155]
[paragraph, [204.0, 1400.0, 1143.0, 36.0], shoonya_6s3LYWGE4J887L, 5652155]
[paragraph, [248.0, 1437.0, 277.0, 36.0], shoonya_8s7JNEKTXWZC8M, 5652155]
[paragraph, [198.0, 1494.0, 1154.0, 36.0], shoonya_3sQ9UL4ZV9T09I, 5652155]
[paragraph, [198.0, 1530.0, 1154.0, 36.0], shoonya_3sQ9UL4ZV9T09I, 5652155]
[paragraph, [198.0, 1566.0, 1154.0, 36.0], shoonya_3sQ9UL4ZV9T09I, 5652155]
[paragraph, [198.0, 1602.0, 1154.0, 36.0], shoonya_3sQ9UL4ZV9T09I, 5652155]
[paragraph, [198.0, 1638.0, 1154.0, 36.0], shoonya_3sQ9UL4ZV9T09I, 5652155]
[paragraph, [198.0, 1674.0, 1154.0, 36.0], shoonya_3sQ9UL4ZV9T09I, 5652155]
[paragraph, [198.0, 1710.0, 1154.0, 36.0], shoonya_3sQ9UL4ZV9T09I, 5652155]
[paragraph, [198.0, 1746.0, 1154.0, 36.0], shoonya_3sQ9UL4ZV9T09I, 5652155]
[paragraph, [198.0, 1782.0, 1154.0, 36.0], shoonya_3sQ9UL4ZV9T09I, 5652155]
[paragraph, [198.0, 1818.0, 1154.0, 36.0], shoonya_3sQ9UL4ZV9T09I, 5652155]
[paragraph, [198.0, 1854.0, 1154.0, 36.0], shoonya_3sQ9UL4ZV9T09I, 5652155]
[paragraph, [198.0, 1890.0, 1154.0, 36.0], shoonya_3sQ9UL4ZV9T09I, 5652155]
[paragraph, [199.0, 1933.0, 1163.0, 36.0], shoonya_10s50007VABIC7, 5652155]
[paragraph, [199.0, 1969.0, 1163.0, 36.0], shoonya_10s50007VABIC7, 5652155]
[paragraph, [199.0, 2005.0, 1163.0, 36.0], shoonya_10s50007VABIC7, 5652155]
[folio, [1163.0, 2100.0, 119.0, 36.0], shoonya_7sXL12U2OGP5R9, 5652155]
