[1755, 1241]
[folio, [444.0, 93.0, 349.0, 36.0], Fac_kE2Y6-, 5759897]
[folio, [233.0, 95.0, 213.0, 36.0], shoonya_0sMZLO3ZATKQNO, 5759897]
[paragraph, [303.0, 204.0, 724.0, 36.0], b4fVFQ8uSG, 5759897]
[paragraph, [303.0, 240.0, 724.0, 36.0], b4fVFQ8uSG, 5759897]
[paragraph, [303.0, 276.0, 724.0, 36.0], b4fVFQ8uSG, 5759897]
[paragraph, [303.0, 312.0, 724.0, 36.0], b4fVFQ8uSG, 5759897]
[paragraph, [303.0, 348.0, 724.0, 36.0], b4fVFQ8uSG, 5759897]
[paragraph, [303.0, 384.0, 724.0, 36.0], b4fVFQ8uSG, 5759897]
[paragraph, [303.0, 420.0, 724.0, 36.0], b4fVFQ8uSG, 5759897]
[paragraph, [303.0, 456.0, 724.0, 36.0], b4fVFQ8uSG, 5759897]
[paragraph, [303.0, 492.0, 724.0, 36.0], b4fVFQ8uSG, 5759897]
[paragraph, [303.0, 528.0, 724.0, 36.0], b4fVFQ8uSG, 5759897]
[paragraph, [303.0, 564.0, 724.0, 36.0], b4fVFQ8uSG, 5759897]
[paragraph, [303.0, 600.0, 724.0, 36.0], b4fVFQ8uSG, 5759897]
[paragraph, [232.0, 671.0, 793.0, 36.0], 2fJ3oEEWuJ, 5759897]
[paragraph, [232.0, 707.0, 793.0, 36.0], 2fJ3oEEWuJ, 5759897]
[paragraph, [232.0, 743.0, 793.0, 36.0], 2fJ3oEEWuJ, 5759897]
[paragraph, [232.0, 779.0, 793.0, 36.0], 2fJ3oEEWuJ, 5759897]
[paragraph, [232.0, 815.0, 793.0, 36.0], 2fJ3oEEWuJ, 5759897]
[paragraph, [232.0, 851.0, 793.0, 36.0], 2fJ3oEEWuJ, 5759897]
[paragraph, [223.0, 905.0, 802.0, 36.0], t2x2SAPWlc, 5759897]
[paragraph, [223.0, 941.0, 802.0, 36.0], t2x2SAPWlc, 5759897]
[paragraph, [223.0, 977.0, 802.0, 36.0], t2x2SAPWlc, 5759897]
[paragraph, [223.0, 1013.0, 802.0, 36.0], t2x2SAPWlc, 5759897]
[paragraph, [223.0, 1049.0, 802.0, 36.0], t2x2SAPWlc, 5759897]
[paragraph, [223.0, 1085.0, 802.0, 36.0], t2x2SAPWlc, 5759897]
[paragraph, [226.0, 1137.0, 794.0, 36.0], QueWfgebNr, 5759897]
[paragraph, [226.0, 1173.0, 794.0, 36.0], QueWfgebNr, 5759897]
[paragraph, [226.0, 1209.0, 794.0, 36.0], QueWfgebNr, 5759897]
[paragraph, [226.0, 1245.0, 794.0, 36.0], QueWfgebNr, 5759897]
[paragraph, [226.0, 1281.0, 794.0, 36.0], QueWfgebNr, 5759897]
[paragraph, [224.0, 1331.0, 804.0, 36.0], TCA3HeN-FS, 5759897]
[paragraph, [224.0, 1367.0, 804.0, 36.0], TCA3HeN-FS, 5759897]
[paragraph, [224.0, 1403.0, 804.0, 36.0], TCA3HeN-FS, 5759897]
[paragraph, [224.0, 1439.0, 804.0, 36.0], TCA3HeN-FS, 5759897]
[paragraph, [224.0, 1484.0, 805.0, 36.0], shoonya_2sLN5D7M4UFPYF, 5759897]
[paragraph, [224.0, 1520.0, 805.0, 36.0], shoonya_2sLN5D7M4UFPYF, 5759897]
[paragraph, [224.0, 1556.0, 805.0, 36.0], shoonya_2sLN5D7M4UFPYF, 5759897]
[paragraph, [224.0, 1592.0, 805.0, 36.0], shoonya_2sLN5D7M4UFPYF, 5759897]
