[1267, 753]
[folio, [321.0, 76.0, 104.0, 18.0], shoonya_3sAC231E8K2ZBQ, 5699492]
[paragraph, [63.0, 121.0, 605.0, 18.0], JTLadZzn6o, 5699492]
[paragraph, [63.0, 139.0, 605.0, 18.0], JTLadZzn6o, 5699492]
[paragraph, [63.0, 157.0, 605.0, 18.0], JTLadZzn6o, 5699492]
[section-title, [258.0, 194.0, 236.0, 30.0], shoonya_1sIM94Q27T1P40, 5699492]
[paragraph, [74.0, 229.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 247.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 265.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 283.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 301.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 319.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 337.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 355.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 373.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 391.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 409.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 427.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 445.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 463.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 481.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 499.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 517.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 535.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 553.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 571.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 589.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 607.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 625.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 643.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 661.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 679.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 697.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 715.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 733.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 751.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 769.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 787.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 805.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 823.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 841.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 859.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 877.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 895.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 913.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 931.0, 599.0, 18.0], shoonya_0sWI7ZK56J9JU4, 5699492]
[paragraph, [74.0, 954.0, 594.0, 18.0], shoonya_2sUT7EGNQHHCBI, 5699492]
[paragraph, [74.0, 972.0, 594.0, 18.0], shoonya_2sUT7EGNQHHCBI, 5699492]
[paragraph, [74.0, 990.0, 594.0, 18.0], shoonya_2sUT7EGNQHHCBI, 5699492]
[paragraph, [74.0, 1008.0, 594.0, 18.0], shoonya_2sUT7EGNQHHCBI, 5699492]
[paragraph, [74.0, 1026.0, 594.0, 18.0], shoonya_2sUT7EGNQHHCBI, 5699492]
[paragraph, [74.0, 1044.0, 594.0, 18.0], shoonya_2sUT7EGNQHHCBI, 5699492]
[paragraph, [74.0, 1062.0, 594.0, 18.0], shoonya_2sUT7EGNQHHCBI, 5699492]
[paragraph, [74.0, 1080.0, 594.0, 18.0], shoonya_2sUT7EGNQHHCBI, 5699492]
[paragraph, [74.0, 1098.0, 594.0, 18.0], shoonya_2sUT7EGNQHHCBI, 5699492]
[paragraph, [74.0, 1116.0, 594.0, 18.0], shoonya_2sUT7EGNQHHCBI, 5699492]
[paragraph, [74.0, 1134.0, 594.0, 18.0], shoonya_2sUT7EGNQHHCBI, 5699492]
[paragraph, [74.0, 1152.0, 594.0, 18.0], shoonya_2sUT7EGNQHHCBI, 5699492]
[paragraph, [74.0, 1170.0, 594.0, 18.0], shoonya_2sUT7EGNQHHCBI, 5699492]
