[842, 596]
[ordered-list, [113.0, 55.0, 417.0, 18.0], fq4oKk1Dw0, 5658104]
[ordered-list, [113.0, 73.0, 417.0, 18.0], fq4oKk1Dw0, 5658104]
[ordered-list, [113.0, 91.0, 417.0, 18.0], fq4oKk1Dw0, 5658104]
[ordered-list, [113.0, 109.0, 417.0, 18.0], fq4oKk1Dw0, 5658104]
[ordered-list, [113.0, 127.0, 417.0, 18.0], fq4oKk1Dw0, 5658104]
[ordered-list, [113.0, 145.0, 417.0, 18.0], fq4oKk1Dw0, 5658104]
[ordered-list, [113.0, 163.0, 417.0, 18.0], fq4oKk1Dw0, 5658104]
[ordered-list, [113.0, 181.0, 417.0, 18.0], fq4oKk1Dw0, 5658104]
[ordered-list, [113.0, 199.0, 417.0, 18.0], fq4oKk1Dw0, 5658104]
[ordered-list, [113.0, 217.0, 417.0, 18.0], fq4oKk1Dw0, 5658104]
[ordered-list, [113.0, 235.0, 417.0, 18.0], fq4oKk1Dw0, 5658104]
[ordered-list, [113.0, 253.0, 417.0, 18.0], fq4oKk1Dw0, 5658104]
[ordered-list, [113.0, 271.0, 417.0, 18.0], fq4oKk1Dw0, 5658104]
[ordered-list, [113.0, 289.0, 417.0, 18.0], fq4oKk1Dw0, 5658104]
[ordered-list, [63.0, 312.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 330.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 348.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 366.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 384.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 402.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 420.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 438.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 456.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 474.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 492.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 510.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 528.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 546.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 564.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 582.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 600.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 618.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 636.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 654.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 672.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[ordered-list, [63.0, 690.0, 473.0, 18.0], x8jXC8wWDL, 5658104]
[sub-ordered-list, [67.0, 330.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 348.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 366.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 384.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 402.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 420.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 438.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 456.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 474.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 492.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 510.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 528.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 546.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 564.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 582.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 600.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 618.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 636.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 654.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 672.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[sub-ordered-list, [67.0, 690.0, 467.0, 18.0], EsFw0tAhfx, 5658104]
[footnote, [82.0, 778.0, 460.0, 18.0], shoonya_0sVC0HD5F9JEUD, 5658104]
