[1565, 1152]
[headline, [83.0, 69.0, 285.0, 37.5], v8X_pgGLOD, 5722607]
[headline, [83.0, 106.5, 285.0, 37.5], v8X_pgGLOD, 5722607]
[section-title, [149.0, 196.0, 502.0, 49.5], shoonya_4sCKB2ZU5YTO3I, 5722607]
[author, [161.0, 313.0, 367.0, 36.0], ND8eqOpr-Y, 5722607]
[paragraph, [158.0, 417.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [158.0, 453.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [158.0, 489.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [158.0, 525.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [158.0, 561.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [158.0, 597.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [158.0, 633.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [158.0, 669.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [158.0, 705.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [158.0, 741.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [158.0, 777.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [158.0, 813.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [158.0, 849.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [158.0, 885.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [158.0, 921.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [158.0, 957.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [158.0, 993.0, 251.0, 36.0], shoonya_0sI1Z6AL2XYUMA, 5722607]
[paragraph, [609.0, 567.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 603.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 639.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 675.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 711.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 747.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 783.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 819.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 855.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 891.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 927.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 963.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 999.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 1035.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 1071.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 1107.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 1143.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 1179.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 1215.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 1251.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 1287.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 1323.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [609.0, 1359.0, 314.0, 36.0], shoonya_2sU0CSJUHLVK03, 5722607]
[paragraph, [159.0, 1086.0, 310.0, 36.0], shoonya_3sYA4IZ3NOVUPC, 5722607]
[paragraph, [159.0, 1122.0, 310.0, 36.0], shoonya_3sYA4IZ3NOVUPC, 5722607]
[paragraph, [159.0, 1158.0, 310.0, 36.0], shoonya_3sYA4IZ3NOVUPC, 5722607]
[paragraph, [159.0, 1194.0, 310.0, 36.0], shoonya_3sYA4IZ3NOVUPC, 5722607]
[paragraph, [159.0, 1230.0, 310.0, 36.0], shoonya_3sYA4IZ3NOVUPC, 5722607]
[paragraph, [159.0, 1266.0, 310.0, 36.0], shoonya_3sYA4IZ3NOVUPC, 5722607]
[paragraph, [159.0, 1302.0, 310.0, 36.0], shoonya_3sYA4IZ3NOVUPC, 5722607]
[paragraph, [159.0, 1338.0, 310.0, 36.0], shoonya_3sYA4IZ3NOVUPC, 5722607]
[paragraph, [159.0, 1374.0, 310.0, 36.0], shoonya_3sYA4IZ3NOVUPC, 5722607]
