[1754, 1241]
[paragraph, [106.0, 147.0, 1025.0, 36.0], shoonya_0sNL8M9LZT3H6T, 5779219]
[paragraph, [106.0, 183.0, 1025.0, 36.0], shoonya_0sNL8M9LZT3H6T, 5779219]
[paragraph, [106.0, 219.0, 1025.0, 36.0], shoonya_0sNL8M9LZT3H6T, 5779219]
[paragraph, [106.0, 255.0, 1025.0, 36.0], shoonya_0sNL8M9LZT3H6T, 5779219]
[paragraph, [106.0, 291.0, 1025.0, 36.0], shoonya_0sNL8M9LZT3H6T, 5779219]
[paragraph, [106.0, 327.0, 1025.0, 36.0], shoonya_0sNL8M9LZT3H6T, 5779219]
[paragraph, [106.0, 363.0, 1025.0, 36.0], shoonya_0sNL8M9LZT3H6T, 5779219]
[paragraph, [106.0, 399.0, 1025.0, 36.0], shoonya_0sNL8M9LZT3H6T, 5779219]
[paragraph, [106.0, 435.0, 1025.0, 36.0], shoonya_0sNL8M9LZT3H6T, 5779219]
[paragraph, [106.0, 471.0, 1025.0, 36.0], shoonya_0sNL8M9LZT3H6T, 5779219]
[paragraph, [109.0, 509.0, 1015.0, 36.0], shoonya_3sXB5DK3SAC7G8, 5779219]
[paragraph, [109.0, 545.0, 1015.0, 36.0], shoonya_3sXB5DK3SAC7G8, 5779219]
[paragraph, [109.0, 581.0, 1015.0, 36.0], shoonya_3sXB5DK3SAC7G8, 5779219]
[paragraph, [109.0, 617.0, 1015.0, 36.0], shoonya_3sXB5DK3SAC7G8, 5779219]
[paragraph, [109.0, 653.0, 1015.0, 36.0], shoonya_3sXB5DK3SAC7G8, 5779219]
[paragraph, [109.0, 689.0, 1015.0, 36.0], shoonya_3sXB5DK3SAC7G8, 5779219]
[paragraph, [109.0, 725.0, 1015.0, 36.0], shoonya_3sXB5DK3SAC7G8, 5779219]
[paragraph, [109.0, 761.0, 1015.0, 36.0], shoonya_3sXB5DK3SAC7G8, 5779219]
[paragraph, [109.0, 813.0, 1016.0, 36.0], shoonya_1sC9N9K9TZFOIN, 5779219]
[paragraph, [109.0, 849.0, 1016.0, 36.0], shoonya_1sC9N9K9TZFOIN, 5779219]
[paragraph, [109.0, 885.0, 1016.0, 36.0], shoonya_1sC9N9K9TZFOIN, 5779219]
[paragraph, [109.0, 921.0, 1016.0, 36.0], shoonya_1sC9N9K9TZFOIN, 5779219]
[paragraph, [109.0, 957.0, 1016.0, 36.0], shoonya_1sC9N9K9TZFOIN, 5779219]
[paragraph, [109.0, 993.0, 1016.0, 36.0], shoonya_1sC9N9K9TZFOIN, 5779219]
[paragraph, [109.0, 1029.0, 1016.0, 36.0], shoonya_1sC9N9K9TZFOIN, 5779219]
[paragraph, [109.0, 1065.0, 1016.0, 36.0], shoonya_1sC9N9K9TZFOIN, 5779219]
[paragraph, [109.0, 1101.0, 1016.0, 36.0], shoonya_1sC9N9K9TZFOIN, 5779219]
[paragraph, [109.0, 1145.0, 1016.0, 36.0], shoonya_2sLF6KSFD5D5AO, 5779219]
[paragraph, [109.0, 1181.0, 1016.0, 36.0], shoonya_2sLF6KSFD5D5AO, 5779219]
[paragraph, [109.0, 1217.0, 1016.0, 36.0], shoonya_2sLF6KSFD5D5AO, 5779219]
[paragraph, [109.0, 1253.0, 1016.0, 36.0], shoonya_2sLF6KSFD5D5AO, 5779219]
[paragraph, [109.0, 1289.0, 1016.0, 36.0], shoonya_2sLF6KSFD5D5AO, 5779219]
[paragraph, [109.0, 1325.0, 1016.0, 36.0], shoonya_2sLF6KSFD5D5AO, 5779219]
[paragraph, [109.0, 1361.0, 1016.0, 36.0], shoonya_2sLF6KSFD5D5AO, 5779219]
[paragraph, [109.0, 1397.0, 1016.0, 36.0], shoonya_2sLF6KSFD5D5AO, 5779219]
[paragraph, [109.0, 1433.0, 1016.0, 36.0], shoonya_2sLF6KSFD5D5AO, 5779219]
[paragraph, [109.0, 1469.0, 1016.0, 36.0], shoonya_2sLF6KSFD5D5AO, 5779219]
[paragraph, [110.0, 1535.0, 1024.0, 36.0], shoonya_4s151Z2DQPRPL2, 5779219]
