[1806, 1262]
[folio, [164.0, 102.0, 512.0, 36.0], fvHxSwLBeL, 5680696]
[paragraph, [90.0, 172.0, 509.0, 36.0], shoonya_2sVG79VNYCPAG6, 5680696]
[paragraph, [90.0, 208.0, 509.0, 36.0], shoonya_2sVG79VNYCPAG6, 5680696]
[paragraph, [90.0, 244.0, 509.0, 36.0], shoonya_2sVG79VNYCPAG6, 5680696]
[paragraph, [90.0, 280.0, 509.0, 36.0], shoonya_2sVG79VNYCPAG6, 5680696]
[paragraph, [90.0, 316.0, 509.0, 36.0], shoonya_2sVG79VNYCPAG6, 5680696]
[paragraph, [90.0, 352.0, 509.0, 36.0], shoonya_2sVG79VNYCPAG6, 5680696]
[paragraph, [90.0, 388.0, 509.0, 36.0], shoonya_2sVG79VNYCPAG6, 5680696]
[paragraph, [90.0, 424.0, 509.0, 36.0], shoonya_2sVG79VNYCPAG6, 5680696]
[paragraph, [90.0, 460.0, 509.0, 36.0], shoonya_2sVG79VNYCPAG6, 5680696]
[paragraph, [90.0, 496.0, 509.0, 36.0], shoonya_2sVG79VNYCPAG6, 5680696]
[paragraph, [90.0, 532.0, 509.0, 36.0], shoonya_2sVG79VNYCPAG6, 5680696]
[paragraph, [651.0, 175.0, 507.0, 36.0], shoonya_1sOX3ETD0X4SYT, 5680696]
[paragraph, [651.0, 211.0, 507.0, 36.0], shoonya_1sOX3ETD0X4SYT, 5680696]
[paragraph, [654.0, 252.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 288.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 324.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 360.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 396.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 432.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 468.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 504.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 540.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 576.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 612.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 648.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 684.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 720.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 756.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 792.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 828.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 864.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 900.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 936.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 972.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 1008.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 1044.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 1080.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 1116.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 1152.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 1188.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 1224.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 1260.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 1296.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 1332.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 1368.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 1404.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 1440.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [654.0, 1476.0, 504.0, 36.0], eBx9ibJFm0, 5680696]
[paragraph, [90.0, 585.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 621.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 657.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 693.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 729.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 765.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 801.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 837.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 873.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 909.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 945.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 981.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1017.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1053.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1089.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1125.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1161.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1197.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1233.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1269.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1305.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1341.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1377.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1413.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1449.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1485.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1521.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1557.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1593.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1629.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [90.0, 1665.0, 513.0, 36.0], shoonya_0sXNJ5EQ9GBFJ7, 5680696]
[paragraph, [659.0, 1552.0, 504.0, 36.0], qy_DNqazdQ, 5680696]
[paragraph, [659.0, 1588.0, 504.0, 36.0], qy_DNqazdQ, 5680696]
[paragraph, [659.0, 1624.0, 504.0, 36.0], qy_DNqazdQ, 5680696]
[paragraph, [659.0, 1660.0, 504.0, 36.0], qy_DNqazdQ, 5680696]
