[3509, 2480]
[headline, [629.0, 530.0, 1230.0, 52.5], b_EgzRt5zE, 5724404]
[headline, [629.0, 582.5, 1230.0, 52.5], b_EgzRt5zE, 5724404]
[headline, [629.0, 635.0, 1230.0, 52.5], b_EgzRt5zE, 5724404]
[headline, [629.0, 687.5, 1230.0, 52.5], b_EgzRt5zE, 5724404]
[paragraph, [363.0, 1033.0, 1763.0, 52.5], shoonya_3sX529ARXVFJ1I, 5724404]
[paragraph, [363.0, 1085.5, 1763.0, 52.5], shoonya_3sX529ARXVFJ1I, 5724404]
[paragraph, [363.0, 1138.0, 1763.0, 52.5], shoonya_3sX529ARXVFJ1I, 5724404]
[paragraph, [363.0, 1190.5, 1763.0, 52.5], shoonya_3sX529ARXVFJ1I, 5724404]
[paragraph, [363.0, 1243.0, 1763.0, 52.5], shoonya_3sX529ARXVFJ1I, 5724404]
[paragraph, [363.0, 1295.5, 1763.0, 52.5], shoonya_3sX529ARXVFJ1I, 5724404]
[paragraph, [363.0, 1348.0, 1763.0, 52.5], shoonya_3sX529ARXVFJ1I, 5724404]
[paragraph, [363.0, 1400.5, 1763.0, 52.5], shoonya_3sX529ARXVFJ1I, 5724404]
[paragraph, [363.0, 1453.0, 1763.0, 52.5], shoonya_3sX529ARXVFJ1I, 5724404]
[sub-section-title, [363.0, 1560.0, 1365.0, 73.5], C2LEhWXOGL, 5724404]
[paragraph, [371.0, 1712.0, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 1764.5, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 1817.0, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 1869.5, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 1922.0, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 1974.5, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2027.0, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2079.5, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2132.0, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2184.5, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2237.0, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2289.5, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2342.0, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2394.5, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2447.0, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2499.5, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2552.0, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2604.5, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2657.0, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2709.5, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2762.0, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2814.5, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2867.0, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2919.5, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
[paragraph, [371.0, 2972.0, 1756.0, 52.5], shoonya_0sB1H48G20GYM8, 5724404]
