[612, 792]
[section-title, [342.0, 60.0, 130.0, 30.0], EZOi1v9Z85, 6532646]
[paragraph, [78.0, 107.0, 640.0, 18.0], shoonya_1sAD93Y1MP1T97, 6532646]
[paragraph, [78.0, 125.0, 640.0, 18.0], shoonya_1sAD93Y1MP1T97, 6532646]
[paragraph, [78.0, 143.0, 640.0, 18.0], shoonya_1sAD93Y1MP1T97, 6532646]
[paragraph, [78.0, 161.0, 640.0, 18.0], shoonya_1sAD93Y1MP1T97, 6532646]
[paragraph, [78.0, 179.0, 640.0, 18.0], shoonya_1sAD93Y1MP1T97, 6532646]
[paragraph, [78.0, 197.0, 640.0, 18.0], shoonya_1sAD93Y1MP1T97, 6532646]
[paragraph, [78.0, 215.0, 640.0, 18.0], shoonya_1sAD93Y1MP1T97, 6532646]
[paragraph, [77.0, 256.0, 640.0, 18.0], HJ2hp7Oymr, 6532646]
[paragraph, [77.0, 274.0, 640.0, 18.0], HJ2hp7Oymr, 6532646]
[paragraph, [77.0, 292.0, 640.0, 18.0], HJ2hp7Oymr, 6532646]
[paragraph, [77.0, 310.0, 640.0, 18.0], HJ2hp7Oymr, 6532646]
[paragraph, [77.0, 328.0, 640.0, 18.0], HJ2hp7Oymr, 6532646]
[paragraph, [77.0, 346.0, 640.0, 18.0], HJ2hp7Oymr, 6532646]
[paragraph, [77.0, 364.0, 640.0, 18.0], HJ2hp7Oymr, 6532646]
[paragraph, [80.0, 406.0, 640.0, 18.0], IxMozDXAmQ, 6532646]
[paragraph, [80.0, 424.0, 640.0, 18.0], IxMozDXAmQ, 6532646]
[paragraph, [80.0, 442.0, 640.0, 18.0], IxMozDXAmQ, 6532646]
[paragraph, [80.0, 460.0, 640.0, 18.0], IxMozDXAmQ, 6532646]
[paragraph, [80.0, 478.0, 640.0, 18.0], IxMozDXAmQ, 6532646]
