[1725, 1313]
[paragraph, [657.0, 138.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 174.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 210.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 246.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 282.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 318.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 354.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 390.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 426.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 462.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 498.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 534.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 570.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 606.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 642.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 678.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 714.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 750.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 786.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 822.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 858.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 894.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 930.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 966.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 1002.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 1038.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 1074.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 1110.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 1146.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 1182.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 1218.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 1254.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [657.0, 1290.0, 536.0, 36.0], shoonya_3sOMAK0NA7F26L, 5771691]
[paragraph, [122.0, 139.0, 524.0, 36.0], shoonya_5sKSJ3UFBV174U, 5771691]
[paragraph, [122.0, 175.0, 524.0, 36.0], shoonya_5sKSJ3UFBV174U, 5771691]
[paragraph, [122.0, 211.0, 524.0, 36.0], shoonya_5sKSJ3UFBV174U, 5771691]
[paragraph, [122.0, 247.0, 524.0, 36.0], shoonya_5sKSJ3UFBV174U, 5771691]
[paragraph, [122.0, 283.0, 524.0, 36.0], shoonya_5sKSJ3UFBV174U, 5771691]
[paragraph, [122.0, 319.0, 524.0, 36.0], shoonya_5sKSJ3UFBV174U, 5771691]
[paragraph, [122.0, 376.0, 524.0, 36.0], shoonya_2sE0UHWQD6W3YF, 5771691]
[paragraph, [122.0, 412.0, 524.0, 36.0], shoonya_2sE0UHWQD6W3YF, 5771691]
[paragraph, [122.0, 448.0, 524.0, 36.0], shoonya_2sE0UHWQD6W3YF, 5771691]
[paragraph, [122.0, 484.0, 524.0, 36.0], shoonya_2sE0UHWQD6W3YF, 5771691]
[paragraph, [122.0, 520.0, 524.0, 36.0], shoonya_2sE0UHWQD6W3YF, 5771691]
[paragraph, [122.0, 556.0, 524.0, 36.0], shoonya_2sE0UHWQD6W3YF, 5771691]
[paragraph, [121.0, 614.0, 527.0, 36.0], shoonya_1s0C0CMLTD0LYW, 5771691]
[paragraph, [121.0, 650.0, 527.0, 36.0], shoonya_1s0C0CMLTD0LYW, 5771691]
[paragraph, [121.0, 686.0, 527.0, 36.0], shoonya_1s0C0CMLTD0LYW, 5771691]
[paragraph, [121.0, 722.0, 527.0, 36.0], shoonya_1s0C0CMLTD0LYW, 5771691]
[paragraph, [121.0, 758.0, 527.0, 36.0], shoonya_1s0C0CMLTD0LYW, 5771691]
[paragraph, [121.0, 794.0, 527.0, 36.0], shoonya_1s0C0CMLTD0LYW, 5771691]
[paragraph, [121.0, 830.0, 527.0, 36.0], shoonya_1s0C0CMLTD0LYW, 5771691]
[paragraph, [121.0, 866.0, 527.0, 36.0], shoonya_1s0C0CMLTD0LYW, 5771691]
[paragraph, [121.0, 902.0, 527.0, 36.0], shoonya_1s0C0CMLTD0LYW, 5771691]
[paragraph, [121.0, 938.0, 527.0, 36.0], shoonya_1s0C0CMLTD0LYW, 5771691]
[paragraph, [121.0, 974.0, 527.0, 36.0], shoonya_1s0C0CMLTD0LYW, 5771691]
[paragraph, [121.0, 1010.0, 527.0, 36.0], shoonya_1s0C0CMLTD0LYW, 5771691]
[paragraph, [121.0, 1071.0, 526.0, 36.0], shoonya_0s8L7W4PW6HIYD, 5771691]
[paragraph, [121.0, 1107.0, 526.0, 36.0], shoonya_0s8L7W4PW6HIYD, 5771691]
[paragraph, [121.0, 1143.0, 526.0, 36.0], shoonya_0s8L7W4PW6HIYD, 5771691]
[paragraph, [121.0, 1179.0, 526.0, 36.0], shoonya_0s8L7W4PW6HIYD, 5771691]
[paragraph, [121.0, 1215.0, 526.0, 36.0], shoonya_0s8L7W4PW6HIYD, 5771691]
[paragraph, [121.0, 1251.0, 526.0, 36.0], shoonya_0s8L7W4PW6HIYD, 5771691]
[paragraph, [121.0, 1287.0, 526.0, 36.0], shoonya_0s8L7W4PW6HIYD, 5771691]
[paragraph, [121.0, 1323.0, 526.0, 36.0], shoonya_0s8L7W4PW6HIYD, 5771691]
[paragraph, [121.0, 1359.0, 526.0, 36.0], shoonya_0s8L7W4PW6HIYD, 5771691]
[paragraph, [121.0, 1395.0, 526.0, 36.0], shoonya_0s8L7W4PW6HIYD, 5771691]
[paragraph, [121.0, 1431.0, 526.0, 36.0], shoonya_0s8L7W4PW6HIYD, 5771691]
[paragraph, [121.0, 1467.0, 526.0, 36.0], shoonya_0s8L7W4PW6HIYD, 5771691]
[paragraph, [121.0, 1503.0, 526.0, 36.0], shoonya_0s8L7W4PW6HIYD, 5771691]
[paragraph, [662.0, 1348.0, 527.0, 36.0], shoonya_6sOYB1U265QHK6, 5771691]
[paragraph, [662.0, 1384.0, 527.0, 36.0], shoonya_6sOYB1U265QHK6, 5771691]
[paragraph, [662.0, 1420.0, 527.0, 36.0], shoonya_6sOYB1U265QHK6, 5771691]
[paragraph, [662.0, 1456.0, 527.0, 36.0], shoonya_6sOYB1U265QHK6, 5771691]
[folio, [574.0, 1573.0, 167.0, 36.0], OWjzhUSSUH, 5771691]
[folio, [74.0, 1671.0, 309.0, 36.0], shoonya_7sZV1OT553KGFD, 5771691]
